,EPISODE_ID,BEGIN_DATE,DURACION,END_DATE,GRANIZO,LAT,LLUVIA,LON,NIEVE,RANGE,T. ELECTRICA,TORNADO,VIENTO,ACCIDENTES
865,72574,2013-04-17 16:25:00,2.78333333333,2013-04-17 19:12:00,2.0,39.63559375,0,-86.325575,0,78.9947182511,0,0,0,0
866,1197264,2005-08-08 15:01:00,0.483333333333,2005-08-08 15:30:00,0.88,40.42,0,-86.87,0,1.92405537778,0,0,0,0
867,1197267,2005-08-13 20:00:00,0.5,2005-08-13 20:30:00,0,39.335,0,-86.825,0,68.5618425378,0,0,3,0
868,1197266,2005-08-11 13:30:00,5.33333333333,2005-08-11 18:50:00,1.75,40.0866666667,3,-86.249047619,0,143.962674348,0,0,3,0
869,1197269,2005-08-20 13:00:00,0.916666666667,2005-08-20 13:55:00,0,39.52,0,-85.775,0,124.041901108,0,0,3,0
870,3957,2007-03-23 10:39:00,13.1,2007-03-23 23:45:00,0,40.7133333333,2,-87.2066666667,0,20.7163464131,0,0,0,0
871,76856,2013-06-18 16:33:00,0.633333333333,2013-06-18 17:11:00,0.88,38.84,0,-86.9725,0,122.456984115,0,0,3,0
872,76852,2013-06-12 21:30:00,9.33333333333,2013-06-13 06:50:00,1.25,40.244615,2,-86.23307,0,132.191790898,0,0,3,1
873,104079,2016-03-27 16:32:00,3.5,2016-03-27 20:02:00,1.5,39.6493724138,0,-86.2111206897,0,178.86644619,0,0,3,0
874,87529,2014-06-19 13:47:00,6.21666666667,2014-06-19 20:00:00,0,40.1193625,3,-85.82370625,0,73.235890866,0,0,3,0
875,87528,2014-06-04 04:36:00,2.4,2014-06-04 07:00:00,0,39.468,3,-87.295075,0,18.4962093563,0,0,0,0
876,55433,2011-07-23 15:05:00,0.466666666667,2011-07-23 15:33:00,0,41.18805,0,-85.587125,0,27.5568109908,0,0,3,0
877,39254,2010-05-27 11:30:00,4.18333333333,2010-05-27 15:41:00,0,37.88,1,-87.05,0,1.32944756907,0,0,0,0
878,99974,2015-09-04 15:47:00,0.6,2015-09-04 16:23:00,1.0,40.9833333333,0,-87.45,0,10.0522760438,0,0,0,0
879,27005,2009-03-28 16:26:00,0.366666666667,2009-03-28 16:48:00,0.75,37.965,0,-87.47585,0,10.5923633325,0,0,0,0
