EVENT_ID,EPISODE_ID,EVENT_TYPE,BEGIN_DATE_TIME,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
639784,106591,Thunderstorm Wind,15-JUN-16 15:00:00,15-JUN-16 15:00:00,0,0,0,0,1.50K,0.00K,52.0,,39.8831,-86.0926,39.8831,-86.0926
639788,106591,Thunderstorm Wind,15-JUN-16 15:25:00,15-JUN-16 15:25:00,0,0,0,0,10.00K,,56.0,,38.8,-87.04,38.8,-87.04
639789,106591,Thunderstorm Wind,15-JUN-16 15:25:00,15-JUN-16 15:25:00,0,0,0,0,7.00K,,56.0,,38.84,-86.99,38.84,-86.99
639790,106591,Thunderstorm Wind,15-JUN-16 15:28:00,15-JUN-16 15:28:00,0,0,0,0,,,51.0,,38.82,-86.96,38.82,-86.96
639791,106591,Thunderstorm Wind,15-JUN-16 15:28:00,15-JUN-16 15:28:00,0,0,0,0,,,52.0,,38.84,-86.97,38.84,-86.97
639792,106591,Thunderstorm Wind,15-JUN-16 15:35:00,15-JUN-16 15:35:00,0,0,0,0,,,50.0,,39.85,-85.9,39.85,-85.9
639796,106591,Thunderstorm Wind,15-JUN-16 15:35:00,15-JUN-16 15:35:00,0,0,0,0,0.10K,0.00K,48.0,,39.89,-86.23,39.89,-86.23
639797,106591,Thunderstorm Wind,15-JUN-16 15:40:00,15-JUN-16 15:40:00,0,0,0,0,1.50K,,52.0,,38.8,-87.15,38.8,-87.15
639798,106591,Thunderstorm Wind,15-JUN-16 15:54:00,15-JUN-16 15:54:00,0,0,0,0,6.00K,0.00K,56.0,,39.8255,-86.1608,39.8255,-86.1608
639799,106591,Thunderstorm Wind,15-JUN-16 16:00:00,15-JUN-16 16:00:00,0,0,0,0,,0.00K,53.0,,39.8249,-86.2958,39.8249,-86.2958
639800,106591,Thunderstorm Wind,15-JUN-16 16:03:00,15-JUN-16 16:03:00,0,0,0,0,,0.00K,57.0,,39.8249,-86.2958,39.8249,-86.2958
639801,106591,Thunderstorm Wind,15-JUN-16 16:05:00,15-JUN-16 16:05:00,0,0,0,0,0.50K,0.00K,52.0,,39.8704,-86.1463,39.8704,-86.1463
639802,106591,Hail,15-JUN-16 16:07:00,15-JUN-16 16:09:00,0,0,0,0,,0.00K,1.0,,39.4592,-87.3977,39.4592,-87.3977
639803,106591,Thunderstorm Wind,15-JUN-16 16:07:00,15-JUN-16 16:07:00,0,0,0,0,,0.00K,57.0,,39.8249,-86.2958,39.8249,-86.2958
639806,106591,Thunderstorm Wind,15-JUN-16 16:12:00,15-JUN-16 16:12:00,0,0,0,0,1.50K,,52.0,,39.74,-85.57,39.74,-85.57
639808,106591,Thunderstorm Wind,15-JUN-16 16:15:00,15-JUN-16 16:15:00,0,0,0,0,1.00K,,52.0,,39.8,-85.53,39.8,-85.53
639847,106591,Thunderstorm Wind,15-JUN-16 16:18:00,15-JUN-16 16:18:00,0,0,0,0,0.10K,,52.0,,39.8,-85.44,39.8,-85.44
639858,106591,Thunderstorm Wind,15-JUN-16 16:35:00,15-JUN-16 16:35:00,0,0,0,0,1.50K,0.00K,52.0,,39.1,-87.41,39.1,-87.41
639861,106591,Thunderstorm Wind,15-JUN-16 16:58:00,15-JUN-16 16:58:00,0,0,0,0,1.00K,0.00K,52.0,,39.64,-86.18,39.64,-86.18
639862,106591,Thunderstorm Wind,15-JUN-16 17:07:00,15-JUN-16 17:07:00,0,0,0,0,,,61.0,,38.78,-87.31,38.78,-87.31
639864,106591,Thunderstorm Wind,15-JUN-16 17:15:00,15-JUN-16 17:15:00,0,0,0,0,,,52.0,,39.07,-86.92,39.07,-86.92
639865,106591,Thunderstorm Wind,15-JUN-16 17:07:00,15-JUN-16 17:07:00,0,0,0,0,2.00K,,52.0,,38.78,-87.31,38.78,-87.31
639867,106591,Thunderstorm Wind,15-JUN-16 17:25:00,15-JUN-16 17:25:00,0,0,0,0,1.00K,,52.0,,39.84,-86.29,39.84,-86.29
647126,106591,Flood,15-JUN-16 16:05:00,15-JUN-16 18:00:00,0,0,0,0,0.50K,0.00K,,,39.8705,-86.1463,39.8703,-86.1463
647127,106591,Flood,15-JUN-16 16:19:00,15-JUN-16 18:00:00,0,0,0,0,1.00K,0.00K,,,39.8623,-86.1461,39.8621,-86.1461
647129,106591,Flood,15-JUN-16 16:25:00,15-JUN-16 18:30:00,0,0,0,0,0.50K,0.50K,,,39.8093,-86.3457,39.8078,-86.3457
647134,106591,Flash Flood,15-JUN-16 19:13:00,15-JUN-16 20:13:00,0,0,0,0,200.00K,0.00K,,,39.8088,-86.298,39.8082,-86.2958
627899,104835,Flood,02-JUN-16 15:00:00,02-JUN-16 17:30:00,0,0,0,0,0.00K,0.00K,,,38.9397,-85.2043,38.9398,-85.201
627900,104835,Flood,02-JUN-16 15:00:00,02-JUN-16 17:30:00,0,0,0,0,0.00K,0.00K,,,38.9582,-85.2076,38.9582,-85.2105
627901,104835,Flood,02-JUN-16 15:00:00,02-JUN-16 17:30:00,0,0,0,0,0.00K,0.00K,,,38.9593,-85.2492,38.959,-85.251
627902,104835,Flood,02-JUN-16 15:20:00,02-JUN-16 17:30:00,0,0,0,0,0.00K,0.00K,,,38.99,-85.22,38.9894,-85.219
627903,104835,Flash Flood,02-JUN-16 15:35:00,02-JUN-16 18:00:00,0,0,0,0,0.00K,0.00K,,,38.97,-85.17,38.9676,-85.1707
628287,104835,Flash Flood,02-JUN-16 16:00:00,02-JUN-16 17:00:00,0,0,0,0,0.00K,0.00K,,,39.0216,-85.09,39.0218,-85.0901
646863,106595,Thunderstorm Wind,22-JUN-16 23:12:00,22-JUN-16 23:12:00,0,0,0,0,,,52.0,,40.5047,-86.9769,40.5047,-86.9769
646864,106595,Thunderstorm Wind,22-JUN-16 23:19:00,22-JUN-16 23:19:00,0,0,0,0,,,87.0,,40.55,-86.89,40.55,-86.89
646869,106595,Thunderstorm Wind,22-JUN-16 23:27:00,22-JUN-16 23:27:00,0,0,0,0,0.50K,,43.0,,40.4087,-86.5928,40.4087,-86.5928
646870,106595,Thunderstorm Wind,22-JUN-16 23:28:00,22-JUN-16 23:28:00,0,0,0,0,,,76.0,,40.36,-86.8,40.36,-86.8
646871,106595,Thunderstorm Wind,22-JUN-16 23:30:00,22-JUN-16 23:30:00,0,0,0,0,3.00K,,52.0,,40.35,-86.67,40.35,-86.67
646873,106595,Thunderstorm Wind,22-JUN-16 23:33:00,22-JUN-16 23:33:00,0,0,0,0,15.00K,,70.0,,40.42,-86.6,40.42,-86.6
646876,106595,Thunderstorm Wind,22-JUN-16 23:38:00,22-JUN-16 23:38:00,0,0,0,0,0.70K,,52.0,,40.48,-86.39,40.48,-86.39
646881,106595,Thunderstorm Wind,22-JUN-16 23:39:00,22-JUN-16 23:39:00,0,0,0,0,,,59.0,,40.36,-86.3,40.36,-86.3
646882,106595,Thunderstorm Wind,22-JUN-16 23:41:00,22-JUN-16 23:41:00,0,0,0,0,4.00K,,52.0,,40.3,-86.39,40.3,-86.39
646894,106595,Thunderstorm Wind,22-JUN-16 23:50:00,22-JUN-16 23:50:00,0,0,0,0,50.00K,,65.0,,40.33,-86.32,40.33,-86.32
646906,106595,Thunderstorm Wind,22-JUN-16 23:53:00,22-JUN-16 23:53:00,0,0,0,0,,,71.0,,40.42,-86.27,40.42,-86.27
647107,106595,Thunderstorm Wind,22-JUN-16 23:58:00,22-JUN-16 23:58:00,0,0,0,0,25.00K,,70.0,,40.3572,-86.128,40.3572,-86.128
647108,106595,Thunderstorm Wind,23-JUN-16 00:10:00,23-JUN-16 00:10:00,0,0,0,0,30.00K,,70.0,,40.4173,-86.295,40.4173,-86.295
647109,106595,Thunderstorm Wind,23-JUN-16 00:24:00,23-JUN-16 00:24:00,0,0,0,0,,,51.0,,40.25,-86.04,40.25,-86.04
647110,106595,Thunderstorm Wind,23-JUN-16 00:25:00,23-JUN-16 00:25:00,0,0,0,0,5.00K,,52.0,,40.28,-86.04,40.28,-86.04
647112,106595,Thunderstorm Wind,23-JUN-16 00:50:00,23-JUN-16 00:50:00,0,0,0,0,4.00K,,61.0,,40.1152,-85.6741,40.1152,-85.6741
647113,106595,Thunderstorm Wind,23-JUN-16 01:15:00,23-JUN-16 01:15:00,0,0,0,0,,,61.0,,40.52,-87.01,40.52,-87.01
647114,106595,Thunderstorm Wind,23-JUN-16 02:08:00,23-JUN-16 02:08:00,0,0,0,0,5.00K,0.00K,61.0,,39.8214,-86.1436,39.8214,-86.1436
647116,106595,Thunderstorm Wind,23-JUN-16 02:15:00,23-JUN-16 02:15:00,0,0,0,0,,,52.0,,39.85,-85.9,39.85,-85.9
648311,108229,Lightning,22-JUN-16 20:15:00,22-JUN-16 20:15:00,0,0,0,0,10.00K,0.00K,,,41.55,-87.47,41.55,-87.47
648313,108229,Thunderstorm Wind,22-JUN-16 21:38:00,22-JUN-16 21:38:00,0,0,0,0,,0.00K,65.0,,40.87,-87.37,40.87,-87.37
631832,105358,Thunderstorm Wind,15-JUN-16 18:08:00,15-JUN-16 18:18:00,0,0,0,0,0.50K,0.00K,50.0,,38.99,-84.91,38.99,-84.91
631858,105362,Flash Flood,21-JUN-16 00:43:00,21-JUN-16 03:00:00,0,0,0,0,0.00K,0.00K,,,39.09,-85.28,39.0936,-85.2795
631859,105362,Flood,21-JUN-16 01:38:00,21-JUN-16 02:30:00,0,0,0,0,0.00K,0.00K,,,38.97,-85.15,38.9703,-85.1521
647118,106595,Thunderstorm Wind,23-JUN-16 02:20:00,23-JUN-16 02:20:00,0,0,0,0,25.00K,,61.0,,39.8182,-85.7826,39.8182,-85.7826
647121,106595,Flood,23-JUN-16 01:41:00,23-JUN-16 03:15:00,0,0,0,0,0.50K,0.00K,,,40.1299,-86.61,40.13,-86.61
631860,105362,Lightning,21-JUN-16 00:58:00,21-JUN-16 01:08:00,0,0,0,0,50.00K,0.00K,,,39.08,-85.17,39.08,-85.17
639778,106592,Thunderstorm Wind,01-JUN-16 14:55:00,01-JUN-16 14:55:00,0,0,0,0,15.00K,,56.0,,39.4529,-85.8559,39.4529,-85.8559
639779,106593,Thunderstorm Wind,14-JUN-16 14:05:00,14-JUN-16 14:05:00,0,0,0,0,5.00K,,52.0,,38.79,-86.41,38.79,-86.41
646789,106594,Thunderstorm Wind,20-JUN-16 16:56:00,20-JUN-16 16:56:00,0,0,0,0,1.00K,,52.0,,40.53,-86.87,40.53,-86.87
646790,106594,Thunderstorm Wind,20-JUN-16 17:14:00,20-JUN-16 17:14:00,0,0,0,0,7.00K,,56.0,,40.42,-86.6,40.42,-86.6
646851,106594,Thunderstorm Wind,20-JUN-16 18:00:00,20-JUN-16 18:00:00,0,0,0,0,5.00K,,61.0,,40.18,-86.68,40.18,-86.68
646858,106594,Thunderstorm Wind,20-JUN-16 18:34:00,20-JUN-16 18:34:00,0,0,0,0,1.00K,,52.0,,40.13,-85.9254,40.13,-85.9254
647148,108019,Tornado,04-JUN-16 16:20:00,04-JUN-16 16:21:00,0,0,0,0,1.00K,,,EF0,40.0856,-85.5678,40.0855,-85.5674
630734,105069,Thunderstorm Wind,14-JUN-16 14:40:00,14-JUN-16 14:40:00,0,0,0,0,0.00K,0.00K,52.0,,38.63,-86.16,38.63,-86.16
630735,105069,Thunderstorm Wind,14-JUN-16 14:48:00,14-JUN-16 14:48:00,0,0,0,0,0.00K,0.00K,52.0,,38.33,-86.72,38.33,-86.72
630736,105069,Thunderstorm Wind,15-JUN-16 11:35:00,15-JUN-16 11:35:00,0,0,0,0,0.00K,0.00K,52.0,,38.66,-86.45,38.66,-86.45
630737,105069,Thunderstorm Wind,15-JUN-16 11:46:00,15-JUN-16 11:46:00,0,0,0,0,0.00K,0.00K,52.0,,38.65,-86.26,38.65,-86.26
630740,105069,Thunderstorm Wind,15-JUN-16 16:29:00,15-JUN-16 16:29:00,0,0,0,0,0.00K,0.00K,52.0,,38.58,-86.62,38.58,-86.62
630741,105069,Thunderstorm Wind,15-JUN-16 16:30:00,15-JUN-16 16:30:00,0,0,0,0,0.00K,0.00K,52.0,,38.56,-86.62,38.56,-86.62
630742,105069,Thunderstorm Wind,15-JUN-16 17:48:00,15-JUN-16 17:48:00,0,0,0,0,0.00K,0.00K,52.0,,38.39,-86.93,38.39,-86.93
630743,105069,Thunderstorm Wind,15-JUN-16 17:42:00,15-JUN-16 17:42:00,0,0,0,0,0.00K,0.00K,52.0,,38.45,-86.87,38.45,-86.87
630745,105069,Thunderstorm Wind,15-JUN-16 16:35:00,15-JUN-16 16:35:00,0,0,0,0,0.00K,0.00K,52.0,,38.57,-86.56,38.57,-86.56
630733,105069,Thunderstorm Wind,14-JUN-16 13:15:00,14-JUN-16 13:15:00,0,0,0,0,0.00K,0.00K,52.0,,38.2353,-86.132,38.2353,-86.132
630738,105069,Thunderstorm Wind,15-JUN-16 11:46:00,15-JUN-16 11:46:00,0,0,0,0,0.00K,0.00K,52.0,,38.6563,-86.2615,38.66,-86.2615
630739,105069,Thunderstorm Wind,15-JUN-16 16:20:00,15-JUN-16 16:20:00,0,0,0,0,0.00K,0.00K,52.0,,38.5914,-86.644,38.5914,-86.644
630744,105069,Thunderstorm Wind,15-JUN-16 17:50:00,15-JUN-16 17:50:00,0,0,0,0,0.00K,0.00K,52.0,,38.423,-86.8999,38.423,-86.8999
632134,105407,Hail,23-JUN-16 14:49:00,23-JUN-16 14:49:00,0,0,0,0,0.00K,0.00K,0.75,,38.61,-86.17,38.61,-86.17
632135,105407,Hail,23-JUN-16 14:57:00,23-JUN-16 14:57:00,0,0,0,0,0.00K,0.00K,0.88,,38.51,-86.02,38.51,-86.02
632136,105407,Hail,23-JUN-16 15:38:00,23-JUN-16 15:38:00,0,0,0,0,0.00K,0.00K,0.88,,38.23,-86.13,38.23,-86.13
632137,105407,Hail,23-JUN-16 15:51:00,23-JUN-16 15:51:00,0,0,0,0,0.00K,0.00K,1.0,,38.22,-86.13,38.22,-86.13
632138,105407,Hail,23-JUN-16 16:35:00,23-JUN-16 16:35:00,0,0,0,0,0.00K,0.00K,1.0,,38.13,-85.98,38.13,-85.98
632139,105407,Thunderstorm Wind,22-JUN-16 07:25:00,22-JUN-16 07:25:00,0,0,0,0,0.00K,0.00K,50.0,,38.46,-86.05,38.46,-86.05
622336,104045,Hail,01-MAY-16 14:00:00,01-MAY-16 14:00:00,0,0,0,0,0.00K,0.00K,0.88,,38.48,-85.77,38.48,-85.77
622337,104045,Hail,01-MAY-16 14:14:00,01-MAY-16 14:14:00,0,0,0,0,0.00K,0.00K,1.0,,38.45,-85.67,38.45,-85.67
622338,104045,Hail,01-MAY-16 14:15:00,01-MAY-16 14:15:00,0,0,0,0,0.00K,0.00K,1.75,,38.45,-85.67,38.45,-85.67
622339,104045,Hail,01-MAY-16 14:16:00,01-MAY-16 14:16:00,0,0,0,0,0.00K,0.00K,1.0,,38.43,-85.64,38.43,-85.64
622340,104045,Hail,01-MAY-16 15:47:00,01-MAY-16 15:47:00,0,0,0,0,0.00K,0.00K,0.75,,38.3,-85.97,38.3,-85.97
622341,104045,Hail,01-MAY-16 16:03:00,01-MAY-16 16:03:00,0,0,0,0,0.00K,0.00K,1.0,,38.32,-85.87,38.32,-85.87
622342,104045,Thunderstorm Wind,01-MAY-16 16:47:00,01-MAY-16 16:47:00,0,0,0,0,15.00K,0.00K,60.0,,38.65,-85.5,38.65,-85.5
624075,104221,Hail,11-MAY-16 19:14:00,11-MAY-16 19:14:00,0,0,0,0,0.00K,0.00K,0.75,,38.34,-86.46,38.34,-86.46
624076,104221,Thunderstorm Wind,11-MAY-16 18:32:00,11-MAY-16 18:32:00,0,0,0,0,0.00K,0.00K,52.0,,38.25,-87.04,38.25,-87.04
624077,104221,Thunderstorm Wind,11-MAY-16 18:42:00,11-MAY-16 18:42:00,0,0,0,0,0.00K,0.00K,52.0,,38.32,-86.7,38.32,-86.7
624078,104221,Thunderstorm Wind,11-MAY-16 20:40:00,11-MAY-16 20:40:00,0,0,0,0,0.00K,0.00K,52.0,,38.72,-85.47,38.72,-85.47
624079,104221,Thunderstorm Wind,11-MAY-16 20:03:00,11-MAY-16 20:03:00,0,0,0,0,0.00K,0.00K,52.0,,38.39,-85.76,38.39,-85.76
624080,104221,Thunderstorm Wind,11-MAY-16 20:40:00,11-MAY-16 20:40:00,0,0,0,0,0.00K,0.00K,52.0,,38.72,-85.47,38.72,-85.47
624053,104201,Thunderstorm Wind,07-MAY-16 19:47:00,07-MAY-16 19:47:00,0,0,0,0,0.00K,0.00K,52.0,,38.3,-86.96,38.3,-86.96
624054,104201,Thunderstorm Wind,07-MAY-16 19:47:00,07-MAY-16 19:47:00,0,0,0,0,0.00K,0.00K,55.0,,38.21,-86.12,38.21,-86.12
624055,104201,Thunderstorm Wind,07-MAY-16 19:48:00,07-MAY-16 19:48:00,0,0,0,0,0.00K,0.00K,74.0,,38.39,-86.94,38.39,-86.94
624056,104201,Thunderstorm Wind,07-MAY-16 19:55:00,07-MAY-16 19:55:00,0,0,0,0,0.00K,0.00K,55.0,,38.31,-86.71,38.31,-86.71
624057,104201,Thunderstorm Wind,07-MAY-16 19:59:00,07-MAY-16 19:59:00,0,0,0,0,0.00K,0.00K,52.0,,38.33,-86.46,38.33,-86.46
624058,104201,Thunderstorm Wind,07-MAY-16 20:00:00,07-MAY-16 20:00:00,0,0,0,0,0.00K,0.00K,52.0,,37.95,-86.76,37.95,-86.76
624059,104201,Thunderstorm Wind,07-MAY-16 20:23:00,07-MAY-16 20:23:00,0,0,0,0,0.00K,0.00K,52.0,,38.21,-86.09,38.21,-86.09
624062,104201,Thunderstorm Wind,07-MAY-16 19:35:00,07-MAY-16 19:35:00,0,0,0,0,0.00K,0.00K,52.0,,38.37,-87.0,38.37,-87.0
624061,104201,Thunderstorm Wind,07-MAY-16 19:33:00,07-MAY-16 19:33:00,0,0,0,0,10.00K,0.00K,52.0,,38.49,-87.0,38.49,-87.0
624052,104201,Thunderstorm Wind,07-MAY-16 19:41:00,07-MAY-16 19:41:00,0,0,0,0,15.00K,0.00K,70.0,,38.23,-86.86,38.23,-86.86
624060,104201,Thunderstorm Wind,07-MAY-16 20:23:00,07-MAY-16 20:23:00,0,0,0,0,1.00K,0.00K,52.0,,38.27,-86.14,38.27,-86.14
624063,104201,Thunderstorm Wind,07-MAY-16 20:35:00,07-MAY-16 20:35:00,0,0,0,0,100.00K,0.00K,78.0,,38.3142,-86.9877,38.3142,-86.9877
638827,106397,Hail,01-MAY-16 20:45:00,01-MAY-16 20:47:00,0,0,0,0,,,1.0,,39.7399,-86.0259,39.7399,-86.0259
638855,106399,Hail,07-MAY-16 18:48:00,07-MAY-16 18:50:00,0,0,0,0,,,1.75,,38.66,-87.17,38.66,-87.17
5434285,1183670,Ice Storm,05-JAN-05 06:00:00,06-JAN-05 06:00:00,0,0,0,0,,,,,,,,
5434288,1183670,Ice Storm,05-JAN-05 06:00:00,06-JAN-05 06:00:00,0,0,0,0,,,,,,,,
5434308,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434309,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,38.32,-86.9,38.32,-86.9
5434310,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,41.6,-85.88,41.6,-85.88
5434406,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434407,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,38.22,-86.13,38.22,-86.13
5434408,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434141,1183562,Flood,05-JAN-05 06:25:00,06-JAN-05 22:10:00,0,0,0,0,,,,,38.98,-85.63,38.98,-85.63
5433495,1183568,Flood,10-JAN-05 19:00:00,13-JAN-05 13:00:00,0,0,0,0,,,,,38.98,-85.63,38.98,-85.63
5433077,1178384,Flood,16-FEB-05 10:24:00,25-FEB-05 06:30:00,0,0,0,0,,,,,40.05,-86.5,40.05,-86.5
5434424,1183676,Flood,04-JAN-05 02:00:00,31-JAN-05 14:00:00,0,0,1,0,500K,,,,,,,
5434425,1183676,Flood,04-JAN-05 02:00:00,31-JAN-05 14:00:00,0,0,0,0,500K,,,,40.22,-85.38,40.22,-85.38
5434426,1183676,Flood,04-JAN-05 02:00:00,31-JAN-05 14:00:00,0,0,0,0,500K,,,,38.33,-85.92,38.33,-85.92
5434400,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434401,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,40.52,-85.63,40.52,-85.63
5434402,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434403,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,39.03,-86.95,39.03,-86.95
5434404,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434405,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,40.07,-86.05,40.07,-86.05
5434311,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,40.17,-87.25,40.17,-87.25
5434148,1183672,Flash Flood,09-JAN-05 03:03:00,12-JAN-05 06:00:00,0,0,0,0,,,,,39.95,-87.45,39.95,-87.45
5434149,1183672,Flash Flood,12-JAN-05 03:30:00,12-JAN-05 12:00:00,0,0,0,0,,,,,40.22,-86.05,40.22,-86.05
5434150,1183672,Flash Flood,12-JAN-05 03:39:00,12-JAN-05 13:00:00,0,0,0,0,,,,,40.28,-85.68,40.28,-85.68
5434151,1183672,Flash Flood,12-JAN-05 04:30:00,12-JAN-05 06:00:00,0,0,0,0,,,,,40.07,-86.9,40.07,-86.9
5434152,1183672,Flash Flood,12-JAN-05 05:00:00,12-JAN-05 12:00:00,0,0,0,0,,,,,40.18,-85.4,40.18,-85.4
5433081,1178385,Heavy Snow,04-JAN-05 19:00:00,06-JAN-05 09:00:00,0,0,0,0,,,,,,,,
5433082,1178385,Heavy Snow,04-JAN-05 19:00:00,06-JAN-05 09:00:00,0,0,0,0,,,,,,,,
5434399,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,38.3,-87.58,38.3,-87.58
5433079,1178384,Flood,17-FEB-05 01:00:00,24-FEB-05 20:00:00,0,0,0,0,,,,,,,,
5433080,1178384,Flood,17-FEB-05 01:00:00,24-FEB-05 20:00:00,0,0,0,0,,,,,40.05,-86.5,40.05,-86.5
5433507,1183577,Flood,07-JAN-05 09:40:00,19-JAN-05 08:30:00,0,0,0,0,,,,,,,,
5433503,1183573,Flood,07-JAN-05 22:30:00,21-JAN-05 05:00:00,0,0,0,0,,,,,41.43,-87.38,41.43,-87.38
5434411,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,39.93,-85.37,39.93,-85.37
5434412,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,40.47,-86.12,40.47,-86.12
5433181,1178385,Winter Storm,04-JAN-05 19:00:00,06-JAN-05 03:00:00,0,0,0,0,,,,,,,,
5433076,1178384,Flood,16-FEB-05 10:24:00,25-FEB-05 06:30:00,0,0,0,0,,,,,,,,
5433504,1183574,Flood,07-JAN-05 00:00:00,23-JAN-05 06:00:00,0,0,0,0,,,,,41.43,-87.38,41.43,-87.38
5433508,1183578,Flood,08-JAN-05 11:15:00,18-JAN-05 03:30:00,0,0,0,0,,,,,,,,
5433509,1183579,Flood,05-JAN-05 10:37:00,06-JAN-05 08:21:00,0,0,0,0,,,,,38.67,-87.35,38.67,-87.35
5433510,1183580,Flood,05-JAN-05 10:34:00,07-JAN-05 08:00:00,0,0,0,0,75K,,,,,,,
5434298,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,39.4,-87.07,39.4,-87.07
5434299,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434300,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,39.28,-85.48,39.28,-85.48
5433078,1178384,Flood,16-FEB-05 15:15:00,25-FEB-05 23:59:00,0,0,0,0,,,,,,,,
5434287,1183670,Ice Storm,05-JAN-05 06:00:00,06-JAN-05 06:00:00,0,0,0,0,,,,,,,,
5434295,1183670,Ice Storm,05-JAN-05 06:00:00,06-JAN-05 06:00:00,0,0,0,0,,,,,,,,
5434296,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434297,1183671,Flood,03-JAN-05 12:00:00,07-JAN-05 12:00:00,0,0,0,0,,,,,39.13,-84.93,39.13,-84.93
5434409,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,39.73,-86.52,39.73,-86.52
5434410,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5433075,1178384,Flood,16-FEB-05 15:15:00,25-FEB-05 23:59:00,0,0,0,0,,,,,40.73,-84.92,40.73,-84.92
5434417,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434418,1183672,Flash Flood,09-JAN-05 18:49:00,11-JAN-05 00:00:00,0,0,0,0,,,,,38.87,-87.22,38.87,-87.22
5434419,1183673,Flash Flood,15-JAN-05 18:30:00,15-JAN-05 22:00:00,0,0,0,0,,,,,39.47,-87.4,39.47,-87.4
5434420,1183674,Flash Flood,17-JAN-05 04:49:00,17-JAN-05 11:00:00,0,0,0,0,,,,,39.1,-87.67,39.1,-87.67
5434421,1183675,Flash Flood,18-JAN-05 06:28:00,18-JAN-05 11:00:00,0,0,0,0,,,,,39.37,-87.48,39.37,-87.48
5434422,1183676,Flood,03-JAN-05 00:00:00,31-JAN-05 23:59:00,0,0,0,0,500K,,,,39.4,-87.07,39.4,-87.07
5434423,1183676,Flood,03-JAN-05 12:30:00,31-JAN-05 23:59:00,0,0,0,0,600K,,,,39.13,-84.93,39.13,-84.93
5434142,1183563,Flood,03-JAN-05 23:30:00,04-JAN-05 01:22:00,0,0,0,0,,,,,38.8,-85.47,38.8,-85.47
5434292,1183670,Ice Storm,05-JAN-05 06:00:00,06-JAN-05 06:00:00,0,0,0,0,,,,,,,,
5434293,1183670,Ice Storm,05-JAN-05 06:00:00,06-JAN-05 06:00:00,0,0,0,0,,,,,,,,
5434294,1183670,Ice Storm,05-JAN-05 06:00:00,06-JAN-05 06:00:00,0,0,0,0,300K,,,,,,,
5434413,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434414,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,40.85,-85.45,40.85,-85.45
5434415,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,,,,
5434416,1183671,Flood,04-JAN-05 12:00:00,08-JAN-05 12:00:00,0,0,0,0,,,,,38.9,-86.05,38.9,-86.05
5434155,1183672,Flash Flood,12-JAN-05 05:30:00,12-JAN-05 12:00:00,0,0,0,0,,,,,40.55,-86.22,40.55,-86.22
