,DAY,DRUNK_DR,FATALS,HOUR,LATITUDE,LONGITUD,MINUTE,MONTH,STATE,YEAR
14660,12.0,0.0,1.0,4.0,41.61203889,-86.77096111,32.0,11.0,18.0,2005.0
14661,17.0,0.0,1.0,9.0,41.72249167,-86.26004444,20.0,11.0,18.0,2005.0
14662,20.0,0.0,1.0,24.0,41.345575,-85.65327778,0.0,11.0,18.0,2005.0
14663,21.0,1.0,1.0,12.0,41.59394444,-87.2729,57.0,7.0,18.0,2005.0
14664,25.0,0.0,1.0,16.0,39.36769444,-85.77028333,55.0,10.0,18.0,2005.0
14665,27.0,0.0,1.0,13.0,41.66694722,-85.88745278,7.0,10.0,18.0,2005.0
14666,7.0,0.0,2.0,21.0,41.57475556,-87.05719444,20.0,11.0,18.0,2005.0
14667,14.0,0.0,1.0,16.0,0.0,0.0,44.0,11.0,18.0,2005.0
14668,29.0,0.0,1.0,6.0,39.30131667,-85.96586667,20.0,11.0,18.0,2005.0
14669,6.0,1.0,1.0,19.0,40.13515,-85.68766111,45.0,8.0,18.0,2005.0
14670,15.0,1.0,2.0,20.0,41.67208056,-86.46237222,2.0,10.0,18.0,2005.0
14671,21.0,1.0,1.0,18.0,41.57523056,-86.2345,29.0,10.0,18.0,2005.0
14672,23.0,1.0,1.0,1.0,41.74256667,-86.18808333,35.0,10.0,18.0,2005.0
14673,30.0,1.0,2.0,15.0,41.75156111,-86.36445556,14.0,10.0,18.0,2005.0
14674,8.0,0.0,1.0,11.0,40.87376667,-85.13800556,25.0,11.0,18.0,2005.0
14675,11.0,0.0,1.0,4.0,41.01525278,-85.76875,11.0,11.0,18.0,2005.0
14676,23.0,0.0,1.0,7.0,40.96772222,-86.25161667,22.0,11.0,18.0,2005.0
14677,30.0,0.0,1.0,16.0,39.42188611,-86.33595,0.0,11.0,18.0,2005.0
14678,14.0,0.0,1.0,3.0,40.683425,-85.37291111,40.0,9.0,18.0,2005.0
14679,27.0,0.0,1.0,7.0,40.01950833,-85.64344722,21.0,9.0,18.0,2005.0
14680,17.0,0.0,1.0,12.0,41.59666667,-87.26639444,0.0,10.0,18.0,2005.0
14681,1.0,0.0,1.0,14.0,40.20292778,-84.80917778,58.0,11.0,18.0,2005.0
14682,19.0,0.0,1.0,18.0,0.0,0.0,24.0,11.0,18.0,2005.0
14683,3.0,0.0,2.0,18.0,39.51500278,-87.1507,10.0,12.0,18.0,2005.0
14684,5.0,0.0,1.0,6.0,40.02597222,-86.37537778,5.0,12.0,18.0,2005.0
14685,5.0,1.0,1.0,23.0,40.07605,-85.27448333,58.0,12.0,18.0,2005.0
14686,23.0,0.0,2.0,23.0,38.12688889,-86.00463056,14.0,11.0,18.0,2005.0
14687,11.0,1.0,1.0,16.0,41.033575,-85.03110556,32.0,11.0,18.0,2005.0
14688,23.0,0.0,1.0,7.0,40.66483333,-87.035225,31.0,11.0,18.0,2005.0
14689,30.0,0.0,1.0,10.0,39.96687222,-86.84856111,11.0,11.0,18.0,2005.0
14690,16.0,1.0,1.0,16.0,39.81334167,-86.13119722,37.0,10.0,18.0,2005.0
14691,20.0,2.0,1.0,20.0,41.50586389,-86.81671111,53.0,11.0,18.0,2005.0
14692,15.0,0.0,1.0,12.0,41.121775,-85.01827778,12.0,9.0,18.0,2005.0
14693,14.0,0.0,1.0,23.0,41.14874722,-87.266075,40.0,11.0,18.0,2005.0
14694,6.0,0.0,2.0,20.0,40.14195833,-87.49053889,2.0,12.0,18.0,2005.0
14695,10.0,0.0,1.0,14.0,39.05284722,-84.89783611,35.0,12.0,18.0,2005.0
14696,10.0,0.0,1.0,21.0,41.69775278,-86.80928611,19.0,12.0,18.0,2005.0
14697,25.0,1.0,1.0,21.0,39.50685278,-86.07004722,19.0,11.0,18.0,2005.0
14698,9.0,0.0,1.0,13.0,41.07765278,-85.52903333,35.0,12.0,18.0,2005.0
14699,10.0,0.0,2.0,17.0,38.63881944,-87.14467222,34.0,12.0,18.0,2005.0
14700,8.0,0.0,1.0,1.0,41.26984722,-85.88268611,22.0,8.0,18.0,2005.0
14701,9.0,0.0,1.0,4.0,41.65950278,-85.90362222,27.0,11.0,18.0,2005.0
14702,26.0,1.0,1.0,0.0,40.31381389,-85.67176389,21.0,11.0,18.0,2005.0
14703,1.0,0.0,1.0,8.0,41.62485,-87.04083333,0.0,12.0,18.0,2005.0
14704,26.0,1.0,1.0,14.0,0.0,0.0,20.0,11.0,18.0,2005.0
14705,11.0,0.0,1.0,6.0,39.79930278,-86.03439167,45.0,12.0,18.0,2005.0
14706,26.0,0.0,1.0,14.0,0.0,0.0,17.0,11.0,18.0,2005.0
14707,9.0,0.0,1.0,17.0,41.44808333,-86.40608611,40.0,12.0,18.0,2005.0
14708,11.0,1.0,1.0,19.0,41.10301667,-85.09945833,40.0,10.0,18.0,2005.0
14709,2.0,1.0,1.0,1.0,41.62873611,-86.60208889,5.0,12.0,18.0,2005.0
14710,13.0,0.0,1.0,14.0,39.44001389,-86.42813889,48.0,6.0,18.0,2005.0
14711,11.0,0.0,1.0,18.0,41.56553333,-87.27858333,38.0,8.0,18.0,2005.0
14712,22.0,0.0,1.0,8.0,41.05004444,-85.11067778,18.0,10.0,18.0,2005.0
14713,14.0,1.0,1.0,18.0,40.06418056,-85.71489444,37.0,11.0,18.0,2005.0
14714,23.0,0.0,1.0,12.0,38.92235,-84.89763333,0.0,11.0,18.0,2005.0
14715,27.0,1.0,1.0,6.0,38.33816667,-85.94648333,30.0,11.0,18.0,2005.0
14716,29.0,0.0,1.0,10.0,41.0366,-85.25265278,55.0,11.0,18.0,2005.0
14717,11.0,0.0,1.0,21.0,39.77382778,-86.22803056,4.0,12.0,18.0,2005.0
14718,12.0,0.0,1.0,4.0,41.73090833,-85.97428889,45.0,12.0,18.0,2005.0
14719,13.0,0.0,1.0,9.0,41.45327778,-85.42336389,38.0,12.0,18.0,2005.0
14720,14.0,0.0,1.0,18.0,39.95573056,-86.06020556,30.0,12.0,18.0,2005.0
14721,14.0,0.0,1.0,11.0,40.93605556,-87.21990556,57.0,12.0,18.0,2005.0
14722,14.0,0.0,1.0,10.0,0.0,0.0,14.0,12.0,18.0,2005.0
14723,15.0,0.0,1.0,18.0,41.05931667,-85.797575,0.0,12.0,18.0,2005.0
14724,16.0,0.0,1.0,9.0,40.26542222,-86.65925,55.0,12.0,18.0,2005.0
14725,17.0,1.0,1.0,20.0,39.54621667,-86.24124722,35.0,12.0,18.0,2005.0
14726,17.0,0.0,2.0,20.0,39.61366667,-86.21399444,17.0,12.0,18.0,2005.0
14727,22.0,0.0,1.0,15.0,38.65515,-87.101125,59.0,12.0,18.0,2005.0
14728,29.0,0.0,1.0,15.0,41.15680278,-86.60240833,0.0,12.0,18.0,2005.0
14729,30.0,2.0,1.0,4.0,40.52272222,-86.16488889,3.0,12.0,18.0,2005.0
14730,25.0,0.0,1.0,19.0,41.47373056,-87.06591389,7.0,11.0,18.0,2005.0
14731,9.0,0.0,1.0,22.0,41.47113333,-87.33574722,38.0,12.0,18.0,2005.0
14732,15.0,0.0,1.0,12.0,41.32416944,-86.524275,9.0,12.0,18.0,2005.0
14733,25.0,0.0,1.0,16.0,41.07414444,-85.27486111,30.0,12.0,18.0,2005.0
14734,31.0,0.0,1.0,3.0,0.0,0.0,35.0,12.0,18.0,2005.0
14735,23.0,0.0,1.0,14.0,0.0,0.0,32.0,12.0,18.0,2005.0
14736,24.0,1.0,1.0,22.0,39.56265278,-85.79543611,40.0,11.0,18.0,2005.0
14737,8.0,1.0,1.0,4.0,41.32142778,-86.77666944,24.0,12.0,18.0,2005.0
14738,23.0,0.0,1.0,5.0,40.80333611,-84.93714444,59.0,12.0,18.0,2005.0
14739,25.0,0.0,2.0,17.0,39.54056389,-85.70346389,44.0,12.0,18.0,2005.0
14740,29.0,0.0,2.0,16.0,0.0,0.0,40.0,11.0,18.0,2005.0
14741,16.0,0.0,1.0,17.0,40.759,-86.68741667,24.0,12.0,18.0,2005.0
14742,29.0,0.0,1.0,14.0,39.90835278,-86.72840278,50.0,12.0,18.0,2005.0
14743,8.0,0.0,1.0,15.0,41.52274167,-85.77811389,37.0,12.0,18.0,2005.0
14744,24.0,0.0,1.0,20.0,38.15806667,-87.29116944,56.0,12.0,18.0,2005.0
14745,18.0,0.0,1.0,14.0,0.0,0.0,41.0,11.0,18.0,2005.0
14746,17.0,1.0,1.0,21.0,0.0,0.0,30.0,12.0,18.0,2005.0
14747,19.0,0.0,1.0,11.0,41.15686944,-86.23987222,42.0,12.0,18.0,2005.0
14748,12.0,0.0,1.0,12.0,41.60351667,-87.43248333,20.0,12.0,18.0,2005.0
14749,20.0,1.0,1.0,20.0,37.92998611,-88.00050278,40.0,12.0,18.0,2005.0
14750,16.0,1.0,1.0,3.0,39.35140278,-85.44255833,0.0,10.0,18.0,2005.0
14751,3.0,0.0,1.0,19.0,39.68027222,-85.97081944,36.0,12.0,18.0,2005.0
14752,17.0,1.0,1.0,2.0,39.89064444,-86.03305278,41.0,12.0,18.0,2005.0
14753,18.0,0.0,1.0,11.0,39.85858333,-86.17412222,0.0,12.0,18.0,2005.0
14754,25.0,0.0,1.0,1.0,40.81236944,-87.15925833,14.0,12.0,18.0,2005.0
14755,28.0,0.0,1.0,15.0,39.91902778,-85.06872222,50.0,12.0,18.0,2005.0
14756,19.0,0.0,1.0,0.0,40.72644167,-86.75613889,15.0,11.0,18.0,2005.0
14757,21.0,2.0,1.0,18.0,37.92848056,-87.92131111,0.0,11.0,18.0,2005.0
14758,2.0,1.0,1.0,4.0,40.09111111,-85.69800278,43.0,7.0,18.0,2005.0
14759,3.0,0.0,1.0,12.0,40.41692222,-86.59481944,0.0,12.0,18.0,2005.0
14760,12.0,0.0,1.0,9.0,39.77064722,-86.07361944,20.0,12.0,18.0,2005.0
14761,19.0,0.0,1.0,7.0,0.0,0.0,37.0,12.0,18.0,2005.0
14762,7.0,0.0,1.0,0.0,39.48023056,-87.40713056,21.0,12.0,18.0,2005.0
14763,19.0,0.0,1.0,12.0,39.46748889,-85.47868056,15.0,12.0,18.0,2005.0
14764,7.0,0.0,1.0,21.0,41.53893611,-85.578125,45.0,10.0,18.0,2005.0
10225,1.0,0.0,1.0,17.0,40.49770278,-84.94994722,15.0,1.0,18.0,2013.0
10226,6.0,0.0,1.0,10.0,38.03868333,-87.671675,56.0,1.0,18.0,2013.0
10227,2.0,0.0,1.0,7.0,40.03628056,-85.72643611,55.0,1.0,18.0,2013.0
10228,7.0,1.0,1.0,15.0,39.51990278,-86.39693056,55.0,1.0,18.0,2013.0
10229,4.0,0.0,1.0,13.0,37.95117778,-87.54231944,6.0,1.0,18.0,2013.0
10230,9.0,0.0,1.0,16.0,38.652425,-85.623675,3.0,1.0,18.0,2013.0
10231,10.0,1.0,1.0,1.0,37.939425,-87.50931944,20.0,1.0,18.0,2013.0
10232,9.0,0.0,1.0,12.0,40.57625556,-86.27979722,57.0,1.0,18.0,2013.0
10233,9.0,0.0,1.0,22.0,41.60387222,-87.33750278,5.0,1.0,18.0,2013.0
10234,11.0,0.0,2.0,8.0,41.27022778,-84.93924722,18.0,1.0,18.0,2013.0
10235,11.0,0.0,1.0,14.0,40.74699167,-86.80601389,0.0,1.0,18.0,2013.0
10236,13.0,1.0,1.0,3.0,38.64799722,-85.71629722,28.0,1.0,18.0,2013.0
10237,14.0,0.0,1.0,15.0,40.65606111,-86.86966944,10.0,1.0,18.0,2013.0
10238,14.0,0.0,1.0,11.0,39.38020833,-86.75475,40.0,1.0,18.0,2013.0
10239,3.0,1.0,1.0,6.0,39.79865278,-86.04640556,9.0,1.0,18.0,2013.0
10240,9.0,0.0,2.0,9.0,38.55780556,-86.25454444,21.0,1.0,18.0,2013.0
10241,8.0,0.0,2.0,10.0,41.060825,-84.9808,48.0,1.0,18.0,2013.0
10242,17.0,0.0,1.0,7.0,41.11216111,-85.10826111,54.0,1.0,18.0,2013.0
10243,16.0,0.0,1.0,22.0,38.3361,-85.81789167,9.0,1.0,18.0,2013.0
10244,18.0,1.0,1.0,23.0,41.62516111,-86.89413889,15.0,1.0,18.0,2013.0
10245,19.0,0.0,1.0,14.0,41.08946944,-85.64499722,44.0,1.0,18.0,2013.0
10246,21.0,0.0,1.0,16.0,40.51065833,-86.45944722,22.0,1.0,18.0,2013.0
10247,20.0,0.0,1.0,19.0,39.42217222,-86.47406667,30.0,1.0,18.0,2013.0
10248,20.0,1.0,1.0,22.0,38.90825833,-87.43009444,3.0,1.0,18.0,2013.0
10249,19.0,0.0,1.0,7.0,40.09014444,-86.94748889,48.0,1.0,18.0,2013.0
10250,10.0,1.0,1.0,0.0,39.51296944,-87.10740278,59.0,1.0,18.0,2013.0
10251,13.0,0.0,1.0,18.0,39.72239167,-86.15776389,30.0,1.0,18.0,2013.0
10252,24.0,0.0,1.0,8.0,40.35416389,-87.03743611,1.0,1.0,18.0,2013.0
10253,26.0,0.0,1.0,17.0,39.81165833,-85.21658056,7.0,1.0,18.0,2013.0
10254,26.0,0.0,1.0,21.0,39.78889167,-86.07378889,30.0,1.0,18.0,2013.0
10255,9.0,0.0,1.0,10.0,41.08043056,-85.13832778,20.0,1.0,18.0,2013.0
10256,27.0,1.0,1.0,3.0,39.76698056,-86.15432222,40.0,1.0,18.0,2013.0
10257,30.0,0.0,3.0,10.0,41.54621667,-87.34244444,15.0,1.0,18.0,2013.0
10258,26.0,1.0,1.0,22.0,39.490225,-87.31413889,31.0,1.0,18.0,2013.0
10259,29.0,1.0,1.0,9.0,38.31071944,-87.13396111,30.0,1.0,18.0,2013.0
10260,29.0,0.0,1.0,12.0,40.38754167,-86.83569444,15.0,1.0,18.0,2013.0
10261,1.0,1.0,1.0,23.0,41.72313611,-86.234625,46.0,2.0,18.0,2013.0
10262,1.0,0.0,1.0,13.0,40.55845,-85.55088056,27.0,2.0,18.0,2013.0
10263,1.0,0.0,1.0,0.0,40.22393611,-85.93823889,15.0,2.0,18.0,2013.0
10264,28.0,0.0,1.0,10.0,38.75274444,-85.44983611,0.0,1.0,18.0,2013.0
10265,4.0,1.0,3.0,1.0,41.26925833,-87.41175556,0.0,2.0,18.0,2013.0
10266,2.0,0.0,1.0,13.0,41.33190833,-86.37099722,3.0,2.0,18.0,2013.0
10267,26.0,0.0,1.0,1.0,37.95224722,-87.97930278,30.0,1.0,18.0,2013.0
10268,29.0,0.0,1.0,18.0,39.21025278,-85.46403056,45.0,1.0,18.0,2013.0
10269,29.0,0.0,1.0,13.0,38.99456111,-85.834825,30.0,1.0,18.0,2013.0
10270,7.0,0.0,1.0,15.0,38.58727778,-86.45387222,19.0,2.0,18.0,2013.0
10271,1.0,0.0,1.0,19.0,38.98046111,-85.69536667,2.0,2.0,18.0,2013.0
10272,2.0,0.0,1.0,10.0,41.56991389,-87.29548889,50.0,2.0,18.0,2013.0
10273,5.0,0.0,1.0,16.0,41.68057778,-86.93915833,29.0,2.0,18.0,2013.0
10274,5.0,1.0,1.0,8.0,40.24919444,-85.84110556,59.0,2.0,18.0,2013.0
10275,9.0,0.0,1.0,18.0,41.64116944,-85.44957222,9.0,2.0,18.0,2013.0
10276,8.0,0.0,1.0,15.0,40.27380833,-85.32107222,19.0,2.0,18.0,2013.0
10277,9.0,0.0,1.0,12.0,40.147575,-85.36740556,50.0,2.0,18.0,2013.0
10278,7.0,0.0,1.0,21.0,40.61431944,-86.63523889,19.0,2.0,18.0,2013.0
10279,11.0,0.0,1.0,7.0,40.08076667,-85.57839444,35.0,2.0,18.0,2013.0
10280,12.0,0.0,1.0,0.0,39.56261667,-85.79255278,37.0,2.0,18.0,2013.0
10281,31.0,0.0,1.0,14.0,39.66127778,-86.38656667,6.0,1.0,18.0,2013.0
10282,11.0,1.0,1.0,2.0,40.22190278,-85.52397778,52.0,2.0,18.0,2013.0
10283,12.0,0.0,1.0,11.0,40.58450556,-86.67828889,29.0,2.0,18.0,2013.0
10284,10.0,0.0,2.0,15.0,39.85961944,-84.98091944,5.0,2.0,18.0,2013.0
10285,16.0,1.0,1.0,19.0,41.64576111,-86.230275,55.0,2.0,18.0,2013.0
10286,16.0,1.0,2.0,3.0,39.77812778,-86.16308056,36.0,2.0,18.0,2013.0
10287,13.0,0.0,1.0,7.0,39.60511389,-86.21924722,45.0,2.0,18.0,2013.0
10288,2.0,0.0,1.0,8.0,40.98309722,-86.89129167,55.0,2.0,18.0,2013.0
10289,21.0,0.0,1.0,6.0,40.57117222,-84.88126667,9.0,2.0,18.0,2013.0
10290,23.0,1.0,1.0,3.0,41.636575,-86.21674167,50.0,2.0,18.0,2013.0
10291,24.0,1.0,1.0,3.0,41.58336111,-85.85900833,36.0,2.0,18.0,2013.0
10292,16.0,0.0,1.0,6.0,39.31500833,-85.55520556,52.0,2.0,18.0,2013.0
10293,25.0,0.0,1.0,12.0,39.04263611,-87.54976389,58.0,2.0,18.0,2013.0
10294,20.0,0.0,1.0,1.0,38.688175,-85.80134722,13.0,2.0,18.0,2013.0
10295,22.0,0.0,1.0,8.0,41.41571111,-86.30049444,36.0,2.0,18.0,2013.0
10296,24.0,2.0,1.0,3.0,41.10508333,-85.20413889,30.0,2.0,18.0,2013.0
10297,26.0,0.0,1.0,22.0,41.66686111,-86.03406111,5.0,2.0,18.0,2013.0
10298,13.0,0.0,1.0,7.0,39.59875,-84.86638611,9.0,2.0,18.0,2013.0
10299,16.0,1.0,1.0,18.0,41.09489444,-87.26506389,15.0,2.0,18.0,2013.0
10300,17.0,1.0,1.0,3.0,41.47073333,-87.10361389,10.0,2.0,18.0,2013.0
10301,19.0,0.0,1.0,18.0,38.0825,-86.04051944,23.0,2.0,18.0,2013.0
10302,28.0,0.0,1.0,19.0,40.38488333,-86.92360556,39.0,2.0,18.0,2013.0
10303,28.0,0.0,1.0,8.0,39.65279722,-85.05364167,1.0,2.0,18.0,2013.0
10304,2.0,1.0,1.0,4.0,41.18758333,-87.159675,47.0,3.0,18.0,2013.0
10305,2.0,0.0,1.0,22.0,39.71725278,-87.31839167,55.0,3.0,18.0,2013.0
10306,2.0,0.0,1.0,15.0,41.1667,-85.261475,5.0,3.0,18.0,2013.0
10307,24.0,0.0,1.0,0.0,39.84063889,-86.00455833,55.0,2.0,18.0,2013.0
10308,19.0,0.0,1.0,23.0,39.01261389,-85.63729722,17.0,2.0,18.0,2013.0
10309,21.0,1.0,1.0,19.0,38.51472778,-86.37524167,20.0,2.0,18.0,2013.0
10310,2.0,1.0,1.0,20.0,38.45067222,-86.34930556,47.0,3.0,18.0,2013.0
10311,2.0,0.0,1.0,3.0,39.80131111,-85.99757222,31.0,3.0,18.0,2013.0
10312,6.0,0.0,2.0,9.0,40.67708611,-86.12791944,52.0,3.0,18.0,2013.0
10313,22.0,0.0,1.0,14.0,40.61863889,-86.99015833,17.0,2.0,18.0,2013.0
10314,1.0,0.0,1.0,6.0,40.60591667,-86.41373611,35.0,3.0,18.0,2013.0
10315,5.0,0.0,1.0,15.0,38.76359167,-86.91365833,33.0,3.0,18.0,2013.0
10316,5.0,0.0,1.0,7.0,38.40126667,-86.08845556,40.0,3.0,18.0,2013.0
10317,8.0,1.0,1.0,2.0,41.57129722,-87.26030278,1.0,3.0,18.0,2013.0
10318,9.0,0.0,1.0,18.0,41.359575,-85.45412222,10.0,3.0,18.0,2013.0
10319,7.0,0.0,1.0,20.0,38.90486667,-87.18695833,29.0,3.0,18.0,2013.0
10320,10.0,0.0,3.0,16.0,40.11624722,-85.49976667,8.0,3.0,18.0,2013.0
10321,8.0,1.0,1.0,1.0,38.03650556,-87.31936944,55.0,3.0,18.0,2013.0
10322,12.0,0.0,1.0,11.0,37.90151944,-87.10481389,54.0,3.0,18.0,2013.0
10323,11.0,0.0,1.0,13.0,39.91236944,-84.83158611,12.0,3.0,18.0,2013.0
10324,12.0,1.0,1.0,21.0,39.06614444,-84.91905833,0.0,3.0,18.0,2013.0
10325,4.0,1.0,1.0,22.0,39.40788889,-85.95338333,30.0,3.0,18.0,2013.0
10326,13.0,0.0,1.0,23.0,40.42335556,-85.58343889,11.0,1.0,18.0,2013.0
10327,17.0,1.0,1.0,0.0,39.95658889,-86.06651667,45.0,3.0,18.0,2013.0
10328,17.0,0.0,2.0,19.0,41.45307222,-85.42695,58.0,3.0,18.0,2013.0
10329,14.0,0.0,1.0,20.0,39.45074722,-87.109325,30.0,3.0,18.0,2013.0
10330,9.0,0.0,1.0,16.0,38.07800278,-86.99186389,2.0,3.0,18.0,2013.0
10331,19.0,0.0,1.0,16.0,39.13223333,-86.80705556,23.0,3.0,18.0,2013.0
10332,16.0,1.0,1.0,19.0,38.08898333,-87.47535833,10.0,3.0,18.0,2013.0
10333,20.0,1.0,1.0,15.0,41.13307778,-85.22958333,35.0,3.0,18.0,2013.0
10334,17.0,1.0,1.0,5.0,41.42100556,-87.441975,12.0,3.0,18.0,2013.0
10335,18.0,0.0,1.0,15.0,41.28926389,-87.25558611,19.0,3.0,18.0,2013.0
10336,13.0,1.0,2.0,3.0,39.89813889,-86.55145278,6.0,3.0,18.0,2013.0
10337,21.0,0.0,1.0,8.0,39.6923,-86.21409444,20.0,3.0,18.0,2013.0
10338,21.0,0.0,1.0,12.0,39.40446389,-87.40623333,15.0,3.0,18.0,2013.0
10339,22.0,0.0,1.0,6.0,40.46156944,-86.16884444,35.0,3.0,18.0,2013.0
10340,23.0,1.0,1.0,0.0,41.08627222,-87.27231389,54.0,3.0,18.0,2013.0
10341,23.0,0.0,1.0,3.0,39.23254722,-87.04523333,21.0,3.0,18.0,2013.0
10342,20.0,0.0,1.0,3.0,38.34520278,-87.59811111,51.0,3.0,18.0,2013.0
10343,21.0,0.0,1.0,11.0,39.65037222,-86.10472778,51.0,3.0,18.0,2013.0
10344,17.0,0.0,1.0,12.0,40.19324722,-85.20389167,36.0,1.0,18.0,2013.0
10345,22.0,0.0,1.0,19.0,39.60581111,-86.15878889,2.0,1.0,18.0,2013.0
10346,7.0,0.0,1.0,19.0,41.62846389,-86.27252778,58.0,3.0,18.0,2013.0
10347,5.0,0.0,1.0,17.0,39.53270278,-86.80576667,10.0,3.0,18.0,2013.0
10348,23.0,0.0,1.0,7.0,39.14827778,-86.57295,47.0,3.0,18.0,2013.0
10349,24.0,1.0,3.0,3.0,39.81106111,-86.03605278,15.0,3.0,18.0,2013.0
10350,25.0,0.0,1.0,19.0,39.60070833,-86.27294167,37.0,3.0,18.0,2013.0
10351,7.0,0.0,3.0,9.0,39.12548333,-85.41323611,46.0,3.0,18.0,2013.0
10352,27.0,0.0,1.0,17.0,40.51966944,-86.14722222,7.0,3.0,18.0,2013.0
10353,16.0,1.0,1.0,21.0,41.72901667,-85.37901667,40.0,3.0,18.0,2013.0
10354,24.0,0.0,2.0,18.0,40.54949722,-86.92630556,25.0,3.0,18.0,2013.0
10355,28.0,0.0,1.0,13.0,41.65050278,-86.81135833,1.0,3.0,18.0,2013.0
10356,31.0,1.0,1.0,3.0,41.62378333,-86.53136944,36.0,3.0,18.0,2013.0
10357,30.0,0.0,1.0,17.0,39.38518611,-87.39561389,14.0,3.0,18.0,2013.0
10358,1.0,0.0,1.0,16.0,41.67043333,-86.25020556,57.0,4.0,18.0,2013.0
10359,31.0,0.0,1.0,19.0,39.52898889,-86.28725833,22.0,3.0,18.0,2013.0
10360,4.0,0.0,1.0,22.0,40.359475,-86.99754444,9.0,4.0,18.0,2013.0
10361,5.0,0.0,1.0,6.0,40.91304167,-85.94401111,55.0,4.0,18.0,2013.0
10362,5.0,0.0,1.0,12.0,38.88286667,-85.59349722,0.0,4.0,18.0,2013.0
10363,27.0,0.0,1.0,1.0,40.25714167,-86.51985,45.0,3.0,18.0,2013.0
10364,6.0,0.0,1.0,12.0,39.82723611,-84.89155,20.0,4.0,18.0,2013.0
10365,22.0,0.0,1.0,23.0,39.833275,-86.01011111,34.0,2.0,18.0,2013.0
10366,6.0,0.0,2.0,11.0,41.38991944,-86.601325,36.0,4.0,18.0,2013.0
10367,29.0,1.0,1.0,23.0,39.86425833,-86.17818889,1.0,1.0,18.0,2013.0
10368,6.0,1.0,1.0,20.0,40.03291667,-86.09416111,19.0,4.0,18.0,2013.0
10369,8.0,0.0,1.0,21.0,39.82587222,-86.012175,7.0,4.0,18.0,2013.0
10370,7.0,0.0,1.0,11.0,39.26686667,-86.24924722,45.0,4.0,18.0,2013.0
10371,8.0,0.0,1.0,14.0,38.13288056,-86.564575,42.0,4.0,18.0,2013.0
10372,8.0,0.0,1.0,10.0,41.46043056,-86.191675,43.0,4.0,18.0,2013.0
10373,31.0,0.0,1.0,15.0,41.23554722,-85.07716111,42.0,3.0,18.0,2013.0
10374,5.0,0.0,1.0,10.0,41.07923056,-85.11444722,16.0,4.0,18.0,2013.0
10375,11.0,0.0,1.0,15.0,39.34686389,-87.40186944,4.0,4.0,18.0,2013.0
10376,16.0,1.0,1.0,19.0,38.56172222,-86.93206389,35.0,3.0,18.0,2013.0
10377,10.0,0.0,3.0,16.0,38.84743889,-86.49464444,21.0,4.0,18.0,2013.0
10378,26.0,0.0,1.0,5.0,39.85331111,-85.41378056,25.0,3.0,18.0,2013.0
10379,12.0,0.0,1.0,14.0,38.67463056,-85.78526111,0.0,4.0,18.0,2013.0
10380,5.0,0.0,1.0,14.0,40.53282222,-85.55005556,25.0,4.0,18.0,2013.0
10381,8.0,0.0,1.0,13.0,38.52421667,-86.02241389,19.0,4.0,18.0,2013.0
10382,10.0,1.0,1.0,2.0,41.62921944,-87.45983889,56.0,4.0,18.0,2013.0
10383,14.0,0.0,1.0,22.0,41.35671944,-85.85443056,54.0,4.0,18.0,2013.0
10384,14.0,1.0,1.0,23.0,39.18731944,-87.4438,3.0,4.0,18.0,2013.0
10385,6.0,0.0,2.0,6.0,39.58276389,-87.08815833,8.0,4.0,18.0,2013.0
10386,8.0,0.0,1.0,9.0,39.8201,-86.08466389,48.0,4.0,18.0,2013.0
10387,14.0,1.0,1.0,23.0,39.67291667,-86.29714722,13.0,4.0,18.0,2013.0
10388,11.0,0.0,1.0,23.0,38.00427222,-87.47384722,35.0,4.0,18.0,2013.0
10389,14.0,1.0,1.0,2.0,41.07914167,-85.13277222,28.0,4.0,18.0,2013.0
10390,15.0,0.0,1.0,8.0,41.45238333,-85.30823889,3.0,4.0,18.0,2013.0
10391,12.0,0.0,1.0,5.0,39.77043889,-86.07523056,50.0,4.0,18.0,2013.0
10392,15.0,0.0,1.0,10.0,39.10784167,-84.87943056,15.0,4.0,18.0,2013.0
10393,15.0,0.0,1.0,15.0,38.31127778,-86.09531111,46.0,4.0,18.0,2013.0
10394,4.0,0.0,1.0,6.0,38.146975,-87.56538611,28.0,3.0,18.0,2013.0
10395,14.0,1.0,1.0,21.0,38.03670278,-87.58910833,27.0,4.0,18.0,2013.0
10396,17.0,0.0,1.0,17.0,41.40353333,-86.31398333,57.0,4.0,18.0,2013.0
10397,19.0,0.0,1.0,19.0,40.17464722,-86.00051667,52.0,4.0,18.0,2013.0
10398,20.0,0.0,1.0,1.0,40.17618889,-86.00059167,11.0,4.0,18.0,2013.0
10399,21.0,0.0,1.0,16.0,41.37110556,-87.24849444,45.0,4.0,18.0,2013.0
10400,21.0,1.0,1.0,2.0,38.54007778,-86.57916111,53.0,4.0,18.0,2013.0
10401,14.0,0.0,1.0,15.0,38.29794444,-87.03539167,6.0,4.0,18.0,2013.0
10402,22.0,0.0,1.0,19.0,41.38086389,-85.59685278,59.0,4.0,18.0,2013.0
10403,9.0,0.0,1.0,12.0,38.32670556,-87.411275,40.0,4.0,18.0,2013.0
10404,20.0,1.0,1.0,23.0,39.08314444,-87.18535556,55.0,4.0,18.0,2013.0
10405,20.0,1.0,1.0,0.0,38.27079722,-85.73957778,33.0,4.0,18.0,2013.0
