,EVENT_ID,EPISODE_ID,RANGE,LAT1,LON1
4479,80317,14159,0.85,40.1923,-85.3991
4480,80317,14159,0.97,40.216,-85.4014
4481,80317,14159,0.72,40.2127,-85.3603
4482,80317,14159,1.13,40.1953,-85.3622
4483,80323,14159,0.7,40.0987,-85.6669
4484,80323,14159,0.9,40.1183,-85.6875
4485,80323,14159,0.44,40.1239,-85.6777
4486,80323,14159,1.2,40.1088,-85.6604
4487,80328,14159,1.08,40.0656,-86.0192
4488,80328,14159,0.12,40.0488,-86.0185
4489,80328,14159,0.43,40.0485,-86.0121
4490,80328,14159,1.16,40.0655,-86.0113
4491,80341,14159,0.78,39.9095,-86.1247
4492,80341,14159,1.82,39.9258,-86.0966
4493,80341,14159,1.37,39.919,-86.0724
4494,80341,14159,1.21,39.9025,-86.1026
4495,80344,14159,0.0,39.88,-86.13
4496,80344,14159,0.52,39.8826,-86.1392
4497,80344,14159,0.64,39.8943,-86.1404
4498,80344,14159,0.67,39.8896,-86.1318
4499,80344,14159,1.34,39.898,-86.1205
4500,80344,14159,1.0,39.891,-86.1177
4501,80346,14159,2.01,39.4923,-86.4385
4502,80346,14159,2.73,39.4881,-86.4198
4503,80346,14159,1.82,39.5054,-86.4085
4504,80346,14159,1.75,39.5074,-86.4216
4505,80348,14159,2.38,39.498,-86.4157
4506,80348,14159,2.18,39.4916,-86.3977
4507,80348,14159,1.78,39.496,-86.3922
4508,80348,14159,2.12,39.5052,-86.4149
4509,80352,14159,0.28,39.274,-86.7695
4510,80352,14159,1.36,39.2779,-86.7448
4511,80352,14159,1.1,39.2818,-86.7495
4512,80352,14159,0.06,39.2808,-86.7699
4513,80356,14159,0.0,39.03,-86.97
4514,80356,14159,0.54,39.0371,-86.9657
4515,80356,14159,0.76,39.0361,-86.9581
4516,80356,14159,0.45,39.0305,-86.9616
4517,80356,14159,0.71,39.0199,-86.9681
4518,80356,14159,0.58,39.0225,-86.9748
4519,80358,14159,0.0,38.92,-87.02
4520,80358,14159,0.86,38.9239,-87.0049
4521,80358,14159,1.06,38.9332,-87.01
4522,80358,14159,1.55,38.9406,-87.0385
4523,80358,14159,0.8,38.9308,-87.0447
4524,80359,14159,1.22,38.8025,-87.2472
4525,80359,14159,1.2,38.8045,-87.2397
4526,80359,14159,1.25,38.8099,-87.2308
4527,80359,14159,1.3,38.8164,-87.2263
4528,80359,14159,0.69,38.8229,-87.2376
4529,80359,14159,0.23,38.8197,-87.2457
4530,80359,14159,0.78,38.8088,-87.2486
4531,80360,14159,5.31,38.8012,-87.2486
4532,80360,14159,5.39,38.8223,-87.2459
4533,80360,14159,4.29,38.8217,-87.2248
4534,80360,14159,4.25,38.8008,-87.2289
4535,80361,14159,5.88,38.5193,-87.2627
4536,80361,14159,5.21,38.5266,-87.2711
4537,80361,14159,5.49,38.5311,-87.2613
4538,80361,14159,5.51,38.5476,-87.252
4539,80361,14159,6.16,38.5402,-87.2426
4540,80361,14159,5.91,38.539,-87.2481
4541,80361,14159,6.31,38.5257,-87.2479
4542,80362,14159,4.7,38.5154,-87.2981
4543,80362,14159,5.61,38.5287,-87.2606
4544,80362,14159,6.26,38.5214,-87.2522
4545,80362,14159,5.4,38.5047,-87.2953
4546,80362,14159,4.56,38.5108,-87.3125
4547,80363,14159,3.33,38.4949,-87.5725
4548,80363,14159,2.24,38.4944,-87.5456
4549,80363,14159,1.82,38.5201,-87.5537
4550,80363,14159,0.3,38.5223,-87.5248
4551,80363,14159,1.05,38.5055,-87.5253
4552,80363,14159,1.59,38.497,-87.5221
4553,80363,14159,2.63,38.4864,-87.5428
4554,80363,14159,3.71,38.4864,-87.5734
4555,80366,14159,1.39,39.3786,-87.026
4556,80366,14159,0.87,39.3743,-87.0146
4557,80366,14159,1.18,39.3969,-86.998
4558,80366,14159,1.73,39.4038,-87.0097
4559,80369,14159,1.04,40.2821,-84.9995
4560,80369,14159,0.44,40.2825,-84.9877
4561,80369,14159,0.39,40.2792,-84.9873
4562,80369,14159,1.0,40.2792,-84.999
4563,80370,14159,0.78,39.5421,-86.9806
4564,80370,14159,1.51,39.5297,-86.9594
4565,80370,14159,1.9,39.523,-86.9767
4566,80370,14159,1.47,39.5382,-86.993
4567,80371,14159,1.84,40.4727,-86.1636
4568,80371,14159,0.85,40.4739,-86.144
4569,80371,14159,1.19,40.4668,-86.1445
4570,80371,14159,1.96,40.4657,-86.1622
4571,80372,14159,1.27,39.5353,-85.7934
4572,80372,14159,1.53,39.5365,-85.7608
4573,80372,14159,1.07,39.5284,-85.7631
4716,84847,14479,1.93,38.5949,-86.6845
4717,84847,14479,1.8,38.5967,-86.6852
4718,84847,14479,1.76,38.5967,-86.6869
4719,84847,14479,1.83,38.5952,-86.6879
4720,84847,14479,1.92,38.5946,-86.6855
4721,81647,14484,2.06,40.4788,-86.8902
4722,81647,14484,0.26,40.4537,-86.9003
4723,81647,14484,1.37,40.4213,-86.9039
4724,81647,14484,1.38,40.3983,-86.9396
4725,81647,14484,1.42,40.3905,-86.9238
4726,81647,14484,1.0,40.4183,-86.8888
4727,81647,14484,0.6,40.4579,-86.8847
4728,81647,14484,1.53,40.4715,-86.8727
4729,81649,14484,2.76,40.1642,-87.4271
4730,81649,14484,2.14,40.1547,-87.4244
4731,81649,14484,1.13,40.1461,-87.4038
4732,81649,14484,0.35,40.1252,-87.4019
4733,81649,14484,0.68,40.1272,-87.4124
4734,81649,14484,0.81,40.1386,-87.4105
4735,81649,14484,2.64,40.153,-87.44
4736,81649,14484,3.53,40.1671,-87.446
4737,81651,14484,2.27,40.1584,-87.4285
4738,81651,14484,1.14,40.1505,-87.4484
4739,81651,14484,3.14,40.1389,-87.4124
4740,81651,14484,3.6,40.124,-87.411
4741,81651,14484,4.15,40.1253,-87.3983
4742,81651,14484,3.73,40.1445,-87.3997
4743,81652,14484,0.0,39.8,-87.37
4744,81652,14484,0.93,39.8017,-87.3873
4745,81652,14484,0.83,39.7917,-87.3811
4746,81652,14484,1.46,39.7801,-87.3791
4747,81652,14484,2.29,39.769,-87.3853
4748,81652,14484,2.27,39.7671,-87.3719
4749,81654,14484,0.4,39.7732,-87.3863
4750,81654,14484,0.85,39.7922,-87.3825
4751,81654,14484,0.74,39.808,-87.3908
4752,81654,14484,1.31,39.8091,-87.3784
4753,81654,14484,1.12,39.7938,-87.3688
4754,81654,14484,0.6,39.7748,-87.3705
4755,81655,14484,0.0,39.47,-87.4
4756,81655,14484,1.15,39.5326,-87.3942
4757,81655,14484,1.68,39.5263,-87.4395
4758,81655,14484,1.11,39.4346,-87.4642
4759,81655,14484,1.64,39.415,-87.4237
4760,81657,14484,0.96,39.2841,-86.7529
4761,81657,14484,0.09,39.2798,-86.7717
4762,81657,14484,0.17,39.2696,-86.7731
4763,81657,14484,1.66,39.2785,-86.739
4764,81658,14484,0.0,39.03,-86.97
4765,81658,14484,0.6,39.0383,-86.9667
4766,81658,14484,0.93,39.0377,-86.9558
4767,81658,14484,0.74,39.0199,-86.9657
4768,81658,14484,0.7,39.0209,-86.9757
4769,81659,14484,0.0,38.92,-87.02
4770,81659,14484,0.98,38.9322,-87.0406
4771,81659,14484,1.57,38.9399,-87.0361
4772,81659,14484,0.88,38.9307,-87.0112
4773,81659,14484,1.55,38.9407,-87.009
4774,81659,14484,1.63,38.9344,-86.9961
4775,81659,14484,0.88,38.9258,-87.0054
4776,81660,14484,5.35,38.8225,-87.2452
4777,81660,14484,5.51,38.8052,-87.252
4778,81660,14484,5.24,38.7966,-87.2472
4779,81660,14484,4.48,38.7983,-87.2332
4780,81660,14484,4.38,38.8191,-87.2275
4781,81662,14484,0.0,38.82,-87.25
4782,81662,14484,2.21,38.7884,-87.2555
4783,81662,14484,2.17,38.7909,-87.2351
4784,81662,14484,0.95,38.8219,-87.2325
4785,81664,14484,5.27,38.5326,-87.2651
4786,81664,14484,4.58,38.52,-87.2943
4787,81664,14484,2.06,38.5412,-87.3399
4788,81664,14484,2.7,38.531,-87.3516
4789,81664,14484,5.45,38.5017,-87.2996
4790,81664,14484,6.31,38.5194,-87.2527
4791,81666,14484,3.31,38.4947,-87.572
4792,81666,14484,2.19,38.4971,-87.548
4793,81666,14484,2.01,38.5173,-87.5571
4794,81666,14484,1.19,38.5224,-87.5418
4795,81666,14484,0.49,38.5134,-87.5231
4796,81666,14484,1.67,38.4962,-87.5255
4797,81666,14484,2.51,38.4885,-87.5434
4798,81666,14484,3.69,38.4872,-87.5737
4799,82925,14484,1.97,39.5046,-86.4111
4800,82925,14484,1.82,39.496,-86.394
4801,82925,14484,2.17,39.4916,-86.3975
4802,82925,14484,2.19,39.501,-86.4172
4803,82949,14484,1.04,39.5299,-85.7948
4804,82949,14484,0.56,39.5232,-85.7897
4805,82949,14484,1.51,39.5345,-85.7588
4806,82949,14484,1.53,39.5395,-85.7663
4807,82963,14484,1.53,39.2015,-85.9368
4808,82963,14484,0.45,39.1788,-85.9218
4809,82963,14484,1.21,39.1837,-85.9079
4810,82963,14484,2.06,39.2098,-85.9291
4811,82963,14484,2.52,39.2136,-85.9481
4812,82963,14484,1.87,39.2022,-85.9498
5010,84823,14934,0.0,38.4,-87.73
5011,84823,14934,0.7,38.346,-87.7918
5012,84823,14934,1.67,38.3559,-87.8099
5013,84823,14934,1.19,38.4159,-87.7382
5014,84825,14934,0.37,38.1344,-87.9337
5015,84825,14934,1.27,38.1146,-87.9428
5016,84825,14934,1.4,38.1163,-87.949
5017,84825,14934,0.67,38.1365,-87.9392
5018,84846,14934,1.2,38.4885,-87.5494
5019,84846,14934,1.21,38.4967,-87.5365
5020,84846,14934,1.09,38.4952,-87.5353
5021,84846,14934,1.12,38.4887,-87.5474
5022,84850,14934,0.0,38.5,-87.28
5023,84850,14934,1.72,38.5194,-87.33
5024,84850,14934,2.16,38.5241,-87.3247
5025,84850,14934,0.59,38.5086,-87.2797
5053,77601,13578,2.64,41.4841,-86.5975
5054,77601,13578,1.55,41.4977,-86.5541
5055,77601,13578,1.11,41.5222,-86.5288
5056,77601,13578,0.65,41.524,-86.5386
5057,77601,13578,1.74,41.4962,-86.5912
5058,77601,13578,2.63,41.488,-86.6076
5059,77728,13578,1.15,41.5086,-85.946
5196,77728,13578,7.37,41.7467,-86.1383
5197,77728,13578,1.4,41.7519,-85.703
5198,77728,13578,1.77,41.5456,-85.6989
5199,77739,13578,0.28,41.084,-85.6199
5200,77739,13578,0.72,41.221,-85.313
5201,77739,13578,1.83,41.2623,-85.4613
5202,77739,13578,2.81,41.253,-85.6192
5203,77751,13578,0.28,41.1704,-86.0353
5204,77751,13578,0.94,41.1135,-85.7483
5205,77751,13578,1.72,41.4448,-85.668
5206,77751,13578,1.52,41.4386,-85.8856
5310,80372,14159,0.99,39.5244,-85.7624
5311,80372,14159,0.58,39.5232,-85.79
5312,80372,14159,0.81,39.5276,-85.7916
5313,80373,14159,0.87,39.7405,-85.5791
5314,80373,14159,0.67,39.7395,-85.5723
5315,80373,14159,1.22,39.7477,-85.5684
5316,80373,14159,1.34,39.7489,-85.5756
5402,76622,13682,0.0,37.95,-87.17
5403,76623,13682,0.0,37.95,-87.17
5404,76888,13682,2.0,38.0211,-87.27
5405,76890,13682,0.0,38.05,-87.27
5406,76624,13683,1.48,38.11,-87.16
5431,79864,14214,0.86,41.61,-86.71
5679,80374,14159,1.2,39.4309,-86.0224
5680,80374,14159,1.44,39.4129,-86.0153
5681,80374,14159,1.12,39.4138,-85.9989
5682,80374,14159,0.49,39.4313,-86.009
5683,80494,14159,3.62,40.6027,-86.769
5684,80494,14159,2.02,40.5991,-86.7384
5685,80494,14159,2.71,40.5931,-86.7508
5686,80494,14159,3.55,40.5938,-86.7671
5687,80494,14159,3.58,40.5824,-86.7642
5688,80494,14159,4.11,40.5845,-86.7757
5689,80494,14159,3.96,40.5988,-86.7755
5690,80495,14159,1.89,39.3676,-85.997
5691,80495,14159,1.58,39.3668,-85.9902
5692,80495,14159,0.98,39.3545,-85.9874
5693,80495,14159,1.49,39.3536,-85.9975
5694,80498,14159,0.56,40.4436,-86.8365
5695,80498,14159,0.39,40.4465,-86.8359
5696,80498,14159,0.4,40.4442,-86.829
5697,80498,14159,0.54,40.4423,-86.8278
5698,80498,14159,0.81,40.4383,-86.8286
5699,80498,14159,0.8,40.4387,-86.8334
5700,80498,14159,0.55,40.4421,-86.8315
5701,80504,14159,0.92,39.2402,-85.9315
5702,80504,14159,1.67,39.2276,-85.9316
5703,80504,14159,1.5,39.2284,-85.9222
5704,80504,14159,0.71,39.24,-85.9225
5705,80535,14159,0.22,38.9778,-85.8971
5706,80535,14159,1.02,38.9926,-85.8903
5707,80535,14159,1.4,39.0002,-85.8977
5708,80535,14159,1.8,38.9872,-85.9323
5709,80535,14159,1.42,38.9397,-85.9879
5710,80535,14159,1.98,38.922,-86.0367
5711,80535,14159,1.61,38.898,-86.0099
5712,80535,14159,1.56,38.9327,-85.944
5713,80564,14159,0.18,38.7804,-86.2266
5714,80564,14159,0.64,38.7728,-86.2226
5715,80564,14159,1.2,38.7633,-86.2363
5716,80564,14159,1.0,38.7697,-86.2432
5717,80566,14159,3.82,38.7758,-86.1565
5718,80566,14159,5.26,38.772,-86.1067
5719,80566,14159,6.03,38.7621,-86.0995
5720,80566,14159,5.4,38.7572,-86.1338
5721,80566,14159,3.59,38.7703,-86.1646
5722,80567,14159,3.2,40.6562,-86.7783
5723,80567,14159,3.89,40.602,-86.7741
5724,80567,14159,1.94,40.6007,-86.7371
5725,80567,14159,1.28,40.6572,-86.7378
5770,81636,14186,0.0,39.02,-87.58
5771,81636,14186,0.91,39.0376,-87.5858
5772,81636,14186,0.79,39.0404,-87.5722
5773,81636,14186,0.79,39.024,-87.5624
5774,81636,14186,1.39,39.0017,-87.5693
5775,81636,14186,0.98,39.0061,-87.5837
5776,81637,14186,4.1,39.1077,-87.6448
5777,81637,14186,3.34,39.1247,-87.6321
5778,81637,14186,4.47,39.1263,-87.6531
5779,81637,14186,4.91,39.1105,-87.6608
5780,81637,14186,4.69,39.1006,-87.6539
5781,81637,14186,3.68,39.101,-87.6342
5782,81637,14186,3.47,39.1081,-87.6328
5791,82972,14484,0.22,38.9789,-85.8963
5792,82972,14484,1.25,38.9953,-85.8875
5793,82972,14484,1.46,39.0012,-85.8992
5794,82972,14484,0.48,38.985,-85.9061
5795,84248,14484,0.0,39.02,-87.58
5796,84248,14484,1.01,39.0365,-87.5871
5797,84248,14484,0.72,39.0415,-87.5722
6030,78410,13959,1.39,38.5073,-87.5401
6031,78410,13959,1.83,38.5073,-87.5497
6032,78410,13959,2.21,38.495,-87.5454
6038,84248,14484,0.77,39.0213,-87.559
6039,84248,14484,1.52,38.9997,-87.5691
6040,84248,14484,1.15,39.0037,-87.5844
6041,84261,14484,1.03,38.4837,-87.6874
6042,84261,14484,2.11,38.4638,-87.7183
6043,84261,14484,3.79,38.4256,-87.721
6044,84261,14484,5.36,38.4224,-87.7581
6045,84261,14484,4.14,38.4455,-87.7499
6046,84261,14484,5.13,38.4504,-87.7715
6047,84261,14484,4.2,38.4813,-87.7564
6048,84261,14484,2.41,38.4907,-87.7159
6049,84305,14484,2.18,39.3713,-86.0
6050,84305,14484,1.86,39.3607,-86.0019
6051,84305,14484,1.33,39.3597,-85.9915
6052,84305,14484,1.82,39.3703,-85.9917
6053,84309,14484,3.86,38.7752,-86.1556
6054,84309,14484,3.87,38.7653,-86.1606
6055,84309,14484,5.37,38.7566,-86.1349
6056,84309,14484,5.92,38.7644,-86.0961
6057,84309,14484,5.33,38.7726,-86.104
6058,84824,14484,0.0,38.78,-86.23
6059,84824,14484,0.53,38.7749,-86.2226
6060,84824,14484,1.17,38.7634,-86.2347
6061,84824,14484,1.07,38.7688,-86.2437
6236,82183,14556,0.0,37.93,-87.9
6237,82183,14556,0.7,37.9234,-87.8704
6238,82183,14556,0.71,37.9203,-87.8758
6239,82183,14556,0.53,37.9234,-87.9051
6240,82186,14556,1.42,37.9523,-87.6167
6241,82186,14556,2.75,37.9458,-87.5758
6242,82186,14556,3.36,37.9244,-87.5686
6243,82186,14556,1.11,37.9361,-87.6287
6244,82188,14556,0.0,37.95,-87.42
6245,82188,14556,1.15,37.9407,-87.4374
6246,82188,14556,0.98,37.9397,-87.4076
6247,82188,14556,0.62,37.9452,-87.4105
6248,82190,14556,0.45,37.8739,-87.0469
6249,82190,14556,1.33,37.8472,-87.0591
6250,82190,14556,1.65,37.8469,-87.0488
6251,82190,14556,0.72,37.8716,-87.0421
6403,77204,12916,0.69,38.66,-87.08
6404,77204,12916,1.67,38.6458,-87.0804
6405,77204,12916,1.47,38.6575,-87.0279
6406,77204,12916,1.15,38.6676,-87.0289
6407,77205,12916,2.34,38.67,-86.7
6408,77205,12916,3.42,38.7412,-86.6849
6409,77205,12916,1.63,38.7064,-86.7803
6410,77205,12916,0.49,38.663,-86.7714
6411,77207,12916,0.88,38.96,-85.89
6412,77207,12916,0.93,38.9669,-86.1369
6413,77207,12916,1.7,38.9936,-86.1294
6414,77207,12916,0.45,38.9813,-85.8918
6415,77208,12916,0.87,39.12,-86.13
6416,77208,12916,1.81,39.2003,-86.1713
6417,77208,12916,1.67,39.2067,-86.22
6418,77208,12916,1.86,39.1258,-86.2042
6419,77210,12916,0.88,38.96,-85.89
6420,77210,12916,5.34,39.096,-85.968
6421,77210,12916,6.65,39.1109,-86.2207
6422,77210,12916,0.66,38.9284,-86.2056
6423,77211,12916,0.0,40.02,-85.18
6424,77211,12916,1.51,40.1295,-85.21
6425,77211,12916,2.51,40.1484,-85.0617
6426,77211,12916,1.53,40.0287,-85.0589
6427,77213,12916,0.0,40.17,-84.98
6428,77213,12916,0.46,40.1637,-84.9772
6429,77213,12916,1.32,40.1651,-84.9442
6430,77213,12916,1.28,40.1772,-84.9423
6431,77213,12916,0.47,40.1763,-84.9766
6432,77218,12916,1.01,40.3099,-85.166
6433,77218,12916,1.37,40.1747,-85.155
6434,77218,12916,1.68,40.1799,-84.8378
6435,77218,12916,2.53,40.2931,-84.8529
6436,77218,12916,2.54,40.3141,-85.0122
6437,78404,12916,1.14,40.5039,-86.8256
6438,78404,12916,2.42,40.5008,-86.7872
6439,78404,12916,1.3,40.5488,-86.7522
6440,78404,12916,2.23,40.5529,-86.8078
6441,78418,12916,4.53,40.6515,-86.803
6442,78418,12916,2.07,40.6546,-86.6773
6443,78418,12916,0.98,40.579,-86.6986
6444,78418,12916,5.01,40.5848,-86.7934
6445,78581,12916,2.92,38.9765,-86.7041
6446,78581,12916,4.13,39.0064,-86.369
6447,78581,12916,0.76,38.7627,-86.3196
6448,78581,12916,3.57,38.6684,-86.2839
6449,78581,12916,5.98,38.634,-86.6135
6450,78581,12916,0.81,38.7112,-86.6602
6451,78583,12916,0.0,39.03,-86.93
6452,78583,12916,0.0,38.97,-86.83
6453,78583,12916,2.23,38.9498,-86.8861
6454,78583,12916,0.52,39.0229,-86.9733
6455,78585,12916,2.43,39.2705,-86.6547
6456,78585,12916,2.02,39.2658,-86.4329
6457,78585,12916,2.71,39.1215,-86.4377
6458,78585,12916,1.28,39.1322,-86.6519
6459,78589,12916,2.85,39.2705,-85.9872
6460,78589,12916,0.7,39.2727,-85.8609
6461,78589,12916,1.35,39.1556,-85.8472
6462,78589,12916,1.89,39.1748,-85.9646
6463,78774,12916,0.0,40.07,-85.23
6464,78774,12916,2.47,39.8771,-85.2244
6465,78774,12916,0.3,39.896,-85.4324
6466,78774,12916,2.1,40.0749,-85.4228
6467,78775,12916,2.12,39.6425,-85.4228
6468,78775,12916,1.71,39.6797,-85.4115
6469,78775,12916,1.15,39.6866,-85.3727
6470,78775,12916,1.75,39.6469,-85.3837
6471,78775,12916,1.62,39.6152,-85.3967
6472,78775,12916,0.85,39.6115,-85.4359
6484,74846,12918,0.0,39.77,-86.53
6485,74847,12918,2.0,39.7,-86.3624
6486,74853,12918,5.0,39.98,-86.0356
6487,74864,12918,1.0,39.4555,-87.4
6488,74870,12918,0.0,38.68,-87.52
6489,74871,12918,0.0,39.58,-87.33
6490,74875,12918,3.0,38.7134,-87.17
6491,74885,12918,5.0,38.83,-87.0729
6492,74886,12918,0.0,40.28,-86.52
6493,74887,12918,0.0,39.77,-86.53
6494,74888,12918,0.0,39.43,-86.43
6495,74897,12918,1.42,39.7726,-86.3734
6496,74898,12918,0.0,38.87,-86.48
6497,74902,12918,1.69,39.8099,-86.2681
6498,74905,12918,0.85,39.8355,-86.2144
6499,74906,12918,6.0,40.3314,-85.7495
6500,74908,12918,0.0,39.78,-86.25
6501,74909,12918,6.0,39.2868,-86.25
6502,74911,12918,6.0,38.97,-86.0117
6503,74912,12918,4.0,40.3109,-85.7763
6504,74913,12918,0.0,39.08,-85.72
6505,74915,12918,0.0,39.47,-87.45
6506,74916,12918,0.0,39.53,-87.37
6507,74917,12918,0.0,39.47,-87.4
6508,74918,12918,0.0,39.85,-87.18
6509,74919,12918,3.0,38.7993,-86.9406
6510,74920,12918,0.0,39.65,-86.87
6511,74921,12918,8.0,40.4681,-86.4123
6512,74922,12918,0.0,40.28,-86.52
6513,74923,12918,6.0,39.2186,-86.8493
6514,74924,12918,0.0,39.17,-86.52
6515,74925,12918,0.0,39.85,-86.4
6516,74926,12918,0.0,39.85,-86.4
6600,72876,13182,2.0,38.5267,-87.2658
6601,72876,13182,1.46,38.5165,-87.263
6602,72876,13182,0.96,38.506,-87.296
6603,72876,13182,1.15,38.5112,-87.2957
6604,72879,13182,1.23,38.494,-87.5439
6605,72879,13182,1.93,38.4934,-87.5614
6606,72879,13182,1.75,38.4871,-87.5611
6607,72879,13182,1.18,38.4883,-87.5491
6668,70095,12739,2.5,38.1939,-87.8725
6669,70095,12739,2.5,38.2056,-87.7975
6670,70096,12739,5.43,38.2056,-87.7975
6671,70096,12739,2.5,38.23,-87.7461
6672,70097,12739,0.69,38.04,-87.37
6673,70098,12739,0.0,38.05,-87.27
6674,70099,12739,1.4,38.1097,-87.9291
6675,70099,12739,0.0,38.17,-87.78
6676,70100,12739,0.0,38.17,-87.78
6677,70101,12739,0.0,38.3,-87.25
6678,70101,12739,0.0,38.43,-87.18
6679,70102,12739,0.0,37.88,-87.05
6680,70102,12739,0.0,37.95,-87.17
6681,70103,12739,0.0,38.28,-87.75
6682,70103,12739,0.32,38.333,-87.3454
6683,70104,12739,0.0,38.1,-87.7
6684,70104,12739,2.0,37.98,-87.5133
6685,72545,12739,0.0,38.33,-87.35
6762,74927,12918,2.0,40.4511,-86.13
6763,74928,12918,6.0,39.8414,-86.0701
6764,74929,12918,0.0,39.83,-85.92
6765,74930,12918,3.0,38.7993,-86.9406
6766,74934,12918,1.82,39.8074,-86.2822
6767,74934,12918,1.83,39.8081,-86.2807
6861,75107,12918,0.0,39.65,-86.87
6862,75108,12918,0.0,39.08,-85.72
6863,75110,12918,0.0,38.97,-87.4
6864,75111,12918,0.0,39.05,-87.58
6865,75112,12918,0.0,40.03,-86.9
6866,75119,12918,0.0,38.97,-85.97
6867,75122,12918,0.0,39.43,-86.43
6868,75126,12918,0.0,39.77,-86.4
6869,75135,12918,0.0,39.93,-86.63
6870,75136,12918,0.0,39.95,-86.27
6871,75137,12918,0.0,40.0,-86.35
6872,75138,12918,0.0,38.92,-87.02
6873,75139,12918,0.0,40.28,-86.52
6874,75142,12918,0.0,39.43,-86.43
6875,75144,12918,0.0,39.43,-86.43
6876,75146,12918,0.0,39.43,-86.43
6877,75148,12918,0.0,39.43,-86.43
6878,75154,12918,2.0,39.6711,-85.43
6879,75158,12918,0.0,39.43,-86.43
6880,75163,12918,0.0,40.27,-85.83
6881,75168,12918,0.0,38.87,-86.48
6882,75172,12918,2.0,39.5011,-87.12
6883,75173,12918,0.0,38.68,-87.52
6884,75177,12918,0.0,40.1,-85.68
6885,75180,12918,0.0,40.28,-86.52
6886,75183,12918,0.0,39.17,-85.75
6887,75185,12918,3.0,38.97,-86.0259
6888,75186,12918,0.0,39.08,-85.72
6889,75187,12918,0.0,39.82,-85.3
6890,75188,12918,1.0,39.8398,-86.3867
6891,75189,12918,0.0,38.68,-87.52
6892,75190,12918,0.0,39.65,-86.87
6893,75191,12918,6.0,40.05,-86.1334
6894,75192,12918,0.0,39.08,-85.72
6928,71675,12963,0.52,40.58,-86.19
6929,73343,12963,1.38,40.55,-85.67
6931,71898,12997,1.77,38.5053,-86.745
6932,71898,12997,0.69,38.4842,-86.7384
6933,71898,12997,0.77,38.5092,-86.688
6934,71898,12997,0.18,38.5206,-86.6967
6935,71899,12997,1.85,38.2751,-86.9378
6936,71899,12997,2.43,38.2743,-86.9824
6937,71899,12997,2.25,38.2801,-86.9829
6938,71899,12997,1.55,38.279,-86.9401
6939,71900,12997,0.34,38.5749,-86.6196
6940,71900,12997,0.68,38.5598,-86.6186
6941,71900,12997,0.86,38.561,-86.609
6942,71900,12997,0.75,38.5754,-86.6074
6977,77200,12916,3.82,38.7327,-86.8634
6978,77200,12916,2.82,38.5696,-86.8826
6979,77200,12916,6.77,38.5675,-86.5942
6980,77200,12916,4.67,38.7519,-86.619
7031,72493,13123,0.0,38.13,-87.93
7032,72493,13123,0.86,38.1261,-87.945
7033,72493,13123,0.63,38.1332,-87.9408
7034,72493,13123,0.49,38.136,-87.9346
7354,72164,13053,0.54,38.37,-86.34
7355,72165,13053,0.0,38.33,-86.57
7356,72167,13053,0.51,38.5355,-86.1562
7357,72167,13053,3.15,38.5986,-85.9268
7358,72174,13053,2.14,38.5299,-86.1105
7359,72174,13053,2.87,38.5951,-85.9306
7360,72179,13053,1.79,38.5556,-85.7648
7361,72179,13053,3.67,38.6035,-85.711
7362,72219,13053,1.64,38.5515,-85.7572
7363,72219,13053,1.81,38.5537,-85.7555
7364,72221,13053,0.33,38.6503,-85.614
7365,72221,13053,2.14,38.6499,-85.5804
7366,72222,13053,2.49,38.094,-86.7213
7367,72222,13053,0.38,38.1046,-86.5762
7368,72223,13053,0.54,38.33,-86.46
7369,72223,13053,0.72,38.3643,-86.3388
7370,72224,13053,1.97,38.3702,-86.4658
7371,72225,13053,2.5,38.2223,-86.185
7372,72225,13053,1.38,38.2155,-86.0861
7373,72226,13053,0.99,38.3066,-85.8764
7374,72226,13053,1.63,38.3,-85.83
7375,72227,13053,1.33,38.7787,-85.5746
7376,72227,13053,1.28,38.76,-85.38
7377,72228,13053,0.28,38.4159,-87.0007
7378,72228,13053,1.96,38.3923,-86.8126
7379,72229,13053,0.0,38.1,-86.58
7674,69933,12717,0.54,37.98,-87.54
7675,69934,12717,0.5,37.9749,-87.5565
7676,69935,12717,0.69,38.11,-87.58
7677,72537,12717,0.0,37.98,-87.55
7682,69940,12719,0.88,38.17,-87.84
7693,93256,15522,3.98,38.7375,-87.5246
7694,93256,15522,1.8,38.7043,-87.538
7695,93256,15522,0.99,38.6922,-87.5404
7696,93256,15522,0.75,38.6909,-87.5205
7697,93259,15522,3.58,38.4829,-87.5662
7698,93259,15522,2.21,38.4883,-87.5246
7699,93259,15522,0.84,38.5085,-87.515
7700,93259,15522,0.81,38.5248,-87.5336
7701,93259,15522,1.79,38.5194,-87.5531
7702,93260,15522,0.0,38.67,-86.78
7703,93260,15522,1.99,38.6984,-86.7862
7704,93260,15522,2.07,38.6919,-86.8062
7705,93260,15522,2.18,38.6596,-86.8181
7706,93260,15522,1.33,38.6542,-86.7941
7707,93262,15522,0.0,38.8,-86.63
7708,93262,15522,0.98,38.7862,-86.6258
7709,93262,15522,2.14,38.787,-86.666
7710,93262,15522,2.09,38.8063,-86.6681
7711,93262,15522,0.92,38.8086,-86.6432
7712,93263,15522,1.88,38.5449,-87.3365
7713,93263,15522,4.56,38.5492,-87.2699
7714,93263,15522,7.9,38.5122,-87.2239
7715,93263,15522,5.67,38.4974,-87.3011
7716,93263,15522,3.81,38.5149,-87.352
