,EVENT_ID,EPISODE_ID,RANGE,LAT1,LON1
1558,509350,84367,1.54,37.9411,-87.394
1559,509350,84367,1.57,37.9382,-87.3953
1560,509350,84367,3.07,37.9287,-87.3694
1561,509350,84367,2.98,37.9317,-87.3696
1562,509350,84367,2.32,37.9372,-87.3807
1563,509351,84367,0.53,37.9223,-87.9002
1564,509351,84367,0.94,37.9087,-87.9167
1565,509351,84367,1.0,37.9121,-87.92
1566,509351,84367,0.52,37.9251,-87.9074
1567,509352,84367,1.48,38.4044,-87.5614
1568,509352,84367,2.23,38.4034,-87.5446
1569,509352,84367,3.12,38.3869,-87.5367
1570,509352,84367,2.43,38.3882,-87.5609
1571,509352,84367,1.5,38.3985,-87.5839
1572,509352,84367,0.89,38.4071,-87.5784
1573,509356,84367,0.0,38.4,-87.73
1574,509356,84367,0.56,38.3565,-87.7739
1575,509356,84367,1.16,38.3667,-87.7818
1576,509356,84367,0.95,38.4068,-87.7452
1577,509358,84367,0.61,38.1312,-87.9411
1578,509358,84367,0.6,38.1385,-87.9272
1579,509358,84367,1.64,38.1537,-87.9315
1580,509358,84367,2.64,38.1641,-87.9033
1581,509358,84367,0.64,38.1329,-87.9188
1582,509363,84367,1.07,38.4942,-87.4884
1583,509363,84367,0.95,38.4924,-87.5379
1584,509363,84367,1.4,38.5001,-87.5339
1585,509363,84367,1.8,38.4996,-87.508
1586,509364,84367,0.13,38.4987,-87.2781
1587,509364,84367,1.18,38.5167,-87.2754
1588,509364,84367,4.93,38.5487,-87.1945
1589,509364,84367,3.2,38.5326,-87.1621
1590,509364,84367,2.12,38.5288,-87.1065
1591,509364,84367,1.22,38.5154,-87.1089
1977,510749,84579,1.56,37.9916,-87.6218
1978,510749,84579,2.19,38.0313,-87.4735
1979,510944,84579,0.0,38.02,-87.43
1980,510944,84579,0.0,38.08,-87.12
1981,510945,84579,0.0,38.12,-87.03
1982,510945,84579,2.0,38.0995,-87.004
1983,510946,84579,0.38,38.0848,-87.1165
1984,510947,84579,0.0,38.1,-86.97
1985,510947,84579,2.0,38.0811,-86.866
1986,510960,84579,0.0,37.98,-87.55
1987,510961,84579,0.0,38.05,-87.27
1988,512574,84579,0.0,38.17,-86.98
1989,512604,84579,1.71,38.0031,-87.8389
2286,506256,83856,1.48,38.24,-86.86
2848,507959,84143,0.71,38.7398,-85.3842
2849,507959,84143,0.76,38.7405,-85.3847
2850,507959,84143,0.78,38.7409,-85.3837
2851,507959,84143,0.74,38.7405,-85.3828
2852,507961,84143,0.88,38.74,-85.46
2853,507964,84143,0.88,38.39,-85.76
2854,507966,84143,0.88,38.39,-85.79
2855,507968,84143,1.48,38.38,-85.81
3911,508209,84202,0.81,38.033,-87.5844
3912,508209,84202,0.65,38.05,-87.5181
3913,508209,84202,3.86,37.941,-87.4992
3914,508209,84202,1.08,37.955,-87.6242
3915,508212,84202,0.64,37.8746,-87.0596
3916,508212,84202,1.1,37.8938,-87.0603
3917,508212,84202,0.89,37.8927,-87.0473
3918,508212,84202,0.53,37.8745,-87.0433
3919,508214,84202,0.69,37.9234,-87.9095
3920,508214,84202,0.21,37.927,-87.8791
3921,508214,84202,1.18,37.9464,-87.8865
3922,508214,84202,1.23,37.9466,-87.9081
3923,508224,84202,0.0,37.95,-87.42
3924,508312,84202,0.0,37.93,-87.9
3925,508312,84202,3.13,37.8922,-87.7766
3926,508312,84202,2.09,38.0324,-87.7918
3927,508312,84202,1.48,38.1086,-87.9305
3928,508312,84202,1.69,37.9529,-87.9923
3929,508313,84202,0.0,37.88,-87.05
3930,508313,84202,0.53,37.8228,-87.0735
3931,508313,84202,0.98,37.8543,-87.1971
3932,508313,84202,2.6,37.9648,-87.1017
3933,508313,84202,1.01,38.0146,-86.9499
3934,508315,84202,2.0,37.9595,-87.524
3935,508315,84202,1.18,37.9713,-87.6613
3936,508315,84202,0.69,38.14,-87.6496
3937,508315,84202,2.37,38.1259,-87.513
3964,521532,84648,2.13,39.67,-86.01
3965,521533,84648,1.27,39.83,-85.32
3966,521534,84648,0.87,40.21,-84.81
3967,521551,84648,2.45,39.611,-85.5478
3968,521557,84648,0.88,38.86,-87.31
3969,521577,84648,1.31,39.6236,-85.3068
3970,521578,84648,0.0,39.78,-86.15
3971,521579,84648,0.0,39.78,-86.15
3972,521635,84648,0.0,39.78,-86.05
3973,521637,84648,1.74,39.69,-86.15
3974,521643,84648,1.06,39.8,-86.02
3975,521644,84648,2.14,39.82,-86.09
3976,521650,84648,2.23,39.87,-85.99
3977,523816,84648,0.0,40.05,-86.47
3978,523818,84648,7.81,39.9089,-85.896
3979,523819,84648,0.0,40.05,-86.47
3980,523820,84648,2.07,40.2,-85.43
3981,523822,84648,1.48,40.2,-85.39
3982,523823,84648,0.0,40.48,-86.13
3983,524387,84648,0.87,39.66,-86.31
3984,524390,84648,0.0,40.2,-87.15
3985,524395,84648,1.06,39.67,-86.3
3986,524396,84648,0.87,39.79,-85.77
4036,523826,84658,0.87,40.44,-86.91
4037,523827,84658,0.87,40.44,-86.91
4038,523828,84658,0.53,40.28,-86.51
4039,523830,84658,0.41,40.2686,-86.5625
4040,523833,84658,0.53,40.17,-86.47
4041,523838,84658,1.6,40.1264,-86.3991
4042,523848,84658,0.69,40.0409,-86.2854
4043,523849,84658,1.73,39.87,-86.27
4044,523851,84658,1.06,39.78,-86.13
4045,523853,84658,0.87,39.79,-86.16
4046,523854,84658,0.43,39.7819,-86.1576
4047,523855,84658,0.69,39.79,-86.15
4048,523863,84658,1.99,39.7523,-86.1399
4049,523865,84658,0.48,39.7745,-86.1744
4050,523867,84658,0.53,39.72,-86.09
4051,523871,84658,0.0,39.67,-86.12
4052,523872,84658,0.0,39.78,-86.15
4053,523880,84658,1.74,39.69,-86.15
4054,523887,84658,1.73,39.7034,-86.1043
4055,523920,84658,1.91,39.8427,-86.4594
4056,523921,84658,0.53,39.72,-86.09
4057,523965,84658,1.74,39.95,-87.3
4058,523969,84658,1.74,39.69,-86.15
4059,524052,84658,1.74,39.69,-86.15
4060,524056,84658,0.0,39.97,-87.28
4061,524057,84658,1.06,39.67,-86.15
4098,506435,83893,0.54,37.95,-86.76
4099,506435,83893,0.91,37.9498,-86.7533
4100,506435,83893,0.91,37.9487,-86.7534
4101,506435,83893,0.62,37.9487,-86.7587
4102,506436,83893,1.71,38.5294,-86.4094
4103,506436,83893,0.79,38.5213,-86.3946
4104,506436,83893,1.08,38.5163,-86.3993
4105,506436,83893,1.91,38.5209,-86.4153
4106,506437,83893,0.98,37.9613,-86.7591
4107,506437,83893,0.89,37.9584,-86.7577
4108,506437,83893,0.79,37.957,-86.7585
4109,506437,83893,0.74,37.9588,-86.7624
4181,507969,84143,1.63,38.3,-85.83
4182,507970,84143,0.0,38.25,-86.43
4183,507971,84143,0.0,38.23,-86.47
4184,507973,84143,0.0,38.6,-86.1
4185,507974,84143,0.88,38.69,-85.78
4186,507975,84143,0.0,38.32,-86.1
4396,505783,83785,0.69,38.33,-85.87
4397,505784,83785,1.29,38.36,-85.77
4398,505785,83785,0.0,38.32,-85.77
4399,505786,83785,1.48,38.3,-85.73
4404,505788,83787,0.0,38.1,-86.58
4774,524059,84658,2.14,40.0,-86.27
4775,524060,84658,1.74,39.83,-86.38
4776,524061,84658,2.75,39.66,-86.02
4777,524063,84658,0.87,39.71,-86.07
4778,524064,84658,1.06,39.77,-86.8
4779,524070,84658,0.0,39.52,-85.78
4780,524074,84658,2.13,39.67,-86.01
4781,524360,84658,0.69,39.69,-86.67
4782,524361,84658,1.74,39.88,-86.98
4783,524362,84658,0.87,39.69,-86.52
4784,524363,84658,0.69,39.34,-85.48
4785,524364,84658,0.0,39.62,-86.37
4786,524367,84658,0.69,39.54,-86.37
4787,524368,84658,0.53,39.7,-86.41
4788,524369,84658,0.0,39.62,-86.37
4789,524370,84658,0.69,39.54,-86.37
4790,524373,84658,0.0,39.88,-87.05
4791,524374,84658,0.87,39.66,-87.36
4923,524375,84658,1.27,39.21,-86.47
4924,524376,84658,0.87,39.12,-86.59
4925,524399,84658,1.74,39.69,-86.15
4926,524400,84658,1.27,39.76,-86.38
4927,524402,84658,2.07,39.6,-86.08
4928,524409,84658,0.0,40.05,-86.47
4929,524411,84658,0.87,39.61,-86.36
4930,524415,84658,1.48,39.42,-85.91
4931,524417,84658,0.51,39.6126,-86.0205
4932,524424,84658,0.69,39.36,-85.83
4933,524425,84658,1.27,39.31,-85.75
4934,524426,84658,2.62,39.64,-86.09
4935,524429,84658,2.07,38.77,-85.85
4936,524430,84658,1.7,39.7283,-87.47
4937,524431,84658,0.0,39.18,-85.58
4938,524434,84658,0.49,39.5553,-86.9639
4939,524435,84658,0.87,39.79,-87.49
4940,524436,84658,1.28,38.86,-86.3
4941,524439,84658,2.18,39.2885,-87.379
4942,524440,84658,7.62,38.88,-85.79
4943,524486,84658,1.97,39.6804,-86.0829
4944,524486,84658,1.97,39.6809,-86.083
4945,524486,84658,2.01,39.6809,-86.0822
4946,524486,84658,2.01,39.6804,-86.0822
4947,524491,84658,0.82,40.0537,-86.4847
4948,524491,84658,0.81,40.0537,-86.4845
4949,524491,84658,0.79,40.053,-86.4843
4950,524491,84658,0.8,40.0531,-86.4846
4951,524493,84658,0.31,40.0538,-86.4669
4952,524493,84658,0.31,40.0537,-86.4667
4953,524493,84658,0.2,40.0516,-86.4667
4954,524493,84658,0.19,40.0516,-86.467
5440,505917,83801,0.88,38.21,-86.36
5441,505918,83801,1.29,38.26,-86.58
5442,505919,83801,0.0,38.23,-86.47
5443,505920,83801,0.0,38.2,-86.42
5444,505921,83801,1.09,38.18,-86.4
5445,505922,83801,0.0,38.2,-86.35
6237,524146,86003,0.83,41.5407,-87.5099
6238,524159,86003,0.69,41.49,-87.45
6330,496822,82522,0.0,38.12,-86.9
6718,520640,86248,0.69,41.48,-86.78
6719,520641,86248,0.52,41.35,-86.31
6720,520642,86248,0.86,41.44,-84.86
6721,520644,86248,1.03,41.53,-85.0
6722,520645,86248,0.52,41.58,-85.02
7092,520647,86248,2.07,41.58,-85.07
7093,520648,86248,2.67,41.59,-85.1
7094,520649,86248,1.38,41.58,-85.18
7095,520650,86248,1.03,41.58,-85.17
7096,520652,86248,0.0,41.53,-86.43
7097,520653,86248,0.0,41.53,-86.43
7107,520660,86252,0.52,40.98,-85.19
7153,520676,86256,0.0,41.05,-86.13
7193,520694,86262,0.0,41.5,-85.38
7680,518263,85832,0.69,39.08,-85.38
7681,518265,85832,0.69,39.21,-85.33
7682,518266,85832,1.28,38.94,-85.35
7683,518267,85832,0.88,38.96,-85.32
7684,518269,85832,0.0,38.75,-85.07
7685,518269,85832,0.55,38.7491,-85.0598
7758,521195,86337,0.69,39.94,-84.83
7759,521195,86337,0.36,39.9465,-84.8351
7760,521195,86337,0.73,39.9458,-84.8174
7761,521195,86337,0.96,39.9394,-84.8184
7762,521196,86337,0.69,39.81,-85.17
7763,521199,86337,1.19,39.8924,-84.8956
7764,521199,86337,0.7,39.8267,-84.8876
7765,521201,86337,1.48,39.67,-85.14
9049,521146,86329,0.94,39.9842,-85.1969
9050,521146,86329,1.04,39.9756,-85.0983
9051,521148,86329,0.69,39.81,-85.13
9209,521235,86344,0.87,39.43,-85.03
9210,521237,86345,0.0,39.83,-84.9
9802,523230,86695,0.0,37.98,-87.55
11673,523083,86664,1.25,41.24,-85.85
11674,523085,86664,1.04,41.2,-85.74
11675,523086,86664,2.5,41.22,-85.76
11676,523088,86664,0.69,40.96,-85.37
11677,523089,86664,4.76,40.82,-85.32
11678,523090,86664,3.91,40.81,-85.3
11679,523091,86664,2.07,40.67,-85.08
11680,523092,86664,1.38,40.75,-85.17
13109,499858,82908,2.36,37.9361,-87.3805
13110,499858,82908,2.4,37.9332,-87.3815
13111,499858,82908,1.15,37.9396,-87.4035
13112,499858,82908,1.32,37.9422,-87.3979
13145,499867,82912,2.01,37.9339,-87.3894
13146,499867,82912,2.96,37.9201,-87.3588
13147,499867,82912,2.52,37.9248,-87.3533
13148,499867,82912,2.39,37.9369,-87.3794
13149,499868,82912,0.62,37.9243,-87.9087
13150,499868,82912,0.2,37.9024,-87.928
13151,499868,82912,0.4,37.9017,-87.9229
13152,499868,82912,0.71,37.9209,-87.9059
13153,499869,82912,0.77,38.1259,-87.9432
13154,499869,82912,2.28,38.1046,-87.9566
13155,499869,82912,2.11,38.1028,-87.9476
13156,499869,82912,0.57,38.1244,-87.9377
13157,499870,82912,1.09,38.4124,-87.7423
13158,499870,82912,1.25,38.3975,-87.7528
13159,499870,82912,1.02,38.3966,-87.7483
13160,499870,82912,0.92,38.4124,-87.7364
13161,499872,82912,0.85,38.509,-87.2908
13162,499872,82912,2.19,38.5253,-87.2558
13163,499872,82912,1.99,38.5198,-87.2534
13164,499872,82912,0.61,38.5088,-87.28
13165,499873,82912,1.71,38.4963,-87.5013
13166,499873,82912,1.77,38.4939,-87.5017
13167,499873,82912,1.05,38.494,-87.5374
13168,499873,82912,1.3,38.4987,-87.5329
13169,499873,82912,1.74,38.5026,-87.5161
13656,501445,83125,1.37,37.938,-87.4
13657,501445,83125,3.0,37.9221,-87.3621
13658,501445,83125,2.66,37.9282,-87.3604
13659,501445,83125,1.52,37.941,-87.3945
13660,501447,83125,0.3,37.8969,-87.9339
13661,501447,83125,0.41,37.8944,-87.9277
13662,501447,83125,0.75,37.9204,-87.9064
13663,501447,83125,0.65,37.9235,-87.9087
13664,501448,83125,3.82,38.5365,-87.2268
13665,501448,83125,0.58,38.5082,-87.2823
13666,501448,83125,0.88,38.5119,-87.2857
13667,501448,83125,3.43,38.5422,-87.2466
13668,501449,83125,1.23,38.4978,-87.5307
13669,501449,83125,0.97,38.4923,-87.5387
13800,501449,83125,1.83,38.5008,-87.5091
13801,501449,83125,1.64,38.5025,-87.5204
13862,501831,83172,2.79,39.1792,-85.2854
13863,501831,83172,2.99,39.1877,-85.275
13864,502078,83172,3.33,39.78,-85.201
13865,502079,83172,0.75,39.7895,-85.1835
13866,502090,83172,2.0,39.07,-85.2873
14025,504387,83527,1.17,38.8229,-85.8714
14026,504387,83527,1.1,38.8228,-85.8702
14201,500306,82984,2.5,40.0044,-86.8666
14202,500306,82984,0.7,40.0899,-86.78
14203,500307,82984,0.76,39.656,-85.5679
14204,500486,82984,0.53,39.5,-87.38
14205,500491,82984,0.11,39.9984,-86.6199
14206,500492,82984,3.8,39.88,-86.34
14207,500493,82984,0.53,40.28,-86.04
14208,500495,82984,0.55,39.7132,-86.2854
14209,500517,82984,0.87,39.12,-86.59
14210,500528,82984,0.87,39.12,-86.59
14211,500533,82984,0.09,39.9988,-86.6198
14212,500534,82984,1.85,39.9794,-86.3973
14213,500535,82984,0.87,40.06,-86.03
14214,500536,82984,3.79,40.0602,-86.0903
14215,500538,82984,0.0,39.52,-85.78
14216,501059,82984,0.87,40.11,-87.16
14217,501063,82984,1.51,40.2608,-86.6542
14218,501064,82984,0.13,40.2806,-86.0476
14219,501066,82984,0.82,40.278,-85.8416
14220,502840,82984,0.63,39.6545,-85.5697
14221,502866,82984,1.99,39.5075,-86.0613
14222,504103,82984,0.0,39.17,-86.52
14223,504103,82984,0.25,39.1664,-86.5211
14224,504103,82984,0.35,39.1661,-86.5159
14225,504103,82984,0.27,39.1703,-86.5149
14226,504113,82984,0.23,40.2823,-86.0467
14459,501440,83125,0.0,38.4,-87.73
14460,501440,83125,1.15,38.4131,-87.7432
14461,501440,83125,1.37,38.3697,-87.7783
14462,501440,83125,1.35,38.3675,-87.7691
14463,501443,83125,0.0,38.13,-87.93
14464,501443,83125,0.6,38.1328,-87.9404
14465,501443,83125,1.22,38.147,-87.9242
14466,501443,83125,1.13,38.1443,-87.9198
15877,489418,81542,1.77,38.19,-86.71
15878,489419,81542,1.76,38.15,-86.74
15879,489420,81542,2.27,38.69,-85.73
15880,489421,81542,0.0,38.5,-86.02
15992,499245,82848,0.88,38.39,-85.76
15993,499246,82848,1.63,38.3,-85.83
15994,499247,82848,1.28,38.46,-86.05
15995,499248,82848,0.31,38.5532,-86.616
15996,499248,82848,0.39,38.5538,-86.6147
15997,499248,82848,0.54,38.557,-86.6157
15998,499248,82848,0.4,38.5555,-86.6177
15999,499249,82848,0.58,38.3992,-86.9193
16000,499249,82848,1.06,38.3983,-86.9105
16001,499249,82848,1.1,38.3841,-86.9294
16002,499249,82848,0.74,38.3896,-86.9334
16003,499251,82848,0.0,38.55,-86.47
16004,499251,82848,0.36,38.5551,-86.4685
16005,499251,82848,0.31,38.5544,-86.4708
16006,499251,82848,0.14,38.5511,-86.4721
16007,499252,82848,0.38,38.3677,-86.3436
16008,499252,82848,0.52,38.3706,-86.3404
16009,499252,82848,0.64,38.3704,-86.3383
16010,499252,82848,0.44,38.3679,-86.3423
16011,499253,82848,0.7,38.2096,-86.1238
16012,499253,82848,0.62,38.2086,-86.1237
16013,499253,82848,0.64,38.2085,-86.1246
16014,499253,82848,0.73,38.2099,-86.1248
16015,499254,82848,0.0,38.5,-86.02
16016,499254,82848,0.54,38.5031,-86.0091
16017,499254,82848,0.34,38.501,-86.0061
16018,499254,82848,0.35,38.4982,-86.0139
16019,499256,82848,0.3,38.3981,-85.755
16020,499256,82848,0.28,38.3985,-85.7549
16021,499256,82848,0.26,38.3983,-85.7542
16022,499256,82848,0.29,38.3976,-85.7544
16023,499259,82848,1.54,38.3031,-85.8514
16024,499263,82848,6.18,38.3109,-85.8934
16025,499263,82848,6.26,38.3141,-85.8952
16026,499263,82848,6.44,38.3118,-85.8983
16027,499263,82848,6.33,38.3087,-85.8959
16028,499264,82848,0.0,38.3,-85.8
16029,499264,82848,1.15,38.3081,-85.7814
16030,499264,82848,1.22,38.3159,-85.7863
16031,499264,82848,0.79,38.3195,-85.8058
16032,499407,82848,0.0,38.43,-86.18
16033,499407,82848,0.63,38.4345,-86.1902
16034,499407,82848,0.61,38.4363,-86.1879
16035,499407,82848,0.34,38.4348,-86.1817
16036,505253,82848,0.0,37.95,-86.77
16037,505253,82848,0.61,37.942,-86.7653
16038,505253,82848,0.66,37.9408,-86.7736
16039,505253,82848,0.36,37.9477,-86.7759
16381,504386,83527,1.71,40.4719,-86.8649
16382,504386,83527,1.21,40.4695,-86.8529
16383,504386,83527,1.09,40.4573,-86.8484
16384,504386,83527,0.74,40.4526,-86.8664
16385,504387,83527,1.11,38.822,-85.8704
16386,504387,83527,1.18,38.822,-85.8717
17262,489898,81638,0.0,37.93,-87.9
17263,489898,81638,1.07,37.9122,-87.9181
17264,489898,81638,1.19,37.9152,-87.9197
17265,489898,81638,0.61,37.9245,-87.9088
17266,489903,81638,2.37,38.3788,-87.6956
17267,489903,81638,2.95,38.3794,-87.5305
17268,489903,81638,2.93,38.4036,-87.5301
17269,489903,81638,2.41,38.395,-87.6812
17270,489905,81638,0.12,37.8998,-87.9322
17271,489905,81638,0.4,37.901,-87.9227
17272,489905,81638,0.52,37.9228,-87.9028
17273,489905,81638,0.66,37.9238,-87.9092
17274,489908,81638,1.14,38.413,-87.743
17275,489908,81638,0.91,38.4125,-87.7355
17276,489908,81638,2.13,38.3777,-87.7629
17277,489908,81638,2.31,38.382,-87.7679
17278,489909,81638,1.19,38.4971,-87.5325
17279,489909,81638,1.76,38.4958,-87.5044
17280,489909,81638,1.83,38.4982,-87.5055
17281,489909,81638,1.28,38.4983,-87.527
17282,489910,81638,1.11,38.5082,-87.2977
17283,489910,81638,2.17,38.5248,-87.2555
17284,489910,81638,1.98,38.5198,-87.2536
17285,489910,81638,0.7,38.5048,-87.2914
17316,489911,81641,1.1,38.494,-87.5396
17317,489911,81641,0.62,38.489,-87.5299
17318,489911,81641,1.5,38.497,-87.5129
17319,489911,81641,1.47,38.5009,-87.5246
17320,489912,81641,0.96,38.5106,-87.2915
17321,489912,81641,3.81,38.5463,-87.2417
17322,489912,81641,3.39,38.5364,-87.238
17323,489912,81641,0.39,38.5044,-87.2847
19076,532351,88245,0.0,40.0,-86.62
19077,532354,88245,1.38,39.7508,-86.5371
19078,532355,88245,1.27,39.76,-86.38
19079,532357,88245,1.48,39.95,-86.62
19080,532359,88245,1.48,39.85,-86.24
19081,532361,88245,0.53,39.72,-86.29
19082,532369,88245,0.26,39.7206,-86.2251
19083,532376,88245,0.51,39.8552,-86.0868
19084,536833,88245,0.78,39.6306,-86.1249
19085,536834,88245,1.16,39.6787,-86.1486
19086,536836,88245,1.02,39.6343,-86.1248
19087,536837,88246,0.69,39.52,-87.12
19088,536845,88246,1.38,39.5631,-87.1243
19089,536848,88246,3.24,39.5057,-87.2098
19090,536852,88246,0.54,39.2,-86.24
19091,536868,88247,1.49,39.9284,-86.0781
19092,536876,88248,2.61,40.18,-87.44
19093,536879,88248,1.26,40.13,-87.23
19094,536887,88248,0.87,39.64,-86.84
19095,536890,88248,0.87,39.64,-86.84
19096,536906,88248,1.27,39.71,-86.38
19097,536908,88248,1.38,39.95,-86.02
19098,536909,88248,0.53,39.95,-86.14
19099,536915,88249,0.87,40.14,-87.39
19100,536918,88249,2.6,39.7325,-86.8216
19101,536919,88249,0.87,39.19,-86.16
19102,536924,88250,0.87,39.66,-87.41
19103,536926,88250,0.69,40.34,-85.35
19104,536927,88250,0.0,40.3,-85.23
19105,536931,88250,2.95,40.1528,-87.4473
19106,536933,88250,0.0,39.62,-86.37
19107,536942,88251,3.91,40.0431,-86.1141
19108,536942,88251,3.92,40.0426,-86.1141
19109,536942,88251,3.81,40.0426,-86.1171
19110,536942,88251,3.78,40.0431,-86.1171
19111,536942,88251,3.86,40.0433,-86.1151
19112,536955,88251,0.03,39.78,-86.2506
19113,536914,88252,2.14,39.7271,-86.3806
19114,536914,88252,1.85,39.7223,-86.3805
19115,536914,88252,1.85,39.7226,-86.3811
19116,536914,88252,2.12,39.7271,-86.3811
19384,533729,88497,0.69,41.44,-86.0
19385,533730,88497,0.52,41.6,-86.27
19386,533731,88497,2.65,41.3583,-85.7
19387,533732,88497,0.69,41.68,-86.25
19388,533733,88497,3.49,41.45,-85.84
19389,533734,88497,0.0,41.4,-85.42
19390,533739,88497,2.67,41.3586,-85.7002
19391,533740,88497,2.19,41.28,-85.61
19392,533746,88497,0.86,41.24,-85.08
19393,533747,88497,0.69,41.21,-84.97
19394,533748,88497,1.04,40.88,-85.5
19395,533749,88497,0.69,41.34,-85.5
19396,533750,88497,0.69,41.34,-85.5
19397,533758,88497,2.08,41.34,-85.67
19398,533760,88497,0.0,41.23,-85.32
19399,533763,88497,2.07,41.18,-85.08
19400,533766,88497,0.0,40.83,-84.93
19401,533768,88497,1.73,41.17,-85.13
19402,541041,88497,0.99,40.7558,-85.4485
20509,530782,87955,0.82,41.5614,-87.5091
20510,530782,87955,1.21,41.5601,-87.5006
20511,530783,87955,0.62,41.6068,-87.0421
20512,530784,87955,1.59,41.5973,-87.515
20513,530838,87955,1.11,41.5849,-87.5119
20514,530838,87955,0.74,41.5831,-87.4937
20515,530840,87955,0.63,41.1887,-87.4537
20516,530840,87955,0.0,41.2,-87.35
20517,530841,87955,0.2,41.4183,-87.3731
20518,530841,87955,0.78,41.4153,-87.3564
20519,530842,87955,0.0,41.28,-87.42
20520,530842,87955,1.38,41.26,-87.35
20521,530843,87955,1.08,41.5344,-87.2708
20522,530843,87955,1.02,41.5315,-87.2496
20523,530844,87955,0.45,41.5758,-87.1933
20524,530844,87955,0.39,41.576,-87.1648
20525,530846,87955,0.73,41.2796,-87.2742
20526,530846,87955,1.74,41.2906,-87.2606
20527,530847,87955,0.69,41.48,-87.05
20528,531486,87955,8.47,41.2782,-87.5267
20529,531486,87955,8.44,41.2841,-87.508
20530,531493,87955,0.48,41.1863,-87.5263
20531,531493,87955,2.28,41.1832,-87.4064
20532,531494,87955,1.58,41.2609,-87.4869
20533,531494,87955,0.87,41.2723,-87.2965
20534,531590,87955,0.16,41.2784,-87.4677
20535,531590,87955,0.52,41.277,-87.4291
20536,531591,87955,0.58,41.2537,-87.4601
20537,531591,87955,1.98,41.2522,-87.4106
20538,531592,87955,2.38,41.1918,-87.4071
20539,531592,87955,1.22,41.1877,-87.3332
20540,531593,87955,0.83,41.1888,-87.2757
20541,531593,87955,0.33,41.2008,-87.1563
20542,531594,87955,1.96,41.223,-87.128
20543,531594,87955,2.66,41.224,-87.1099
20544,530786,87956,0.88,38.76,-87.31
20545,530792,87956,0.65,40.0295,-87.4499
20546,530792,87956,1.24,40.0328,-87.4665
20547,530792,87956,0.56,40.0536,-87.4705
20548,530792,87956,1.27,40.054,-87.4535
20549,531259,87956,2.24,38.9889,-86.94
20550,531259,87956,1.95,38.9956,-86.9385
20818,532206,88221,1.48,39.36,-85.09
21228,535531,88832,1.38,41.75,-85.98
21229,535532,88832,0.52,41.75,-86.11
22178,515213,85276,1.9,38.4239,-86.9474
22179,515214,85276,1.28,38.76,-85.38
22313,517647,85736,2.6,38.2144,-87.2558
22314,524462,85736,0.71,38.0043,-87.5919
22315,524462,85736,1.32,38.0135,-87.4972
22316,524462,85736,3.73,37.9558,-87.4405
22317,524462,85736,2.08,37.9431,-87.6544
22318,524463,85736,1.0,37.95,-87.4017
23186,515615,85009,0.87,39.96,-86.71
23187,515623,85009,1.02,38.8891,-87.1927
23188,515623,85009,1.03,38.8909,-87.1952
23189,515623,85009,1.33,38.8881,-87.1995
23190,515623,85009,1.32,38.8863,-87.197
23191,515624,85009,0.56,38.7549,-86.7583
23192,515624,85009,0.7,38.757,-86.7593
23193,515624,85009,0.56,38.7571,-86.755
23551,515624,85009,0.42,38.755,-86.7544
23552,515625,85009,1.06,40.4672,-87.0412
23553,515625,85009,1.1,40.4673,-87.0427
23554,515625,85009,1.05,40.4683,-87.0427
23555,515625,85009,1.0,40.4683,-87.0411
23556,515626,85009,1.59,39.9719,-86.1588
23557,515626,85009,1.53,39.971,-86.1593
23558,515626,85009,1.39,39.9706,-86.1532
23559,515626,85009,1.34,39.9716,-86.1529
23560,515627,85009,3.15,39.8852,-86.3194
23561,515627,85009,3.15,39.8853,-86.3182
23562,515627,85009,3.06,39.8868,-86.3179
23563,515627,85009,3.04,39.8867,-86.3197
23564,515628,85009,1.36,39.8626,-86.1178
23565,515628,85009,1.38,39.8626,-86.1172
23566,515628,85009,1.41,39.8622,-86.1171
23567,515628,85009,1.39,39.8622,-86.1178
23568,515629,85009,0.39,39.8444,-86.3997
23569,515629,85009,0.36,39.8449,-86.4014
23570,515629,85009,0.44,39.8439,-86.4019
23571,515629,85009,0.46,39.8434,-86.4001
23572,515632,85009,2.86,39.952,-86.2039
23573,515632,85009,2.86,39.9504,-86.2039
23574,515632,85009,2.8,39.9502,-86.2029
23575,515632,85009,2.81,39.9519,-86.2029
23576,515633,85009,2.18,39.9708,-86.0611
23577,515633,85009,1.86,39.9708,-86.0551
23578,515633,85009,1.99,39.9684,-86.0575
23579,515633,85009,2.23,39.969,-86.062
23580,515634,85009,1.99,39.6282,-86.2556
23581,515634,85009,2.05,39.6279,-86.2545
23582,515634,85009,2.07,39.6269,-86.2551
23583,515634,85009,2.03,39.6272,-86.2561
23584,515636,85009,1.46,39.3258,-86.6463
23585,515636,85009,1.59,39.3253,-86.6489
23586,515636,85009,1.47,39.3221,-86.6475
23587,515636,85009,1.31,39.3229,-86.6442
23588,541110,85009,1.89,38.9467,-86.928
23589,541110,85009,1.88,38.9464,-86.9283
23590,541110,85009,1.75,38.945,-86.9257
23591,541110,85009,1.78,38.9454,-86.9253
25040,524144,86003,1.03,41.55,-87.5
25041,524145,86003,0.4,41.5742,-87.4802
25042,524146,86003,0.68,41.5437,-87.5099
25043,524146,86003,0.78,41.5437,-87.5076
25044,524146,86003,0.91,41.5407,-87.5076
25349,512304,84847,2.0,38.4505,-87.1539
26448,512585,84878,0.92,38.4915,-87.5387
26449,512585,84878,1.7,38.5022,-87.5168
