EVENT_ID,BEGIN_DATE_TIME,BEGIN_LAT,BEGIN_LON,DAMAGE_CROPS,DAMAGE_PROPERTY,DEATHS_DIRECT,DEATHS_INDIRECT,END_DATE_TIME,END_LAT,END_LON,EPISODE_ID,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,MAGNITUDE,TOR_F_SCALE
5500134,2006-04-07 18:12:00,38.23,-86.23,0,0,0,0,2006-04-07 18:12:00,38.23,-86.23,1207821,Hail,0,0,1.25,
5500135,2006-04-07 18:16:00,38.22,-86.12,0,0,0,0,2006-04-07 18:16:00,38.22,-86.12,1207821,Hail,0,0,1.0,
5500136,2006-04-07 18:25:00,38.3,-85.97,0,0,0,0,2006-04-07 18:25:00,38.3,-85.97,1207821,Hail,0,0,0.75,
5500066,2006-04-07 15:10:00,38.77,-85.42,0,50000,0,0,2006-04-07 15:10:00,38.77,-85.42,1207821,Thunderstorm Wind,0,0,65.0,
5500067,2006-04-07 15:18:00,38.3,-86.95,0,0,0,0,2006-04-07 15:18:00,38.3,-86.95,1207821,Hail,0,0,1.0,
5500059,2006-04-07 14:31:00,38.3,-85.97,0,0,0,0,2006-04-07 14:31:00,38.3,-85.97,1207821,Hail,0,0,2.5,
5500060,2006-04-07 14:35:00,38.3,-85.8,0,0,0,0,2006-04-07 14:35:00,38.3,-85.8,1207821,Hail,0,0,1.75,
5500061,2006-04-07 14:42:00,38.53,-85.77,0,5000,0,0,2006-04-07 14:42:00,38.53,-85.77,1207821,Hail,0,0,2.5,
5500062,2006-04-07 14:42:00,38.48,-85.77,0,5000,0,0,2006-04-07 14:42:00,38.48,-85.77,1207821,Hail,0,0,2.0,
5500063,2006-04-07 14:48:00,38.45,-85.67,0,0,0,0,2006-04-07 14:48:00,38.45,-85.67,1207821,Hail,0,0,0.75,
5500064,2006-04-07 15:06:00,38.72,-85.47,0,0,0,0,2006-04-07 15:06:00,38.72,-85.47,1207821,Hail,0,0,0.75,
5500057,2006-04-07 14:29:00,38.35,-85.93,0,0,0,0,2006-04-07 14:29:00,38.35,-85.93,1207821,Hail,0,0,1.5,
5500058,2006-04-07 14:29:00,38.32,-85.87,0,0,0,0,2006-04-07 14:29:00,38.32,-85.87,1207821,Hail,0,0,0.88,
5500072,2006-04-07 17:01:00,38.4,-86.93,0,0,0,0,2006-04-07 17:01:00,38.4,-86.93,1207821,Hail,0,0,1.0,
5500073,2006-04-07 17:29:00,38.75,-85.8,0,0,0,0,2006-04-07 17:29:00,38.75,-85.8,1207821,Hail,0,0,1.5,
5500074,2006-04-07 17:41:00,38.8,-85.65,0,0,0,0,2006-04-07 17:41:00,38.8,-85.65,1207821,Hail,0,0,1.75,
5500075,2006-04-07 17:49:00,38.33,-86.52,0,0,0,0,2006-04-07 17:49:00,38.33,-86.52,1207821,Hail,0,0,1.0,
5500065,2006-04-07 15:10:00,38.77,-85.38,0,0,0,0,2006-04-07 15:10:00,38.77,-85.38,1207821,Hail,0,0,1.0,
5500076,2006-04-07 17:50:00,38.15,-86.63,0,0,0,0,2006-04-07 17:50:00,38.15,-86.63,1207821,Hail,0,0,1.25,
5500077,2006-04-07 17:52:00,38.73,-85.38,0,0,0,0,2006-04-07 17:52:00,38.73,-85.38,1207821,Hail,0,0,1.0,
5500078,2006-04-07 17:53:00,38.37,-86.35,0,0,0,0,2006-04-07 17:53:00,38.37,-86.35,1207821,Hail,0,0,1.0,
5500068,2006-04-07 15:30:00,38.67,-86.45,0,0,0,0,2006-04-07 15:30:00,38.67,-86.45,1207821,Hail,0,0,1.0,
5500069,2006-04-07 15:32:00,38.55,-86.47,0,0,0,0,2006-04-07 15:32:00,38.55,-86.47,1207821,Hail,0,0,0.75,
5500070,2006-04-07 15:35:00,38.63,-86.17,0,0,0,0,2006-04-07 15:35:00,38.63,-86.17,1207821,Hail,0,0,0.88,
5500071,2006-04-07 15:50:00,38.48,-86.92,0,0,0,0,2006-04-07 15:50:00,38.48,-86.92,1207821,Hail,0,0,0.75,
588493,2015-06-08 02:15:00,40.1818,-87.4915,1500,500,0,0,2015-06-08 04:00:00,40.1803,-87.4915,97855,Flood,0,0,0.0,
588518,2015-06-08 02:16:00,40.0824,-87.4961,1500,500,0,0,2015-06-08 04:00:00,40.0805,-87.4961,97855,Flood,0,0,0.0,
588366,2015-06-08 02:15:00,40.1323,-87.3531,1000,500,0,0,2015-06-08 04:00:00,40.132,-87.3532,97855,Flood,0,0,0.0,
521077,2014-05-11 18:39:00,41.5537,-87.4346,0,0,0,0,2014-05-11 22:00:00,41.5503,-87.4349,85997,Flood,0,0,0.0,
521083,2014-05-11 18:44:00,41.6557,-87.5144,0,0,0,0,2014-05-11 22:00:00,41.6549,-87.5144,85997,Flash Flood,0,0,0.0,
521084,2014-05-11 19:04:00,41.5719,-87.2613,0,0,0,0,2014-05-12 00:00:00,41.5692,-87.2611,85997,Flash Flood,0,0,0.0,
521085,2014-05-11 19:41:00,41.5499,-87.1842,0,0,0,0,2014-05-12 00:00:00,41.5432,-87.1842,85997,Flash Flood,0,0,0.0,
520949,2014-05-11 17:50:00,41.62,-87.42,0,0,0,0,2014-05-11 17:50:00,41.62,-87.42,85997,Thunderstorm Wind,0,0,68.0,
520950,2014-05-11 17:56:00,41.5682,-87.2616,0,0,0,0,2014-05-11 17:56:00,41.5682,-87.2616,85997,Thunderstorm Wind,0,0,60.0,
521070,2014-05-11 18:02:00,41.48,-87.33,0,0,0,0,2014-05-11 18:04:00,41.48,-87.33,85997,Hail,0,0,0.88,
521071,2014-05-11 18:10:00,41.6,-87.06,0,0,0,0,2014-05-11 18:10:00,41.6,-87.06,85997,Thunderstorm Wind,0,0,61.0,
521072,2014-05-11 18:15:00,41.66,-87.06,0,0,0,0,2014-05-11 18:15:00,41.66,-87.06,85997,Thunderstorm Wind,0,0,55.0,
521075,2014-05-11 18:27:00,41.57,-87.26,0,10000,0,0,2014-05-12 00:00:00,41.57,-87.2608,85997,Flash Flood,0,0,0.0,
521076,2014-05-11 18:30:00,41.5425,-87.1296,0,5000,0,0,2014-05-12 00:00:00,41.5416,-87.1296,85997,Flash Flood,0,0,0.0,
520951,2014-05-11 18:00:00,41.5506,-87.2083,0,50000,0,0,2014-05-11 18:00:00,41.5651,-87.2023,85997,Thunderstorm Wind,0,0,65.0,
5500148,2006-04-19 01:44:00,38.22,-86.87,0,0,0,0,2006-04-19 01:44:00,38.22,-86.87,1207826,Hail,0,0,1.0,
5500149,2006-04-19 01:51:00,38.43,-86.4,0,0,0,0,2006-04-19 01:51:00,38.43,-86.4,1207826,Hail,0,0,0.75,
5500146,2006-04-19 01:23:00,38.42,-87.0,0,0,0,0,2006-04-19 01:23:00,38.42,-87.0,1207826,Hail,0,0,0.75,
5500147,2006-04-19 01:27:00,38.45,-86.8,0,0,0,0,2006-04-19 01:27:00,38.45,-86.8,1207826,Hail,0,0,1.0,
5500150,2006-04-19 02:16:00,38.38,-85.77,0,0,0,0,2006-04-19 02:16:00,38.38,-85.77,1207826,Hail,0,0,0.75,
5500151,2006-04-19 02:20:00,38.37,-86.63,0,0,0,0,2006-04-19 02:20:00,38.37,-86.63,1207826,Hail,0,0,0.75,
5500152,2006-04-19 02:34:00,38.55,-86.47,0,0,0,0,2006-04-19 02:34:00,38.55,-86.47,1207826,Hail,0,0,0.75,
5500153,2006-04-19 02:38:00,38.32,-86.1,0,0,0,0,2006-04-19 02:38:00,38.32,-86.1,1207826,Hail,0,0,0.75,
5500154,2006-04-19 02:38:00,38.32,-85.77,0,0,0,0,2006-04-19 02:38:00,38.32,-85.77,1207826,Hail,0,0,1.0,
222608,2010-04-07 19:00:00,41.0546,-85.046,0,25000,0,0,2010-04-07 19:02:00,41.057,-85.0438,38162,Thunderstorm Wind,0,0,52.0,
166039,2009-05-30 19:42:00,38.25,-87.38,0,0,0,0,2009-05-30 19:42:00,38.25,-87.38,28225,Hail,0,0,1.0,
166040,2009-05-30 20:20:00,38.02,-87.03,0,0,0,0,2009-05-30 20:20:00,38.02,-87.03,28225,Hail,0,0,0.88,
98745,2008-05-09 16:00:00,38.7803,-86.156,5000,5000,0,0,2008-05-24 01:48:00,38.7677,-86.1647,17030,Flood,0,0,0.0,
98757,2008-05-12 04:40:00,38.8263,-87.25,5000,5000,0,0,2008-05-20 21:36:00,38.821,-87.228,17030,Flood,0,0,0.0,
98753,2008-05-12 00:30:00,38.92,-87.02,5000,5000,0,0,2008-05-19 10:08:00,38.9326,-87.0423,17030,Flood,0,0,0.0,
98759,2008-05-09 19:00:00,38.4947,-87.572,5000,5000,0,0,2008-05-25 11:53:00,38.4838,-87.5636,17030,Flood,0,0,0.0,
112692,2008-06-27 18:05:00,40.3245,-87.2656,2000,1000,0,0,2008-06-27 18:12:00,40.3255,-87.2606,19109,Tornado,0,0,0.0,EF0
112703,2008-06-27 18:35:00,39.418,-87.4235,0,1000,0,0,2008-06-27 20:30:00,39.418,-87.4098,19109,Flash Flood,0,0,0.0,
112737,2008-06-27 19:12:00,39.35,-86.6844,0,20000,0,0,2008-06-27 19:16:00,39.366,-86.6317,19109,Tornado,0,0,0.0,EF0
118634,2008-06-27 19:11:00,39.3528,-86.668,0,0,0,0,2008-06-27 19:11:00,39.3528,-86.668,19109,Thunderstorm Wind,0,0,55.0,
112636,2008-06-27 18:35:00,40.31,-86.87,0,0,0,0,2008-06-27 18:35:00,40.31,-86.87,19109,Thunderstorm Wind,0,0,52.0,
112637,2008-06-27 19:02:00,39.29,-86.96,0,0,0,0,2008-06-27 19:02:00,39.29,-86.96,19109,Thunderstorm Wind,0,0,50.0,
112638,2008-06-27 19:20:00,39.35,-86.67,0,0,0,0,2008-06-27 19:20:00,39.35,-86.67,19109,Thunderstorm Wind,0,0,50.0,
112641,2008-06-27 19:30:00,39.43,-86.43,0,0,0,0,2008-06-27 19:30:00,39.43,-86.43,19109,Thunderstorm Wind,0,0,50.0,
112642,2008-06-27 20:10:00,38.81,-86.95,0,0,0,0,2008-06-27 20:10:00,38.81,-86.95,19109,Thunderstorm Wind,0,0,50.0,
112742,2008-06-27 19:16:00,39.3675,-86.6308,0,50000,0,0,2008-06-27 19:17:00,39.3749,-86.6137,19109,Tornado,2,0,0.0,EF0
319602,2011-06-20 08:36:00,39.13,-85.3,0,0,0,0,2011-06-20 08:40:00,39.13,-85.3,53403,Hail,0,0,1.0,
319603,2011-06-20 08:35:00,39.13,-85.3,0,0,0,0,2011-06-20 08:39:00,39.13,-85.3,53403,Hail,0,0,0.88,
5434095,2005-06-04 15:25:00,41.5,-87.45,0,35000,0,0,2005-06-04 15:25:00,41.5,-87.45,1181175,Thunderstorm Wind,0,0,52.0,
5434093,2005-06-04 15:18:00,41.42,-87.37,0,0,0,0,2005-06-04 15:22:00,41.42,-87.37,1181175,Hail,0,0,0.88,
5434094,2005-06-04 15:20:00,41.42,-87.37,0,0,0,0,2005-06-04 15:20:00,41.42,-87.37,1181175,Thunderstorm Wind,0,0,55.0,
5434096,2005-06-04 15:44:00,41.43,-87.38,0,0,0,0,2005-06-04 18:00:00,41.43,-87.38,1181175,Flash Flood,0,0,0.0,
98751,2008-05-31 16:36:00,40.4621,-86.9012,5000,5000,0,0,2008-05-31 23:59:00,40.4605,-86.8778,17032,Flood,0,0,0.0,
100159,2008-05-31 10:53:00,39.7595,-87.3935,5000,5000,0,0,2008-05-31 23:59:00,39.7621,-87.3674,17032,Flood,0,0,0.0,
100160,2008-05-31 09:33:00,39.8,-87.37,5000,5000,0,0,2008-05-31 23:59:00,39.7684,-87.3633,17032,Flood,0,0,0.0,
190253,2009-08-10 16:34:00,38.97,-85.15,0,2000,0,0,2009-08-10 16:35:00,38.97,-85.15,32499,Thunderstorm Wind,0,0,50.0,
190255,2009-08-10 16:35:00,39.0776,-85.02,0,1000,0,0,2009-08-10 16:36:00,39.0776,-85.02,32499,Thunderstorm Wind,0,0,50.0,
5480599,2005-11-06 02:22:00,38.07,-87.08,0,10000,0,0,2005-11-06 02:24:00,38.1,-87.05,1201536,Tornado,0,0,0.0,F0
5480598,2005-11-06 02:03:00,37.95,-87.47,0,65000000,4,0,2005-11-06 02:22:00,38.1,-87.08,1201536,Tornado,30,0,0.0,F3
5480597,2005-11-06 01:54:00,37.95,-87.55,0,15000000,20,0,2005-11-06 02:03:00,37.95,-87.47,1201536,Tornado,200,0,0.0,F3
5480523,2005-11-06 01:45:00,37.87,-87.7,0,150000,0,0,2005-11-06 01:50:00,37.9,-87.6,1201536,Tornado,0,0,0.0,F3
5486658,2006-02-16 21:07:00,38.67,-87.17,0,0,0,0,2006-02-16 21:07:00,38.67,-87.17,1203635,Thunderstorm Wind,0,0,50.0,
5486659,2006-02-16 21:09:00,39.77,-86.45,0,0,0,0,2006-02-16 21:09:00,39.77,-86.45,1203635,Thunderstorm Wind,0,0,50.0,
5486660,2006-02-16 22:00:00,38.98,-86.48,0,1000,0,0,2006-02-16 22:00:00,38.98,-86.48,1203635,Thunderstorm Wind,0,0,50.0,
5486661,2006-02-16 22:00:00,38.95,-86.03,0,0,0,0,2006-02-16 22:00:00,38.95,-86.03,1203635,Thunderstorm Wind,0,0,50.0,
5486645,2006-02-16 19:46:00,39.4,-87.3,0,0,0,0,2006-02-16 19:46:00,39.4,-87.3,1203635,Thunderstorm Wind,0,0,57.0,
5486653,2006-02-16 21:15:00,38.97,-86.48,0,0,0,0,2006-02-16 21:15:00,38.97,-86.48,1203635,Thunderstorm Wind,0,0,61.0,
5486654,2006-02-16 21:50:00,39.33,-85.97,0,0,0,0,2006-02-16 21:50:00,39.33,-85.97,1203635,Thunderstorm Wind,0,0,52.0,
5486655,2006-02-16 19:25:00,40.62,-86.53,0,3000,0,0,2006-02-16 19:25:00,40.62,-86.53,1203635,Thunderstorm Wind,0,0,50.0,
5486656,2006-02-16 20:10:00,39.53,-87.12,0,0,0,0,2006-02-16 20:10:00,39.53,-87.12,1203635,Thunderstorm Wind,0,0,50.0,
5486657,2006-02-16 20:59:00,39.03,-86.83,0,0,0,0,2006-02-16 20:59:00,39.03,-86.83,1203635,Thunderstorm Wind,0,0,50.0,
5486646,2006-02-16 19:50:00,39.42,-87.4,0,0,0,0,2006-02-16 19:52:00,39.42,-87.4,1203635,Hail,0,0,0.75,
5486647,2006-02-16 19:59:00,39.5,-87.27,0,0,0,0,2006-02-16 19:59:00,39.5,-87.27,1203635,Thunderstorm Wind,0,0,52.0,
5486650,2006-02-16 20:35:00,38.58,-87.55,0,50000,0,0,2006-02-16 20:37:00,38.6,-87.47,1203635,Thunderstorm Wind,0,0,70.0,
5486651,2006-02-16 20:40:00,40.17,-86.02,0,0,0,0,2006-02-16 20:42:00,40.17,-86.02,1203635,Hail,0,0,0.75,
5486652,2006-02-16 20:55:00,39.85,-86.4,0,12000,0,0,2006-02-16 20:55:00,39.85,-86.4,1203635,Thunderstorm Wind,0,0,56.0,
5486648,2006-02-16 20:09:00,39.1,-87.42,0,0,0,0,2006-02-16 20:11:00,39.1,-87.42,1203635,Hail,0,0,0.75,
5486649,2006-02-16 20:30:00,40.0,-86.35,0,0,0,0,2006-02-16 20:30:00,40.0,-86.35,1203635,Thunderstorm Wind,0,0,52.0,
5486570,2006-02-16 19:54:00,39.43,-87.37,0,1500000,0,0,2006-02-16 19:59:00,39.45,-87.3,1203635,Tornado,0,0,0.0,F1
5486571,2006-02-16 19:45:00,40.13,-86.95,0,0,0,0,2006-02-16 19:45:00,40.13,-86.95,1203635,Thunderstorm Wind,0,0,50.0,
521235,2014-06-20 15:12:00,39.43,-85.03,0,0,0,0,2014-06-20 15:16:00,39.43,-85.03,86344,Thunderstorm Wind,0,0,50.0,
521237,2014-06-24 16:00:00,39.83,-84.9,0,5000,0,0,2014-06-24 16:04:00,39.83,-84.9,86345,Thunderstorm Wind,0,0,50.0,
646789,2016-06-20 16:56:00,40.53,-86.87,0,1000,0,0,2016-06-20 16:56:00,40.53,-86.87,106594,Thunderstorm Wind,0,0,52.0,
646790,2016-06-20 17:14:00,40.42,-86.6,0,7000,0,0,2016-06-20 17:14:00,40.42,-86.6,106594,Thunderstorm Wind,0,0,56.0,
646851,2016-06-20 18:00:00,40.18,-86.68,0,5000,0,0,2016-06-20 18:00:00,40.18,-86.68,106594,Thunderstorm Wind,0,0,61.0,
646858,2016-06-20 18:34:00,40.13,-85.9254,0,1000,0,0,2016-06-20 18:34:00,40.13,-85.9254,106594,Thunderstorm Wind,0,0,52.0,
5457316,2005-06-10 18:15:00,41.6,-86.72,0,0,0,0,2005-06-10 18:15:00,41.6,-86.72,1191350,Hail,0,0,0.75,
5457317,2005-06-10 18:45:00,41.6,-86.72,0,0,0,0,2005-06-10 18:51:00,41.72,-86.9,1191350,Thunderstorm Wind,0,0,60.0,
5507189,2006-05-28 17:00:00,38.3,-85.8,0,0,0,0,2006-05-28 17:00:00,38.3,-85.8,1209653,Thunderstorm Wind,0,0,50.0,
5507190,2006-05-28 17:00:00,38.35,-85.8,0,0,0,0,2006-05-28 17:00:00,38.35,-85.8,1209653,Thunderstorm Wind,0,0,50.0,
5507109,2006-05-24 20:40:00,38.45,-86.8,0,0,0,0,2006-05-24 20:40:00,38.45,-86.8,1209650,Hail,0,0,0.75,
5507110,2006-05-24 20:53:00,38.55,-86.62,0,0,0,0,2006-05-24 20:53:00,38.55,-86.62,1209650,Hail,0,0,0.75,
168533,2009-04-29 18:15:00,39.0574,-86.9769,0,0,0,0,2009-04-30 23:59:00,39.0605,-86.9675,28646,Flood,0,0,0.0,
168542,2009-04-30 14:00:00,38.8202,-87.2448,0,0,0,0,2009-04-30 23:59:00,38.8336,-87.182,28646,Flood,0,0,0.0,
168545,2009-04-30 07:30:00,38.956,-86.9973,0,0,0,0,2009-04-30 23:59:00,38.9558,-86.9885,28646,Flood,0,0,0.0,
168504,2009-04-30 20:30:00,39.8872,-87.3844,0,0,0,0,2009-04-30 23:59:00,39.865,-87.3413,28646,Flood,0,0,0.0,
168506,2009-04-30 20:30:00,39.8872,-87.3844,0,0,0,0,2009-04-30 23:59:00,39.865,-87.3413,28646,Flood,0,0,0.0,
168537,2009-04-30 14:00:00,38.8202,-87.2448,0,0,0,0,2009-04-30 23:59:00,38.8336,-87.182,28646,Flood,0,0,0.0,
168513,2009-04-30 19:30:00,38.6821,-87.5435,0,0,0,0,2009-04-30 23:59:00,38.6991,-87.52,28646,Flood,0,0,0.0,
5507191,2006-05-30 14:40:00,38.48,-86.17,0,0,0,0,2006-05-30 14:40:00,38.48,-86.17,1209654,Thunderstorm Wind,0,0,50.0,
1469,2006-10-04 17:10:00,40.1,-85.68,0,0,0,0,2006-10-04 17:12:00,40.1,-85.68,366,Hail,0,0,0.75,
1470,2006-10-04 17:52:00,40.17,-85.5,0,0,0,0,2006-10-04 17:54:00,40.17,-85.5,366,Hail,0,0,0.75,
1471,2006-10-04 17:53:00,40.17,-85.4,0,0,0,0,2006-10-04 17:56:00,40.17,-85.4,366,Hail,0,0,0.75,
1472,2006-10-04 17:54:00,40.18,-85.4,0,0,0,0,2006-10-04 17:56:00,40.18,-85.4,366,Hail,0,0,0.75,
1473,2006-10-04 17:56:00,40.18,-85.4,0,0,0,0,2006-10-04 18:02:00,40.18,-85.4,366,Hail,0,0,0.88,
1476,2006-10-04 18:21:00,39.78,-85.45,0,0,0,0,2006-10-04 18:23:00,39.78,-85.45,366,Hail,0,0,1.0,
1480,2006-10-04 18:30:00,39.75,-85.45,0,0,0,0,2006-10-04 18:32:00,39.75,-85.45,366,Hail,0,0,1.0,
1483,2006-10-04 18:16:00,39.8,-85.62,0,0,0,0,2006-10-04 18:16:00,39.8,-85.62,366,Thunderstorm Wind,0,0,50.0,
1485,2006-10-04 18:35:00,39.77,-85.37,0,0,0,0,2006-10-04 18:35:00,39.77,-85.37,366,Thunderstorm Wind,0,0,50.0,
1487,2006-10-04 17:13:00,39.97,-86.02,0,50000,0,0,2006-10-04 17:13:00,39.97,-86.02,366,Lightning,0,0,0.0,
1488,2006-10-04 17:56:00,40.18,-85.4,0,0,0,0,2006-10-04 17:56:00,40.18,-85.4,366,Hail,0,0,1.0,
1491,2006-10-03 01:44:00,40.36,-86.87,0,10000,0,0,2006-10-03 01:44:00,40.36,-86.87,366,Thunderstorm Wind,1,0,50.0,
1468,2006-10-04 18:00:00,39.97,-86.02,0,0,0,0,2006-10-04 19:00:00,39.97,-86.02,366,Flash Flood,0,0,0.0,
1484,2006-10-04 18:30:00,39.76,-85.57,0,10000,0,0,2006-10-04 18:30:00,39.76,-85.57,366,Thunderstorm Wind,0,0,50.0,
1474,2006-10-04 18:00:00,40.18,-85.42,0,0,0,0,2006-10-04 18:02:00,40.18,-85.42,366,Hail,0,0,1.0,
5509379,2006-05-25 16:40:00,39.42,-85.03,0,0,0,0,2006-05-25 16:43:00,39.42,-85.03,1210753,Hail,0,0,0.75,
5509380,2006-05-25 15:06:00,39.87,-85.17,0,6000,0,0,2006-05-25 15:10:00,39.87,-85.17,1210753,Hail,0,0,1.25,
5509381,2006-05-25 16:20:00,39.45,-85.13,0,0,0,0,2006-05-25 16:24:00,39.45,-85.13,1210753,Hail,0,0,0.88,
5509382,2006-05-25 16:36:00,39.42,-85.02,0,0,0,0,2006-05-25 16:39:00,39.42,-85.02,1210753,Hail,0,0,0.88,
5509383,2006-05-25 17:10:00,39.65,-85.13,0,3000,0,0,2006-05-25 17:14:00,39.65,-85.13,1210753,Thunderstorm Wind,0,0,50.0,
599842,2015-08-17 16:30:00,40.75,-86.07,0,0,0,0,2015-08-17 16:31:00,40.75,-86.07,100144,Thunderstorm Wind,0,0,50.0,
599845,2015-08-17 18:00:00,41.37,-85.82,0,0,0,0,2015-08-17 18:01:00,41.37,-85.82,100144,Thunderstorm Wind,0,0,50.0,
599849,2015-08-17 15:25:00,41.4,-85.71,0,0,0,0,2015-08-17 15:26:00,41.4,-85.71,100144,Thunderstorm Wind,0,0,52.0,
599864,2015-08-17 20:55:00,41.3891,-85.7071,0,0,0,0,2015-08-17 20:55:00,41.3891,-85.7071,100144,Heavy Rain,0,0,0.0,
5493513,2006-03-12 06:44:00,39.52,-86.38,0,100000,0,0,2006-03-15 14:23:00,39.52,-86.38,1205610,Flood,0,0,0.0,
5493514,2006-03-09 23:19:00,39.28,-86.77,0,100000,0,0,2006-03-17 08:46:00,39.28,-86.77,1205610,Flood,0,0,0.0,
5493516,2006-03-09 20:41:00,38.78,-87.2,0,100000,0,0,2006-03-20 20:00:00,38.78,-87.2,1205610,Flood,0,0,0.0,
5493517,2006-03-09 20:40:00,38.52,-87.52,0,100000,0,0,2006-03-26 00:52:00,38.52,-87.52,1205610,Flood,0,0,0.0,
5493515,2006-03-09 17:20:00,38.92,-87.02,0,100000,0,0,2006-03-19 04:21:00,38.92,-87.02,1205610,Flood,0,0,0.0,
452650,2013-07-10 12:57:00,38.33,-86.46,0,0,0,0,2013-07-10 12:57:00,38.33,-86.46,74858,Thunderstorm Wind,0,0,52.0,
452651,2013-07-10 13:12:00,38.5,-86.02,0,0,0,0,2013-07-10 13:12:00,38.5,-86.02,74858,Thunderstorm Wind,0,0,52.0,
452652,2013-07-10 13:25:00,38.47,-85.95,0,0,0,0,2013-07-10 13:25:00,38.47,-85.95,74858,Thunderstorm Wind,0,0,52.0,
452653,2013-07-10 13:25:00,38.21,-86.13,0,0,0,0,2013-07-10 13:25:00,38.21,-86.13,74858,Thunderstorm Wind,0,0,52.0,
452658,2013-07-10 13:44:00,38.32,-85.87,0,0,0,0,2013-07-10 13:44:00,38.32,-85.87,74858,Thunderstorm Wind,0,0,52.0,
639779,2016-06-14 14:05:00,38.79,-86.41,0,5000,0,0,2016-06-14 14:05:00,38.79,-86.41,106593,Thunderstorm Wind,0,0,52.0,
405626,2012-07-18 15:00:00,39.01,-85.82,0,0,0,0,2012-07-18 15:02:00,39.01,-85.82,67289,Hail,0,0,1.0,
405937,2012-07-18 16:55:00,40.39,-86.09,0,750,0,0,2012-07-18 16:55:00,40.39,-86.09,67289,Thunderstorm Wind,0,0,52.0,
405628,2012-07-18 16:31:00,40.2751,-86.0685,0,0,0,0,2012-07-18 16:31:00,40.2751,-86.0685,67289,Thunderstorm Wind,0,0,52.0,
405629,2012-07-18 16:47:00,38.61,-87.35,0,0,0,0,2012-07-18 16:49:00,38.61,-87.35,67289,Hail,0,0,0.88,
405936,2012-07-18 13:16:00,39.6904,-86.2693,0,1000,0,0,2012-07-18 13:16:00,39.6904,-86.2693,67289,Thunderstorm Wind,0,0,52.0,
337209,2011-09-27 11:56:00,41.4418,-85.9718,0,10000,0,0,2011-09-27 11:58:00,41.4499,-85.9702,56212,Tornado,0,0,0.0,EF0
114363,2008-06-03 10:27:00,38.9681,-86.6851,0,120000,0,0,2008-06-03 10:40:00,38.9111,-86.3998,19358,Tornado,1,0,0.0,EF1
114360,2008-06-03 10:10:00,39.03,-86.88,0,50000,0,0,2008-06-03 10:27:00,38.9685,-86.6845,19358,Tornado,0,0,0.0,EF1
114364,2008-06-03 10:46:00,38.91,-86.46,0,20000,0,0,2008-06-03 10:46:00,38.91,-86.46,19358,Thunderstorm Wind,0,0,60.0,
114338,2008-06-03 10:25:00,39.0601,-86.5263,0,0,0,0,2008-06-03 10:25:00,39.0601,-86.5263,19358,Thunderstorm Wind,0,0,50.0,
114340,2008-06-03 10:30:00,39.4736,-87.0673,0,2000,0,0,2008-06-03 14:45:00,39.4752,-87.079,19358,Flash Flood,0,0,0.0,
114342,2008-06-03 10:31:00,39.06,-86.9,0,25000,0,0,2008-06-03 10:31:00,39.06,-86.9,19358,Thunderstorm Wind,0,0,60.0,
114348,2008-06-03 13:42:00,39.21,-85.91,0,40000,0,0,2008-06-03 13:42:00,39.21,-85.91,19358,Thunderstorm Wind,0,0,65.0,
114386,2008-06-03 13:30:00,39.5277,-86.2682,0,20000,0,0,2008-06-03 13:32:00,39.5263,-86.261,19358,Tornado,0,0,0.0,EF0
114404,2008-06-03 13:50:00,38.88,-86.03,0,15000,0,0,2008-06-03 13:50:00,38.88,-86.03,19358,Thunderstorm Wind,0,0,65.0,
114333,2008-06-03 09:15:00,39.81,-87.49,0,2000,0,0,2008-06-03 13:45:00,39.8094,-87.4958,19358,Flash Flood,0,0,0.0,
114335,2008-06-03 09:15:00,39.81,-87.51,0,2000,0,0,2008-06-03 13:45:00,39.8132,-87.5107,19358,Flash Flood,0,0,0.0,
114336,2008-06-03 09:20:00,39.75,-87.36,0,2000,0,0,2008-06-03 13:45:00,39.7576,-87.3558,19358,Flash Flood,0,0,0.0,
114337,2008-06-03 09:30:00,39.64,-86.84,0,5000,0,0,2008-06-03 13:45:00,39.637,-86.8567,19358,Flash Flood,0,0,0.0,
114398,2008-06-03 13:42:00,39.15,-85.93,0,50000,0,0,2008-06-03 13:42:00,39.15,-85.93,19358,Thunderstorm Wind,0,0,65.0,
114399,2008-06-03 13:42:00,39.2143,-85.9674,0,10000,0,0,2008-06-03 13:42:00,39.2143,-85.9674,19358,Thunderstorm Wind,0,0,65.0,
114334,2008-06-03 09:15:00,39.66,-87.41,0,20000,0,0,2008-06-03 13:45:00,39.6512,-87.4075,19358,Flash Flood,0,0,0.0,
114403,2008-06-03 14:20:00,39.0,-85.63,0,0,0,0,2008-06-03 14:20:00,39.0,-85.63,19358,Thunderstorm Wind,0,0,65.0,
469009,2013-07-01 18:35:00,39.087,-86.1559,1000,2000,0,0,2013-07-01 21:30:00,39.0863,-86.1567,77742,Flash Flood,0,0,0.0,
469015,2013-07-01 18:41:00,39.0713,-86.1443,500,500,0,0,2013-07-01 21:30:00,39.0713,-86.1456,77742,Flash Flood,0,0,0.0,
469019,2013-07-01 18:42:00,39.0427,-86.1478,500,2000,0,0,2013-07-01 21:30:00,39.0416,-86.1476,77742,Flash Flood,0,0,0.0,
