,Unnamed: 0,DRUNK_DR,FATALS,LATITUDE,LONGITUD,STATE,DATE
5595,13804,1.0,1.0,39.16724167,-84.91215833,18.0,2007-12-21
5597,13806,0.0,3.0,37.977075,-87.54742778,18.0,2007-12-02
5599,13808,0.0,1.0,39.94453056,-86.62579444,18.0,2007-12-27
5601,13810,0.0,1.0,39.36336944,-85.89334444,18.0,2007-12-22
5606,13815,0.0,1.0,39.77438611,-86.12301667,18.0,2007-12-31
5608,13817,1.0,1.0,39.03180833,-85.64023333,18.0,2007-12-24
5610,13819,0.0,1.0,39.49617778,-86.68743611,18.0,2007-05-19
5611,13820,0.0,1.0,38.27801667,-86.86459167,18.0,2007-11-18
5613,13822,0.0,1.0,39.47606389,-87.34471111,18.0,2007-09-27
5615,13824,0.0,1.0,39.502275,-85.29840278,18.0,2007-10-26
5616,13825,0.0,1.0,39.44926111,-87.12643333,18.0,2007-11-08
5617,13826,0.0,1.0,39.81586667,-85.04258611,18.0,2007-11-11
5618,13827,0.0,1.0,39.50874167,-87.37913056,18.0,2007-09-20
5619,13828,0.0,1.0,39.14307778,-86.06828056,18.0,2007-11-10
5621,13830,0.0,1.0,38.97389722,-86.70189722,18.0,2007-08-12
5622,13831,0.0,1.0,39.80353056,-85.76932778,18.0,2007-05-19
5625,13834,0.0,1.0,39.74171111,-86.13959444,18.0,2007-04-13
5626,13835,0.0,1.0,39.80991944,-86.19143611,18.0,2007-05-01
5628,11772,0.0,1.0,38.6194,-87.535,18.0,2008-01-01
5633,11777,0.0,1.0,38.3152,-85.6728,18.0,2008-01-04
5634,11778,0.0,1.0,39.6807,-86.3391,18.0,2008-01-05
5635,11779,0.0,1.0,39.4562,-87.4758,18.0,2008-01-05
5636,11780,0.0,1.0,39.781,-86.2653,18.0,2008-01-04
5637,11781,0.0,1.0,38.0237,-87.5739,18.0,2008-01-07
5638,11782,0.0,1.0,38.4758,-85.5995,18.0,2008-01-09
5641,11785,1.0,1.0,39.8886,-85.1437,18.0,2008-01-13
5642,11786,0.0,1.0,38.6607,-86.095,18.0,2008-01-08
5645,11789,0.0,1.0,38.6528,-86.3163,18.0,2008-01-21
5646,11790,0.0,1.0,38.9153,-85.0234,18.0,2008-01-10
5648,11792,0.0,1.0,39.7547,-86.102,18.0,2008-01-24
5650,11794,0.0,1.0,39.0128,-85.5636,18.0,2008-01-22
5653,11797,0.0,1.0,38.6889,-85.7885,18.0,2008-01-24
5657,11801,0.0,1.0,38.4443,-85.8553,18.0,2008-01-28
5659,11803,0.0,1.0,38.6795,-85.7872,18.0,2008-01-24
5660,11804,0.0,1.0,38.3579,-85.7868,18.0,2008-01-29
5661,11805,0.0,1.0,39.1657,-86.583,18.0,2008-01-23
5662,11806,0.0,1.0,39.7436,-86.1874,18.0,2008-01-31
5665,11809,2.0,1.0,39.8199,-86.1217,18.0,2008-01-25
5666,11810,0.0,1.0,39.0144,-85.6634,18.0,2008-02-01
5671,11815,1.0,1.0,39.6033,-85.4018,18.0,2008-02-04
5672,11816,0.0,1.0,39.5811,-86.9046,18.0,2008-02-04
5673,11817,0.0,1.0,39.6164,-85.48,18.0,2008-02-08
5675,11819,1.0,1.0,39.7269,-86.0529,18.0,2008-02-10
5680,11824,0.0,1.0,37.9781,-87.6039,18.0,2008-02-10
5681,11825,0.0,1.0,39.2539,-85.8949,18.0,2008-02-06
5682,11826,1.0,1.0,38.8607,-85.6439,18.0,2008-02-10
5684,11828,0.0,2.0,39.5706,-86.2891,18.0,2008-02-04
5685,11829,1.0,1.0,39.8121,-86.1796,18.0,2008-02-04
5687,11831,0.0,1.0,39.7648,-86.3998,18.0,2008-02-12
5688,11832,0.0,1.0,39.593,-86.4222,18.0,2008-02-14
5689,11833,0.0,1.0,39.8108,-86.0951,18.0,2008-02-16
5691,11835,1.0,1.0,39.6937,-86.0979,18.0,2008-02-16
5704,11848,0.0,1.0,39.7774,-87.398,18.0,2008-02-22
5705,11849,0.0,1.0,38.0013,-86.8538,18.0,2008-02-22
5706,11850,0.0,1.0,39.7647,-86.2117,18.0,2008-02-22
5710,11854,0.0,1.0,39.9236,-86.90299999999998,18.0,2008-02-25
5711,11855,0.0,1.0,38.7433,-85.7822,18.0,2008-02-22
5713,11857,0.0,1.0,38.9933,-86.1133,18.0,2008-03-01
5715,11859,2.0,1.0,39.6748,-86.1584,18.0,2008-02-24
5716,11860,0.0,2.0,39.5943,-86.0876,18.0,2008-02-29
5718,11862,1.0,1.0,38.3383,-86.4886,18.0,2008-01-07
5720,11864,1.0,1.0,39.6714,-86.2695,18.0,2008-03-03
5723,11867,1.0,1.0,39.8463,-86.2118,18.0,2008-03-02
5726,11870,0.0,1.0,39.0429,-87.1816,18.0,2008-02-15
5730,11874,0.0,1.0,38.1851,-86.7979,18.0,2008-02-27
5731,11875,1.0,1.0,39.8871,-86.29299999999998,18.0,2008-03-02
5732,11876,1.0,1.0,38.3749,-85.8554,18.0,2008-02-13
5735,11879,0.0,1.0,39.3973,-86.6817,18.0,2008-02-29
5736,11880,1.0,1.0,38.4212,-87.6304,18.0,2008-03-07
5737,11881,0.0,1.0,38.2992,-85.9873,18.0,2008-03-09
5738,11882,0.0,1.0,38.5453,-86.4435,18.0,2008-03-08
5740,11884,0.0,1.0,39.6668,-86.09100000000002,18.0,2008-03-04
5741,11885,0.0,1.0,38.0391,-86.0846,18.0,2008-03-13
5742,11886,0.0,1.0,39.9521,-85.7643,18.0,2008-03-10
5743,11887,0.0,1.0,38.4821,-85.5888,18.0,2008-03-14
5744,11888,0.0,1.0,39.6116,-86.4857,18.0,2008-03-15
5747,11891,1.0,1.0,39.5858,-86.1253,18.0,2008-03-22
5750,11894,0.0,1.0,39.8259,-86.0268,18.0,2008-03-21
5751,11895,0.0,1.0,39.0432,-86.8263,18.0,2008-03-10
5752,11896,1.0,1.0,38.3847,-87.5535,18.0,2008-03-21
5753,11897,0.0,1.0,39.8056,-86.0553,18.0,2008-02-24
5754,11898,0.0,1.0,39.0845,-87.4096,18.0,2008-03-24
5755,11899,0.0,1.0,39.8978,-86.0929,18.0,2008-03-25
5756,11900,1.0,1.0,39.8182,-86.0648,18.0,2008-02-24
5763,11907,0.0,1.0,39.4902,-87.414,18.0,2008-04-01
5764,11908,0.0,1.0,39.1186,-85.7585,18.0,2008-03-20
5767,11911,0.0,2.0,39.957,-85.8028,18.0,2008-03-22
5770,11914,1.0,1.0,39.2158,-87.3701,18.0,2008-03-30
5771,11915,0.0,1.0,39.9452,-86.3514,18.0,2008-03-31
5772,11916,0.0,1.0,39.7531,-87.2463,18.0,2008-04-02
5774,11918,0.0,1.0,39.3759,-87.3238,18.0,2008-04-05
5776,11920,0.0,2.0,38.3054,-87.09100000000002,18.0,2008-03-25
5778,11922,1.0,1.0,39.1648,-86.429,18.0,2008-04-06
5780,11924,0.0,2.0,38.8729,-85.0134,18.0,2008-04-02
5781,11925,0.0,1.0,39.8715,-86.2032,18.0,2008-02-14
5782,11926,0.0,1.0,39.3322,-86.2608,18.0,2008-04-06
5783,11927,0.0,1.0,38.6053,-86.1008,18.0,2008-03-20
5787,11931,0.0,1.0,39.7092,-87.4931,18.0,2008-03-31
5788,11932,1.0,1.0,38.2658,-85.9338,18.0,2008-04-06
5790,11934,0.0,1.0,39.5976,-85.9255,18.0,2008-04-06
5791,11935,1.0,1.0,39.8096,-86.228,18.0,2008-04-11
5793,11937,0.0,1.0,39.5568,-86.6777,18.0,2008-04-10
5796,11940,0.0,1.0,39.677,-86.2824,18.0,2008-04-18
5797,11941,0.0,1.0,39.7939,-85.561,18.0,2008-03-28
5798,11942,0.0,1.0,39.503,-84.9475,18.0,2008-03-26
5799,11943,1.0,1.0,39.3212,-84.9568,18.0,2008-04-19
5802,11946,0.0,1.0,38.2997,-85.7254,18.0,2008-04-24
5805,11949,0.0,1.0,39.6874,-86.5599,18.0,2008-04-26
5809,11953,0.0,1.0,38.3719,-86.3331,18.0,2008-04-27
5810,11954,0.0,1.0,38.9355,-85.5678,18.0,2008-04-30
5811,11955,0.0,2.0,39.7655,-86.2065,18.0,2008-05-02
5814,11958,1.0,2.0,39.8249,-86.1711,18.0,2008-04-19
5819,11963,0.0,1.0,39.6752,-85.0544,18.0,2008-05-07
5821,11965,0.0,1.0,39.6869,-86.3899,18.0,2008-04-20
5822,11966,0.0,1.0,39.317,-85.3221,18.0,2008-04-25
5825,11969,0.0,2.0,39.655,-87.3746,18.0,2008-05-09
5828,11972,0.0,2.0,37.9769,-87.4507,18.0,2008-05-12
5829,11973,2.0,1.0,39.7197,-86.1488,18.0,2008-05-12
5830,11974,0.0,1.0,39.6946,-86.2692,18.0,2008-05-16
5832,11976,0.0,1.0,37.9004,-87.2243,18.0,2008-05-17
5833,11977,0.0,1.0,38.3651,-86.9424,18.0,2008-05-18
5835,11979,0.0,1.0,38.4889,-85.9884,18.0,2008-05-03
5837,11981,0.0,1.0,39.4016,-87.4518,18.0,2008-05-11
5839,11983,0.0,1.0,39.403,-85.5566,18.0,2008-05-12
5841,11985,1.0,1.0,39.8608,-86.2411,18.0,2008-05-18
5842,11986,0.0,1.0,39.6989,-86.1499,18.0,2008-05-13
5843,11987,1.0,1.0,39.6678,-86.5232,18.0,2008-05-25
5845,11989,0.0,1.0,38.0271,-87.3532,18.0,2008-05-28
5847,11991,2.0,1.0,39.8505,-86.241,18.0,2008-05-29
5852,11996,0.0,1.0,39.2821,-86.7151,18.0,2008-05-27
5855,11999,0.0,1.0,38.9278,-86.59100000000002,18.0,2008-05-24
5858,12002,1.0,2.0,39.3515,-85.4917,18.0,2008-06-01
5861,12005,1.0,1.0,39.7872,-86.2579,18.0,2008-05-22
5862,12006,1.0,1.0,38.9486,-85.881,18.0,2008-06-02
5863,12007,0.0,1.0,39.2264,-85.772,18.0,2008-05-20
5869,12013,0.0,1.0,38.9763,-86.927,18.0,2008-05-20
5870,12014,0.0,1.0,39.6124,-86.0762,18.0,2008-05-28
5871,12015,1.0,1.0,39.9059,-86.1168,18.0,2008-05-30
5872,12016,1.0,1.0,39.8245,-86.1805,18.0,2008-06-08
5874,12018,0.0,1.0,39.7533,-86.1456,18.0,2008-06-14
5876,12020,0.0,1.0,39.7738,-86.1422,18.0,2008-06-15
5877,12021,0.0,1.0,39.7886,-86.1123,18.0,2008-06-14
5878,12022,0.0,1.0,39.9692,-85.3324,18.0,2008-06-04
5879,12023,0.0,1.0,39.7076,-86.0829,18.0,2008-06-03
5880,12024,0.0,1.0,39.9583,-85.5191,18.0,2008-06-08
5881,12025,1.0,1.0,38.0032,-87.6029,18.0,2008-06-01
5882,12026,0.0,1.0,39.1689,-85.9583,18.0,2008-06-08
5884,12028,0.0,1.0,39.9622,-86.1139,18.0,2008-06-19
5887,12031,1.0,1.0,39.3474,-85.9093,18.0,2008-06-17
5888,12032,0.0,1.0,37.981,-87.896,18.0,2008-06-04
5890,12034,1.0,1.0,39.5078,-86.0392,18.0,2008-06-21
5891,12035,0.0,1.0,39.416,-84.9843,18.0,2008-05-27
5892,12036,0.0,1.0,39.3858,-84.98,18.0,2008-06-04
5893,12037,1.0,3.0,39.8281,-85.7963,18.0,2008-05-18
5894,12038,0.0,1.0,38.0029,-87.5998,18.0,2008-06-19
5895,12039,1.0,1.0,39.9582,-84.91799999999998,18.0,2008-06-19
5896,12040,0.0,1.0,38.8128,-86.5166,18.0,2008-06-25
5897,12041,1.0,1.0,38.4177,-86.1464,18.0,2008-06-15
5898,12042,0.0,1.0,39.9124,-86.1601,18.0,2008-06-25
5899,12043,1.0,1.0,39.7813,-86.1211,18.0,2008-06-25
5902,12046,1.0,1.0,38.861,-86.5205,18.0,2008-06-29
5903,12047,0.0,1.0,38.7336,-85.3842,18.0,2008-06-17
5908,12052,0.0,2.0,38.6127,-87.1661,18.0,2008-06-26
5910,12054,2.0,1.0,39.8111,-86.0943,18.0,2008-07-01
5913,12057,0.0,1.0,39.7635,-86.3619,18.0,2008-06-30
5918,12062,1.0,1.0,39.821,-85.7806,18.0,2008-06-09
5922,12066,0.0,1.0,39.6543,-86.6696,18.0,2008-07-07
5928,12072,0.0,1.0,38.0322,-87.3653,18.0,2008-07-08
5930,12074,0.0,2.0,38.104,-87.0333,18.0,2008-07-09
5931,12075,1.0,1.0,39.7708,-86.0737,18.0,2008-06-28
5932,12076,1.0,1.0,39.1646,-86.5387,18.0,2008-07-12
5933,12077,0.0,1.0,38.6975,-85.8133,18.0,2008-07-12
5934,12078,0.0,1.0,39.8043,-85.7798,18.0,2008-06-21
5935,12079,0.0,1.0,39.2248,-86.2542,18.0,2008-07-13
5937,12081,0.0,1.0,38.8766,-85.3753,18.0,2008-07-16
5938,12082,1.0,1.0,39.1898,-86.5806,18.0,2008-07-17
5940,12084,0.0,1.0,39.2992,-86.7432,18.0,2008-07-17
5941,12085,0.0,1.0,38.378,-87.7193,18.0,2008-07-10
5948,12092,0.0,2.0,39.1178,-85.2824,18.0,2008-07-12
5949,12093,0.0,1.0,39.5465,-86.2644,18.0,2008-07-14
5951,12095,0.0,1.0,39.5111,-87.1254,18.0,2008-05-30
5952,12096,0.0,1.0,39.4708,-86.3705,18.0,2008-07-17
5953,12097,0.0,1.0,38.3878,-87.5983,18.0,2008-06-06
5956,12100,0.0,1.0,39.5933,-86.4222,18.0,2008-07-23
5957,12101,0.0,1.0,39.7636,-86.3579,18.0,2008-07-24
5958,12102,0.0,2.0,39.2046,-85.8661,18.0,2008-07-20
5961,12105,0.0,1.0,39.2907,-86.99799999999998,18.0,2008-07-23
5963,12107,1.0,1.0,38.3798,-86.9448,18.0,2008-07-23
5964,12108,1.0,1.0,39.8256,-86.0902,18.0,2008-07-27
5965,12109,0.0,1.0,38.9095,-86.5448,18.0,2008-07-22
5966,12110,0.0,1.0,38.7376,-85.8165,18.0,2008-07-21
5967,12111,0.0,1.0,38.8993,-85.9254,18.0,2008-07-23
5968,12112,1.0,1.0,39.928,-85.9361,18.0,2008-07-26
5969,12113,0.0,1.0,38.2945,-85.8179,18.0,2008-07-27
5970,12114,0.0,1.0,38.3604,-85.7547,18.0,2008-07-12
5971,12115,0.0,1.0,38.5079,-86.0381,18.0,2008-07-17
5974,12118,0.0,1.0,37.9682,-87.5058,18.0,2008-07-24
5978,12122,0.0,1.0,39.4309,-87.4093,18.0,2008-07-16
5979,12123,0.0,1.0,39.0506,-86.4929,18.0,2008-07-24
5980,12124,0.0,1.0,37.9778,-87.6279,18.0,2008-07-29
5981,12125,0.0,1.0,39.6062,-86.1412,18.0,2008-06-17
5983,12127,0.0,1.0,39.2364,-85.7359,18.0,2008-07-31
5984,12128,1.0,1.0,39.581,-85.1019,18.0,2008-07-29
5985,12129,0.0,1.0,38.1267,-87.8697,18.0,2008-07-26
5990,12134,1.0,1.0,39.2719,-86.4796,18.0,2008-08-03
5991,12135,1.0,1.0,38.8541,-85.2215,18.0,2008-07-26
5993,12137,0.0,1.0,39.8151,-86.0741,18.0,2008-08-02
5994,12138,1.0,1.0,39.474,-87.4798,18.0,2008-06-26
5996,12140,0.0,1.0,39.1147,-86.6317,18.0,2008-08-03
5999,12143,0.0,1.0,39.2259,-86.8462,18.0,2008-08-07
6000,12144,2.0,1.0,38.1186,-86.9808,18.0,2008-08-02
6001,12145,0.0,1.0,39.0741,-87.4129,18.0,2008-08-05
6002,12146,0.0,1.0,39.699,-85.5222,18.0,2008-07-25
6005,12149,0.0,1.0,38.6711,-86.9985,18.0,2008-07-15
6006,12150,0.0,1.0,38.6648,-86.9331,18.0,2008-08-09
6007,12151,1.0,1.0,37.9405,-87.5439,18.0,2008-08-09
6008,12152,0.0,1.0,37.9551,-87.4598,18.0,2008-08-10
6011,12155,2.0,1.0,39.7782,-86.3627,18.0,2008-08-02
6012,12156,0.0,1.0,38.4313,-85.7648,18.0,2008-08-02
6013,12157,0.0,1.0,39.7363,-85.9613,18.0,2008-06-05
6019,12163,0.0,1.0,39.145,-84.8271,18.0,2008-08-07
6020,12164,0.0,1.0,38.1924,-87.3392,18.0,2008-08-11
6026,12170,0.0,1.0,38.6124,-86.7017,18.0,2008-08-16
6027,12171,0.0,1.0,39.1773,-86.5605,18.0,2008-08-17
6029,12173,1.0,1.0,39.7725,-86.0809,18.0,2008-08-19
6033,12177,0.0,1.0,38.9138,-86.0576,18.0,2008-08-20
6034,12178,0.0,1.0,39.8797,-87.4158,18.0,2008-06-09
6036,12180,0.0,1.0,38.0355,-87.6411,18.0,2008-08-24
6037,12181,0.0,2.0,39.831,-84.8529,18.0,2008-08-17
6038,12182,0.0,1.0,38.3289,-85.7111,18.0,2008-08-22
6042,12186,0.0,1.0,39.5235,-85.7426,18.0,2008-08-23
6047,12191,1.0,1.0,37.9661,-87.3979,18.0,2008-08-24
6050,12194,0.0,1.0,39.7892,-86.1959,18.0,2008-08-24
6051,12195,0.0,1.0,39.732,-86.044,18.0,2008-08-29
6052,12196,0.0,1.0,38.6124,-86.7024,18.0,2008-08-26
6056,12200,0.0,1.0,38.2059,-86.8038,18.0,2008-08-29
6059,12203,0.0,1.0,39.8034,-86.1029,18.0,2008-08-27
6060,12204,0.0,1.0,39.7601,-86.1442,18.0,2008-08-29
6062,12206,0.0,1.0,39.2076,-86.527,18.0,2008-09-03
6064,12208,0.0,1.0,39.6829,-84.8172,18.0,2008-08-29
6065,12209,0.0,1.0,39.1803,-85.8464,18.0,2008-06-30
6066,12210,0.0,1.0,39.0369,-85.5244,18.0,2008-09-06
6068,12212,0.0,1.0,38.3075,-85.8209,18.0,2008-09-06
6073,12217,0.0,1.0,39.3129,-84.8769,18.0,2008-09-03
6075,12219,0.0,1.0,39.9212,-86.12700000000002,18.0,2008-09-10
6077,12221,0.0,1.0,37.9295,-87.63,18.0,2008-09-12
6078,12222,1.0,1.0,39.86,-86.0472,18.0,2008-08-25
6080,12224,0.0,1.0,39.7496,-86.1435,18.0,2008-06-25
6081,12225,0.0,1.0,38.6793,-86.9308,18.0,2008-09-10
6082,12226,0.0,1.0,39.6644,-85.1364,18.0,2008-07-07
6083,12227,0.0,1.0,39.6876,-85.7543,18.0,2008-07-15
6084,12228,1.0,1.0,39.4655,-85.6576,18.0,2008-08-19
6085,12229,0.0,1.0,39.7279,-86.1532,18.0,2008-09-12
6088,12232,0.0,1.0,39.2112,-85.87799999999999,18.0,2008-08-13
6090,12234,0.0,1.0,39.4138,-87.2017,18.0,2008-09-01
6091,12235,0.0,1.0,39.7238,-86.2175,18.0,2008-09-18
6092,12236,1.0,1.0,39.8157,-86.1592,18.0,2008-07-19
6093,12237,0.0,1.0,38.1885,-87.7062,18.0,2008-09-10
6096,12240,0.0,1.0,39.3058,-85.5938,18.0,2008-09-20
6098,12242,0.0,1.0,39.519,-86.1581,18.0,2008-09-20
6101,12245,0.0,1.0,39.3433,-86.7448,18.0,2008-09-16
6102,12246,0.0,1.0,39.8335,-86.0272,18.0,2008-09-17
6104,12248,0.0,1.0,38.3036,-86.1531,18.0,2008-09-08
6105,12249,1.0,1.0,38.2038,-86.0684,18.0,2008-09-14
6106,12250,1.0,2.0,39.7963,-86.1121,18.0,2008-09-20
6108,12252,0.0,1.0,38.531,-85.5528,18.0,2008-09-22
6109,12253,0.0,1.0,38.3107,-85.8455,18.0,2008-09-20
6110,12254,1.0,1.0,38.6495,-87.1756,18.0,2008-09-19
6111,12255,1.0,1.0,39.1659,-86.565,18.0,2008-09-19
6112,12256,0.0,1.0,39.3953,-85.757,18.0,2008-09-17
6113,12257,0.0,1.0,39.6818,-86.6676,18.0,2008-09-21
6117,12261,0.0,1.0,37.9412,-86.6648,18.0,2008-09-25
6118,12262,0.0,1.0,38.9677,-85.8925,18.0,2008-09-20
6120,12264,1.0,1.0,39.5844,-85.0836,18.0,2008-09-23
6123,12267,1.0,2.0,39.666,-87.1059,18.0,2008-09-21
6125,12269,0.0,1.0,39.4284,-87.4322,18.0,2008-09-29
6127,12271,0.0,1.0,39.4137,-84.902,18.0,2008-09-05
6128,12272,1.0,1.0,39.33,-84.9022,18.0,2008-09-21
6129,12273,0.0,1.0,39.3621,-85.9585,18.0,2008-09-17
6130,12274,0.0,1.0,39.7676,-86.1307,18.0,2008-07-26
6131,12275,0.0,1.0,39.6533,-86.1653,18.0,2008-09-12
6133,12277,0.0,1.0,38.3628,-87.2251,18.0,2008-09-20
6134,12278,1.0,2.0,39.7011,-85.9944,18.0,2008-09-29
6136,12280,0.0,2.0,39.541,-86.7498,18.0,2008-07-31
6137,12281,0.0,1.0,38.0751,-87.4913,18.0,2008-10-01
6141,12285,0.0,1.0,39.9039,-86.0116,18.0,2008-09-14
6143,12287,0.0,1.0,39.4491,-87.2635,18.0,2008-10-07
6146,12290,0.0,1.0,39.8134,-86.1312,18.0,2008-10-04
6147,12291,0.0,2.0,39.5631,-86.0496,18.0,2008-09-25
6148,12292,0.0,1.0,39.6052,-86.1075,18.0,2008-09-30
6150,12294,0.0,1.0,39.7793,-86.5432,18.0,2008-10-07
6151,12295,0.0,1.0,39.7304,-86.2565,18.0,2008-06-23
6152,12296,0.0,1.0,38.1932,-87.2962,18.0,2008-10-05
6153,12297,0.0,1.0,39.9092,-86.194,18.0,2008-10-03
6156,12300,0.0,1.0,38.6493,-85.7467,18.0,2008-10-05
6157,12301,1.0,2.0,39.8259,-86.0724,18.0,2008-09-07
6158,12302,1.0,1.0,38.917,-87.4318,18.0,2008-10-03
6159,12303,0.0,1.0,38.4512,-86.262,18.0,2008-10-06
6160,12304,0.0,1.0,39.9144,-86.0396,18.0,2008-10-08
6161,12305,1.0,1.0,39.8549,-86.0719,18.0,2008-10-10
6164,12308,1.0,1.0,38.2031,-86.0702,18.0,2008-10-09
6167,12311,0.0,1.0,39.3183,-85.9481,18.0,2008-10-10
6168,12312,0.0,1.0,39.4487,-87.4139,18.0,2008-10-01
6169,12313,1.0,1.0,39.7903,-86.54299999999998,18.0,2008-10-16
6172,12316,0.0,1.0,39.4783,-87.015,18.0,2008-10-06
6175,12319,0.0,1.0,38.3202,-85.8088,18.0,2008-10-21
6176,12320,0.0,1.0,39.0467,-85.68799999999997,18.0,2008-10-09
6177,12321,0.0,1.0,39.4341,-85.5527,18.0,2008-09-27
6178,12322,0.0,1.0,38.5495,-86.0951,18.0,2008-09-21
6180,12324,0.0,1.0,39.9121,-86.1098,18.0,2008-09-29
6182,12326,1.0,1.0,38.3028,-86.5913,18.0,2008-10-08
6183,12327,0.0,1.0,39.1701,-85.9865,18.0,2008-10-15
6184,12328,1.0,1.0,39.836,-85.7952,18.0,2008-10-18
6185,12329,0.0,1.0,39.7058,-86.2297,18.0,2008-10-18
6186,12330,0.0,1.0,39.1892,-87.4658,18.0,2008-10-25
6189,12333,0.0,1.0,39.5101,-87.4333,18.0,2008-10-28
6190,12334,0.0,1.0,37.9905,-87.3125,18.0,2008-10-29
6198,12342,0.0,1.0,37.9736,-87.5697,18.0,2008-10-28
6202,12346,0.0,1.0,39.5634,-86.1591,18.0,2008-10-29
6208,12352,0.0,2.0,38.0093,-87.3682,18.0,2008-11-06
6210,12354,1.0,1.0,37.9779,-87.5936,18.0,2008-10-18
6211,12355,0.0,1.0,39.5206,-87.398,18.0,2008-09-30
6217,12361,0.0,1.0,39.1711,-84.8605,18.0,2008-11-07
6219,12363,0.0,1.0,39.4393,-86.3501,18.0,2008-11-12
6221,12365,1.0,1.0,39.9948,-85.84299999999998,18.0,2008-11-01
6222,12366,0.0,1.0,39.7975,-85.9941,18.0,2008-11-04
6223,12367,1.0,1.0,39.074,-85.6431,18.0,2008-10-31
6224,12368,0.0,1.0,39.7996,-86.2509,18.0,2008-11-13
6225,12369,1.0,1.0,39.42,-87.3694,18.0,2008-11-14
6227,12371,1.0,1.0,38.5902,-85.5335,18.0,2008-11-14
6228,12372,0.0,2.0,39.9346,-85.7713,18.0,2008-11-13
6229,12373,1.0,1.0,39.7828,-86.1522,18.0,2008-11-02
6233,12377,0.0,1.0,39.1237,-84.8334,18.0,2008-11-05
6234,12378,0.0,2.0,38.23,-85.8581,18.0,2008-11-13
6235,12379,0.0,1.0,38.1536,-87.0021,18.0,2008-11-17
6237,12381,0.0,1.0,39.7238,-86.1233,18.0,2008-11-19
6238,12382,0.0,1.0,39.6881,-86.729,18.0,2008-08-28
6239,12383,0.0,2.0,39.8538,-86.2442,18.0,2008-11-11
6242,12386,1.0,1.0,37.8938,-87.0598,18.0,2008-11-15
6251,12395,1.0,1.0,38.3281,-85.7542,18.0,2008-03-29
6252,12396,0.0,1.0,38.2846,-85.7552,18.0,2008-03-18
6256,12400,0.0,1.0,39.2803,-85.1218,18.0,2008-11-16
6259,12403,0.0,1.0,39.1373,-86.5933,18.0,2008-10-17
6260,12404,0.0,1.0,39.5794,-85.4608,18.0,2008-11-19
6261,12405,1.0,2.0,39.545,-86.0848,18.0,2008-11-27
6264,12408,0.0,1.0,39.4377,-87.2832,18.0,2008-11-27
6266,12410,1.0,1.0,39.4494,-87.4017,18.0,2008-11-30
6268,12412,0.0,1.0,39.9792,-86.3928,18.0,2008-11-07
6269,12413,1.0,1.0,39.9566,-86.1577,18.0,2008-11-30
6270,12414,1.0,1.0,38.4357,-87.5754,18.0,2008-11-06
6273,12417,0.0,2.0,39.5631,-87.1626,18.0,2008-12-01
6274,12418,0.0,2.0,39.4791,-87.3332,18.0,2008-12-01
6277,12421,0.0,1.0,39.7746,-86.2052,18.0,2008-08-16
6280,12424,1.0,1.0,39.8584,-84.8663,18.0,2008-11-01
6283,12427,1.0,3.0,39.8384,-86.2565,18.0,2008-12-03
6289,12433,0.0,1.0,38.352,-85.9417,18.0,2008-12-02
6290,12434,0.0,1.0,39.3514,-85.5023,18.0,2008-12-08
6291,12435,0.0,1.0,38.2312,-86.2533,18.0,2008-11-30
6292,12436,0.0,1.0,38.4528,-86.0019,18.0,2008-12-06
6298,12442,0.0,1.0,39.7923,-86.1305,18.0,2008-12-13
6299,12443,1.0,1.0,39.8967,-85.9856,18.0,2008-10-26
6301,12445,0.0,1.0,39.9627,-86.2471,18.0,2008-12-04
6305,12449,0.0,1.0,39.4909,-86.9923,18.0,2008-12-16
6306,12450,0.0,1.0,38.0441,-87.4366,18.0,2008-12-16
6309,12453,0.0,4.0,38.6399,-87.1449,18.0,2008-12-16
6311,12455,0.0,1.0,39.7167,-86.2505,18.0,2008-12-20
6312,12456,1.0,1.0,39.504,-87.1307,18.0,2008-12-21
6314,12458,0.0,3.0,39.8528,-85.3761,18.0,2008-12-16
6316,12460,0.0,1.0,39.2871,-86.7595,18.0,2008-12-14
6318,12462,1.0,1.0,37.9748,-87.4926,18.0,2008-12-25
6319,12463,0.0,2.0,39.9444,-86.3571,18.0,2008-12-23
6320,12464,0.0,1.0,39.6161,-85.8964,18.0,2008-12-24
6324,12468,1.0,2.0,38.8538,-86.3983,18.0,2008-12-27
6325,12469,0.0,1.0,39.6975,-86.3557,18.0,2008-12-16
6326,12470,1.0,1.0,38.8604,-85.725,18.0,2008-12-22
6327,12471,0.0,1.0,38.9504,-85.9096,18.0,2008-12-05
6328,12472,0.0,1.0,39.1368,-86.1622,18.0,2008-12-23
6329,12473,1.0,1.0,39.2109,-86.8693,18.0,2008-12-23
6330,12474,0.0,1.0,39.7381,-86.1211,18.0,2008-12-31
6331,12475,1.0,1.0,39.232,-86.8001,18.0,2008-12-26
6333,12477,0.0,1.0,39.8255,-86.1453,18.0,2008-12-27
6334,12478,1.0,1.0,38.2979,-86.0136,18.0,2008-12-14
6335,12479,0.0,1.0,38.355,-86.9434,18.0,2008-12-23
6337,12481,1.0,1.0,38.4669,-86.9168,18.0,2008-12-24
6338,12482,0.0,1.0,39.9529,-87.4516,18.0,2008-01-26
6339,12483,0.0,1.0,39.5128,-86.7944,18.0,2008-02-23
6340,12484,0.0,1.0,38.6304,-86.4973,18.0,2008-12-23
