,Unnamed: 0,DRUNK_DR,FATALS,LATITUDE,LONGITUD,STATE,DATE
2759,13940,0.0,1.0,38.97364444,-84.84935833,18.0,2004-07-31
2762,13943,0.0,1.0,38.73667222,-85.71095833,18.0,2004-08-19
2763,13944,1.0,2.0,39.11465556,-85.76472778,18.0,2004-08-22
2766,13947,0.0,2.0,39.43095556,-87.33318889,18.0,2004-08-13
2767,13948,0.0,1.0,39.51775,-85.77688889,18.0,2004-08-02
2779,13960,0.0,1.0,38.95805,-85.88131111,18.0,2004-08-22
2781,13962,0.0,1.0,39.83061111,-84.88752222,18.0,2004-09-03
2784,13965,1.0,1.0,39.50716389,-87.18709167,18.0,2004-08-13
2787,13968,0.0,1.0,39.797725,-86.14285,18.0,2004-07-24
2789,13970,1.0,1.0,39.81985278,-86.13337778,18.0,2004-07-31
2791,13972,0.0,1.0,39.64998611,-86.136925,18.0,2004-08-06
2792,13973,2.0,1.0,39.80606667,-86.23984444,18.0,2004-08-08
2793,13974,2.0,1.0,39.7596,-86.22830278,18.0,2004-08-12
2794,13975,0.0,1.0,39.73764167,-86.25026389,18.0,2004-08-13
2795,13976,0.0,1.0,39.66595556,-86.08251944,18.0,2004-08-16
2796,13977,0.0,1.0,39.92383889,-86.22847222,18.0,2004-08-17
2797,13978,0.0,1.0,39.74569722,-86.084575,18.0,2004-08-26
2800,13981,0.0,1.0,38.2824,-85.82587778,18.0,2004-08-28
2803,13984,0.0,1.0,39.02668056,-86.82633889,18.0,2004-09-09
2805,13986,1.0,2.0,39.56457778,-86.47114167,18.0,2004-09-10
2808,13989,0.0,1.0,39.62823056,-86.12173333,18.0,2004-09-03
2809,13990,0.0,1.0,39.81914722,-84.97674167,18.0,2004-04-09
2816,13997,0.0,1.0,38.27771389,-86.86579167,18.0,2004-09-09
2817,13998,0.0,1.0,39.82388056,-86.25621111,18.0,2004-09-11
2825,14006,0.0,1.0,39.75772222,-86.206425,18.0,2004-08-27
2826,14007,0.0,1.0,39.91968333,-86.15781389,18.0,2004-09-04
2827,14008,0.0,1.0,39.81769444,-86.14498611,18.0,2004-09-08
2828,14009,0.0,1.0,39.85185556,-86.16464444,18.0,2004-08-21
2830,14011,0.0,1.0,39.65878333,-87.41441667,18.0,2004-09-14
2831,14012,0.0,1.0,39.07451111,-85.37716111,18.0,2004-09-20
2832,14013,1.0,1.0,39.13608333,-86.53089444,18.0,2004-08-31
2833,14014,0.0,1.0,39.671325,-85.05389722,18.0,2004-09-07
2835,14016,0.0,1.0,38.21227778,-87.43899722,18.0,2004-06-22
2837,14018,0.0,1.0,39.98948889,-85.68248889,18.0,2004-08-31
2840,14021,1.0,1.0,38.22546389,-85.85819444,18.0,2004-09-08
2842,14023,0.0,1.0,39.76521667,-86.25021944,18.0,2004-09-11
2847,14028,1.0,1.0,39.90349722,-86.39311944,18.0,2004-09-16
2849,14030,0.0,1.0,39.24877778,-85.02170556,18.0,2004-09-18
2850,14031,0.0,1.0,38.53783611,-86.63081111,18.0,2004-09-19
2852,14033,0.0,1.0,39.04434167,-85.49135,18.0,2004-09-21
2854,14035,0.0,1.0,39.957,-86.18026389,18.0,2004-09-27
2860,14041,0.0,1.0,39.96681111,-86.77126389,18.0,2004-10-01
2862,14043,2.0,1.0,38.85116667,-85.89951667,18.0,2004-09-13
2867,14048,0.0,1.0,39.82559444,-86.19885278,18.0,2004-09-20
2872,14053,0.0,1.0,39.8974,-86.19346111,18.0,2004-09-25
2876,14057,0.0,1.0,39.43383611,-87.42150278,18.0,2004-10-04
2877,14058,1.0,1.0,38.73713333,-85.39088333,18.0,2004-10-09
2881,14062,0.0,1.0,38.74367222,-85.73911944,18.0,2004-09-03
2882,14063,0.0,1.0,39.36891389,-87.38831944,18.0,2004-09-22
2884,14065,0.0,1.0,39.76351111,-86.35773333,18.0,2004-10-07
2893,14074,0.0,2.0,39.57409444,-86.37665556,18.0,2004-09-30
2894,14075,0.0,1.0,39.14156667,-86.48031389,18.0,2004-10-02
2899,14080,0.0,1.0,39.82339722,-86.28330278,18.0,2004-08-16
2905,14086,0.0,1.0,39.65488889,-85.48739722,18.0,2004-10-09
2910,14091,0.0,1.0,39.78953889,-86.15728333,18.0,2004-08-31
2911,14092,0.0,1.0,39.72575833,-86.04683056,18.0,2004-09-29
2913,14094,1.0,1.0,39.66575,-86.08967222,18.0,2004-10-10
2916,14097,1.0,1.0,39.40900833,-86.10871667,18.0,2004-10-17
2918,14099,0.0,1.0,38.44843611,-86.24367778,18.0,2004-10-20
2925,14106,1.0,1.0,39.09318889,-86.51808889,18.0,2004-10-19
2928,14109,0.0,1.0,39.36140556,-87.40225278,18.0,2004-10-23
2929,14110,0.0,1.0,39.56951667,-86.29014167,18.0,2004-10-24
2931,14112,0.0,1.0,39.52384444,-86.15819444,18.0,2004-09-19
2932,14113,0.0,1.0,39.68036667,-85.72568056,18.0,2004-09-30
2934,14115,0.0,1.0,39.81175,-85.82410278,18.0,2004-10-14
2936,14117,2.0,1.0,38.22456667,-86.86163611,18.0,2004-10-22
2943,14124,2.0,2.0,38.715025,-85.78348889,18.0,2004-08-27
2944,14125,0.0,1.0,38.68560278,-85.74679722,18.0,2004-10-19
2947,14128,0.0,1.0,39.21826667,-86.24876667,18.0,2004-09-23
2948,14129,0.0,1.0,39.82270278,-85.75490833,18.0,2004-10-22
2950,14131,0.0,4.0,39.22467778,-86.25417778,18.0,2004-07-18
2956,14137,0.0,1.0,39.15771389,-86.33835833,18.0,2004-07-31
2959,14140,1.0,1.0,39.70111111,-86.13935,18.0,2004-10-16
2960,14141,0.0,1.0,39.72987222,-86.26437778,18.0,2004-10-16
2963,14144,0.0,1.0,38.09181111,-87.52138889,18.0,2004-10-29
2964,14145,0.0,1.0,38.87408056,-85.92496111,18.0,2004-11-02
2965,14146,0.0,1.0,39.20676667,-85.92526111,18.0,2004-11-02
2972,14153,1.0,1.0,39.83225556,-86.03566389,18.0,2004-10-16
2973,14154,0.0,1.0,39.66770833,-86.52325,18.0,2004-10-27
2975,14156,0.0,1.0,39.50308056,-87.209775,18.0,2004-11-09
2976,14157,0.0,1.0,37.97652778,-87.42216667,18.0,2004-09-10
2977,14158,2.0,1.0,38.15765833,-87.11314167,18.0,2004-09-14
2978,14159,0.0,1.0,38.19968056,-87.07795278,18.0,2004-09-16
2984,14165,0.0,1.0,39.64135278,-85.13938889,18.0,2004-10-04
2986,14167,0.0,1.0,39.22430556,-85.81988889,18.0,2004-10-20
2989,14170,0.0,1.0,39.45655556,-87.41368889,18.0,2004-10-28
2990,14171,0.0,1.0,39.89019722,-86.30445833,18.0,2004-11-01
2995,14176,0.0,1.0,39.964,-86.00216667,18.0,2004-11-11
2998,14179,0.0,1.0,39.99716389,-86.92403889,18.0,2004-11-16
3001,14182,0.0,1.0,38.32503611,-86.68058611,18.0,2004-10-06
3002,14183,0.0,1.0,39.63168889,-84.91980833,18.0,2004-10-23
3004,14185,1.0,1.0,38.63094444,-86.79182222,18.0,2004-11-11
3007,14188,2.0,1.0,39.79598611,-86.16925556,18.0,2004-10-16
3008,14189,0.0,1.0,39.29307778,-85.42121944,18.0,2004-11-28
3009,14190,1.0,1.0,39.45077222,-85.13949167,18.0,2004-11-28
3011,14192,1.0,1.0,39.37172778,-86.19589167,18.0,2004-08-29
3014,14195,0.0,2.0,39.89603611,-86.29937222,18.0,2004-10-30
3015,14196,0.0,1.0,39.68066111,-86.08253333,18.0,2004-10-31
3019,14200,0.0,1.0,38.54049444,-85.77756667,18.0,2004-11-16
3023,14204,0.0,1.0,39.77291667,-86.03016944,18.0,2004-07-05
3024,14205,2.0,2.0,39.69864167,-86.14874167,18.0,2004-08-03
3028,14209,0.0,1.0,39.30449167,-86.83544167,18.0,2004-10-31
3030,14211,1.0,1.0,39.90940556,-86.07659444,18.0,2004-06-27
3034,14215,0.0,1.0,39.09229444,-86.58874444,18.0,2004-11-06
3036,14217,0.0,1.0,38.62719444,-87.18185556,18.0,2004-12-02
3045,14226,0.0,1.0,39.36775,-86.64328611,18.0,2004-11-29
3051,14232,1.0,1.0,37.973625,-87.54406111,18.0,2004-11-28
3052,14233,0.0,1.0,39.79716667,-85.51724722,18.0,2004-12-03
3053,14234,0.0,1.0,39.98990833,-85.37133056,18.0,2004-12-05
3056,14237,1.0,1.0,37.96479722,-87.6869,18.0,2004-11-05
3058,14239,0.0,1.0,39.85991667,-86.39240556,18.0,2004-11-18
3062,14243,0.0,1.0,39.91089167,-86.83666667,18.0,2004-12-10
3063,14244,0.0,1.0,39.85690833,-85.84096944,18.0,2004-10-16
3065,14246,0.0,1.0,39.25638611,-86.734075,18.0,2004-11-24
3066,14247,1.0,1.0,38.96510833,-85.99433889,18.0,2004-11-25
3067,14248,0.0,1.0,38.68171944,-85.86919167,18.0,2004-12-12
3068,14249,0.0,1.0,39.77408889,-85.14606111,18.0,2004-06-30
3071,14252,1.0,1.0,39.16018889,-84.89683611,18.0,2004-12-15
3075,14256,0.0,1.0,39.75027778,-86.25833056,18.0,2004-10-28
3078,14259,0.0,1.0,39.21233611,-85.54450556,18.0,2004-12-15
3079,14260,0.0,3.0,39.78256389,-86.15069167,18.0,2004-12-18
3081,14262,0.0,1.0,39.19684444,-86.53439444,18.0,2004-11-09
3084,14265,0.0,1.0,39.83228889,-86.03568333,18.0,2004-12-18
3085,14266,0.0,1.0,39.55405556,-87.44678611,18.0,2004-12-22
3088,14269,1.0,1.0,39.40598611,-86.71468889,18.0,2004-12-23
3089,14270,1.0,1.0,37.96254444,-87.88309722,18.0,2004-06-20
3092,14273,1.0,1.0,37.854425,-88.00481944,18.0,2004-05-11
3096,14277,0.0,1.0,39.83391944,-86.16405556,18.0,2004-08-17
3098,14279,1.0,1.0,39.77284722,-86.03013333,18.0,2004-09-27
3100,14281,0.0,1.0,39.76260833,-86.88622222,18.0,2004-11-27
3101,14282,0.0,1.0,39.71871667,-86.39953333,18.0,2004-11-29
3105,14286,0.0,1.0,39.90960278,-85.36313889,18.0,2004-12-09
3109,14290,0.0,2.0,39.02963333,-84.88556667,18.0,2004-06-21
3110,14291,1.0,1.0,39.64856111,-86.13938333,18.0,2004-10-26
3111,14292,0.0,1.0,37.92436944,-87.54863056,18.0,2004-12-14
3112,14293,0.0,1.0,39.24943889,-86.25333889,18.0,2004-10-10
3123,14304,0.0,1.0,39.76306389,-86.02472222,18.0,2004-11-19
3125,14306,0.0,1.0,39.85995,-85.39124444,18.0,2004-10-31
3126,14307,0.0,1.0,39.79395278,-86.11662222,18.0,2004-11-20
3127,14308,1.0,1.0,37.95391944,-87.44151111,18.0,2004-12-21
3128,14309,0.0,1.0,38.00581389,-87.45019722,18.0,2004-12-21
3132,14313,0.0,1.0,39.58332778,-85.45620833,18.0,2004-10-29
3133,14314,0.0,1.0,39.813725,-86.16143333,18.0,2004-11-02
3135,14316,0.0,1.0,39.50653056,-87.38434167,18.0,2004-09-22
3141,14322,0.0,1.0,39.89090833,-86.25976111,18.0,2004-12-30
3147,14328,0.0,1.0,38.46025278,-86.92553333,18.0,2004-12-28
3150,13911,0.0,1.0,39.932125,-85.25181111,18.0,2005-01-04
3152,13913,0.0,2.0,39.75588333,-85.68841944,18.0,2005-01-06
3155,13916,0.0,1.0,38.05090278,-87.30225556,18.0,2005-01-07
3156,13917,0.0,1.0,39.644575,-86.48264722,18.0,2005-01-08
3158,13919,1.0,1.0,39.811375,-86.00964167,18.0,2005-01-08
3159,13920,1.0,1.0,39.70775,-86.15845278,18.0,2005-01-10
3164,13925,0.0,1.0,39.82103611,-85.76510833,18.0,2005-01-13
3167,13928,0.0,1.0,38.47296944,-87.26791944,18.0,2005-01-15
3168,13929,1.0,1.0,39.64761944,-85.68693889,18.0,2005-01-15
3169,13930,0.0,1.0,38.08159444,-86.90430556,18.0,2005-01-15
3170,13931,0.0,1.0,39.52309167,-87.45381667,18.0,2005-01-15
3173,13934,0.0,1.0,39.91206667,-86.19833333,18.0,2005-01-16
3175,13936,0.0,1.0,37.91818611,-86.74601389,18.0,2005-01-17
3181,13942,1.0,1.0,39.93026111,-86.027125,18.0,2005-01-21
3185,13946,0.0,1.0,39.09793889,-84.86508333,18.0,2005-01-25
3186,13947,0.0,1.0,39.79316111,-86.16480556,18.0,2005-01-25
3187,13948,0.0,1.0,39.98359167,-84.93061944,18.0,2005-01-25
3188,13949,0.0,1.0,39.15886944,-85.82785833,18.0,2005-01-26
3191,13952,0.0,1.0,39.81796111,-85.76994167,18.0,2005-01-27
3192,13953,0.0,1.0,39.85263611,-85.35311667,18.0,2005-01-27
3195,13956,0.0,1.0,39.41178889,-86.03093056,18.0,2005-01-28
3197,13958,0.0,1.0,39.51074167,-86.40879167,18.0,2005-01-29
3199,13960,1.0,1.0,39.44102778,-87.41358611,18.0,2005-01-30
3200,13961,0.0,1.0,39.07676667,-85.88064722,18.0,2005-01-31
3205,13966,1.0,1.0,39.19413889,-86.55459722,18.0,2005-02-05
3207,13968,1.0,1.0,38.64400833,-86.45911667,18.0,2005-02-05
3210,13971,0.0,1.0,39.04933056,-86.53602222,18.0,2005-02-08
3215,13976,1.0,1.0,39.61397778,-86.09553056,18.0,2005-02-12
3216,13977,0.0,1.0,38.90573333,-86.11291111,18.0,2005-02-13
3218,13979,2.0,1.0,39.79823889,-86.04548611,18.0,2005-02-17
3219,13980,0.0,1.0,38.16599722,-87.47136667,18.0,2005-02-19
3220,13981,0.0,1.0,39.95571111,-86.06020556,18.0,2005-02-21
3221,13982,0.0,1.0,39.02264722,-85.89166667,18.0,2005-02-24
3222,13983,0.0,1.0,37.91590556,-87.0723,18.0,2005-02-25
3224,13985,0.0,1.0,39.36144167,-87.38836944,18.0,2005-02-26
3226,13987,0.0,1.0,39.93630556,-86.14588333,18.0,2005-03-01
3227,13988,0.0,1.0,39.69822222,-86.24161944,18.0,2005-01-28
3228,13989,0.0,1.0,38.31696944,-85.71585,18.0,2005-01-29
3229,13990,0.0,1.0,38.343125,-85.91396944,18.0,2005-02-01
3232,13993,0.0,1.0,39.90458056,-85.36070278,18.0,2005-02-04
3242,14003,1.0,1.0,39.89179167,-86.12738611,18.0,2005-02-24
3244,14005,0.0,1.0,39.90854722,-86.45908333,18.0,2005-02-09
3245,14006,1.0,1.0,37.99496111,-87.47398611,18.0,2005-02-10
3246,14007,0.0,1.0,39.8601,-86.39462778,18.0,2005-02-26
3252,14013,0.0,1.0,39.4955,-85.96993333,18.0,2005-02-26
3255,14016,0.0,1.0,39.46050556,-87.12599167,18.0,2005-03-09
3257,14018,0.0,1.0,39.24297222,-85.80498056,18.0,2005-02-26
3259,14020,0.0,1.0,39.36125,-87.43503889,18.0,2005-03-09
3261,14022,0.0,2.0,39.79793056,-85.87815,18.0,2005-02-28
3262,14023,0.0,1.0,38.59921944,-87.19953889,18.0,2005-03-01
3263,14024,0.0,1.0,39.95915556,-86.51432778,18.0,2005-02-04
3271,14032,0.0,1.0,37.81854167,-87.98425,18.0,2005-03-19
3275,14036,0.0,1.0,38.37602778,-87.714875,18.0,2005-03-17
3276,14037,0.0,1.0,39.761875,-86.27604167,18.0,2005-01-26
3277,14038,1.0,1.0,39.90791667,-86.09823611,18.0,2005-02-19
3278,14039,1.0,1.0,39.86867778,-86.10325278,18.0,2005-02-26
3280,14041,0.0,1.0,39.84058611,-86.02716111,18.0,2005-03-05
3283,14044,1.0,1.0,38.30064722,-86.10176111,18.0,2005-03-18
3284,14045,1.0,1.0,39.96678889,-86.79949722,18.0,2005-03-18
3288,14049,0.0,1.0,39.88161389,-87.04837222,18.0,2005-03-18
3289,14050,0.0,1.0,38.603775,-87.57557222,18.0,2005-03-22
3291,14052,0.0,1.0,39.30128611,-85.96584444,18.0,2005-02-23
3292,14053,1.0,1.0,39.450175,-85.86052778,18.0,2005-03-16
3293,14054,0.0,1.0,39.78270278,-86.16294722,18.0,2005-03-20
3294,14055,0.0,1.0,39.98170278,-87.40857222,18.0,2005-03-21
3295,14056,0.0,1.0,38.78193056,-85.37560278,18.0,2005-03-30
3303,14064,2.0,1.0,38.32397778,-85.869025,18.0,2005-03-11
3304,14065,0.0,1.0,39.82544722,-86.07677778,18.0,2005-03-18
3305,14066,0.0,1.0,39.91980278,-86.04625556,18.0,2005-03-19
3311,14072,0.0,1.0,39.79281944,-86.362425,18.0,2005-04-02
3313,14074,1.0,1.0,39.29549167,-87.49775278,18.0,2005-04-07
3316,14077,1.0,1.0,39.08233056,-87.14766944,18.0,2005-03-17
3318,14079,1.0,1.0,38.802375,-87.31004444,18.0,2005-04-06
3321,14082,0.0,1.0,39.653725,-85.89620833,18.0,2005-03-26
3322,14083,0.0,1.0,38.42360278,-87.50783889,18.0,2005-04-07
3324,14085,0.0,2.0,38.48263889,-87.46747778,18.0,2005-04-12
3325,14086,1.0,1.0,39.97384167,-86.49708611,18.0,2005-04-15
3328,14089,0.0,2.0,39.48255,-86.03826389,18.0,2005-04-08
3330,14091,0.0,1.0,39.3856,-86.22961944,18.0,2005-04-12
3331,14092,1.0,1.0,39.3211,-84.95677778,18.0,2005-04-01
3332,14093,0.0,1.0,38.19420556,-86.96907222,18.0,2005-04-11
3334,14095,1.0,1.0,38.36478889,-86.321625,18.0,2005-03-03
3335,14096,0.0,2.0,38.47579167,-85.59955,18.0,2005-04-01
3336,14097,0.0,1.0,39.860075,-86.39308056,18.0,2005-04-11
3337,14098,1.0,1.0,38.01402222,-87.53760833,18.0,2005-04-13
3338,14099,0.0,1.0,39.590875,-86.33663611,18.0,2005-04-19
3339,14100,0.0,1.0,38.15883056,-85.92048611,18.0,2005-04-20
3347,14108,0.0,1.0,39.385625,-87.026025,18.0,2005-04-21
3348,14109,0.0,1.0,39.78157778,-86.06423056,18.0,2005-04-03
3350,14111,0.0,1.0,39.7804,-86.10975833,18.0,2005-04-08
3351,14112,1.0,1.0,39.82457222,-86.09991389,18.0,2005-04-11
3352,14113,0.0,1.0,39.72721667,-86.215475,18.0,2005-04-11
3353,14114,1.0,1.0,39.72268333,-86.13950833,18.0,2005-04-16
3355,14116,0.0,1.0,39.83229722,-86.14239167,18.0,2005-04-19
3357,14118,0.0,1.0,39.61550278,-86.47393611,18.0,2005-04-22
3365,14126,0.0,2.0,39.48421944,-86.00824167,18.0,2005-04-08
3366,14127,0.0,1.0,38.91203333,-85.54479722,18.0,2005-04-10
3367,14128,0.0,1.0,38.27641111,-85.75680556,18.0,2005-04-24
3373,14134,1.0,1.0,39.81176389,-85.98011389,18.0,2005-04-16
3374,14135,0.0,1.0,39.1314,-85.63103056,18.0,2005-04-17
3375,14136,0.0,1.0,37.97336111,-86.73343056,18.0,2005-04-19
3376,14137,0.0,1.0,39.85278611,-85.34921944,18.0,2005-04-23
3377,14138,0.0,1.0,38.51948611,-86.90549444,18.0,2005-04-20
3380,14141,0.0,1.0,39.19708056,-87.23098889,18.0,2005-05-04
3386,14147,0.0,1.0,38.49915833,-86.36876389,18.0,2005-05-07
3388,14149,0.0,1.0,39.16426389,-86.52008889,18.0,2005-04-11
3394,14155,0.0,1.0,39.28403333,-87.01757778,18.0,2005-04-30
3395,14156,0.0,1.0,39.15174167,-86.38289167,18.0,2005-05-03
3396,14157,0.0,1.0,39.28738333,-86.75377778,18.0,2005-04-18
3400,14161,1.0,1.0,37.98523056,-87.60045278,18.0,2005-04-29
3406,14167,0.0,1.0,38.84630556,-86.51576667,18.0,2005-04-27
3408,14169,0.0,1.0,39.21137778,-86.58333889,18.0,2005-05-07
3414,14175,0.0,2.0,37.93169444,-87.35005833,18.0,2005-04-01
3421,14182,1.0,1.0,39.99559722,-86.56363333,18.0,2005-05-29
3425,14186,0.0,1.0,39.025225,-85.88751944,18.0,2005-05-09
3427,14188,0.0,1.0,39.87334444,-85.27118056,18.0,2005-05-26
3430,14191,0.0,1.0,38.21311667,-86.05145556,18.0,2005-06-01
3431,14192,0.0,2.0,38.97070833,-85.77734444,18.0,2005-05-08
3433,14194,0.0,1.0,38.26983056,-85.93105278,18.0,2005-05-12
3436,14197,0.0,1.0,38.71880556,-86.64254167,18.0,2005-05-20
3437,14198,0.0,1.0,39.87271389,-85.65524167,18.0,2005-05-26
3438,14199,0.0,1.0,39.79785278,-86.18753889,18.0,2005-05-26
3440,14201,2.0,1.0,39.9053,-86.0548,18.0,2005-05-29
3442,14203,0.0,1.0,38.83934444,-86.51169167,18.0,2005-05-08
3446,14207,0.0,1.0,39.78503056,-84.87249722,18.0,2005-05-07
3450,14211,1.0,1.0,39.93946111,-85.33313333,18.0,2005-06-07
3452,14213,0.0,1.0,39.14479722,-85.68725,18.0,2005-03-08
3453,14214,0.0,1.0,39.149875,-85.91862778,18.0,2005-04-28
3455,14216,0.0,1.0,39.16462222,-86.53365833,18.0,2005-05-23
3464,14225,1.0,1.0,38.70420833,-85.65669444,18.0,2005-06-16
3465,14226,1.0,1.0,38.78524167,-84.92243056,18.0,2005-04-22
3467,14228,0.0,1.0,39.19945,-86.07425,18.0,2005-04-02
3468,14229,0.0,1.0,38.36611389,-86.39155,18.0,2005-04-11
3475,14236,0.0,1.0,38.2482,-86.71077778,18.0,2005-06-13
3476,14237,0.0,1.0,39.86026389,-86.39422222,18.0,2005-06-15
3477,14238,1.0,1.0,39.87771389,-86.13752778,18.0,2005-05-21
3480,14241,0.0,1.0,39.07457222,-85.36806111,18.0,2005-06-19
3481,14242,1.0,1.0,39.85109444,-86.14371389,18.0,2005-05-13
3482,14243,0.0,1.0,39.82603611,-86.02044722,18.0,2005-05-29
3485,14246,1.0,1.0,39.59333611,-87.37051111,18.0,2005-06-15
3488,14249,0.0,1.0,39.5207,-86.05894444,18.0,2005-06-17
3489,14250,0.0,1.0,39.69244722,-86.18670833,18.0,2005-05-11
3492,14253,0.0,1.0,39.610275,-86.32377222,18.0,2005-06-07
3495,14256,0.0,1.0,39.85920278,-86.38936111,18.0,2005-06-12
3496,14257,0.0,1.0,39.47818611,-86.06370833,18.0,2005-06-25
3497,14258,0.0,1.0,39.11469444,-85.06636389,18.0,2005-06-28
3498,14259,0.0,1.0,39.27612778,-84.86657778,18.0,2005-06-28
3499,14260,0.0,1.0,38.75515278,-85.80418889,18.0,2005-02-18
3501,14262,1.0,1.0,38.31904167,-87.67796944,18.0,2005-06-15
3506,14267,1.0,1.0,39.06801389,-85.25173889,18.0,2005-07-01
3507,14268,0.0,1.0,38.18762778,-87.46115278,18.0,2005-05-12
3508,14269,0.0,1.0,39.77391667,-86.04450833,18.0,2005-06-16
3509,14270,0.0,1.0,39.85318611,-85.39134722,18.0,2005-06-21
3511,14272,0.0,1.0,39.77125,-86.124225,18.0,2005-06-22
3513,14274,0.0,1.0,37.96279444,-87.54283333,18.0,2005-06-22
3515,14276,1.0,1.0,39.86236667,-86.10243889,18.0,2005-06-25
3516,14277,0.0,1.0,39.71803611,-85.87618889,18.0,2005-06-26
3517,14278,0.0,1.0,39.02503889,-85.88731111,18.0,2005-07-03
3518,14279,0.0,1.0,38.61926389,-86.14138889,18.0,2005-07-03
3520,14281,2.0,1.0,39.67444722,-86.39907222,18.0,2005-06-10
3521,14282,0.0,1.0,37.951275,-87.54258611,18.0,2005-06-17
3523,14284,0.0,1.0,38.37012778,-85.90129444,18.0,2005-06-19
3525,14286,0.0,1.0,39.05551111,-85.17527778,18.0,2005-07-01
3527,14288,0.0,1.0,39.20566944,-85.90253889,18.0,2005-07-05
3528,14289,0.0,2.0,39.80448889,-84.89055833,18.0,2005-06-04
3529,14290,0.0,1.0,39.86701389,-85.04251944,18.0,2005-06-05
3530,14291,0.0,1.0,38.30353056,-85.83283333,18.0,2005-06-07
3534,14295,1.0,1.0,39.75285556,-86.22083889,18.0,2005-07-09
3536,14297,0.0,1.0,37.99548333,-86.86769444,18.0,2005-07-10
3537,14298,1.0,2.0,39.95166944,-86.011475,18.0,2005-07-12
3541,14302,0.0,1.0,37.98493056,-87.58549444,18.0,2005-07-01
3545,14306,0.0,1.0,39.34021667,-86.74493056,18.0,2005-05-18
3546,14307,0.0,1.0,38.888775,-85.51915,18.0,2005-07-03
3549,14310,0.0,1.0,39.97,-85.35143889,18.0,2005-05-28
3551,14312,0.0,2.0,39.75739444,-87.14143611,18.0,2005-06-02
3552,14313,1.0,1.0,39.95166944,-85.81530278,18.0,2005-06-26
3553,14314,0.0,2.0,39.58135,-84.83781389,18.0,2005-07-04
3555,14316,1.0,1.0,39.89401389,-86.15790556,18.0,2005-07-09
3556,14317,1.0,1.0,39.60142778,-86.38911111,18.0,2005-07-09
3558,14319,0.0,2.0,39.41669444,-86.48327222,18.0,2005-07-13
3564,14325,0.0,1.0,39.82080833,-85.77581111,18.0,2005-06-29
3565,14326,0.0,1.0,39.87285278,-86.00018333,18.0,2005-06-29
3568,14329,0.0,1.0,39.46110833,-85.03564722,18.0,2005-07-08
3570,14331,0.0,1.0,39.63515,-85.05389722,18.0,2005-07-15
3571,14332,0.0,1.0,39.32463056,-84.93806111,18.0,2005-07-20
3572,14333,0.0,1.0,39.42888889,-86.42472778,18.0,2005-07-20
3573,14334,0.0,1.0,39.86606389,-86.90055556,18.0,2005-07-23
3575,14336,0.0,1.0,39.14193333,-86.58263611,18.0,2005-07-03
3577,14338,0.0,1.0,39.99241944,-86.12765556,18.0,2005-07-21
3579,14340,2.0,1.0,39.70112778,-86.15766667,18.0,2005-07-24
3581,14342,0.0,3.0,38.79965833,-85.00553611,18.0,2005-07-13
3583,14344,1.0,1.0,39.75308333,-86.148675,18.0,2005-07-22
3588,14349,0.0,1.0,39.38533611,-86.76090833,18.0,2005-07-27
3592,14353,0.0,1.0,39.68626944,-86.15640833,18.0,2005-05-11
3593,14354,0.0,1.0,39.23213889,-85.92121667,18.0,2005-06-16
3595,14356,0.0,1.0,39.76465278,-86.21174722,18.0,2005-07-10
3596,14357,0.0,1.0,39.87355556,-86.244475,18.0,2005-07-24
3597,14358,0.0,1.0,38.32397222,-85.869025,18.0,2005-07-20
3601,14362,0.0,1.0,39.39519722,-85.75631111,18.0,2005-07-10
3603,14364,0.0,1.0,39.395175,-85.75626667,18.0,2005-07-17
3604,14365,2.0,2.0,39.85493889,-86.02707778,18.0,2005-07-24
3607,14368,2.0,2.0,38.43602222,-85.74961944,18.0,2005-08-03
3608,14369,0.0,1.0,39.98292222,-86.39784722,18.0,2005-08-07
3609,14370,2.0,1.0,39.00888611,-85.31614167,18.0,2005-05-28
3612,14373,1.0,1.0,39.6864,-85.16724444,18.0,2005-07-09
3615,14376,2.0,1.0,38.66191111,-87.50952222,18.0,2005-07-16
3617,14378,1.0,1.0,38.35141111,-85.94055556,18.0,2005-07-25
3620,14381,0.0,1.0,39.91908056,-86.10468611,18.0,2005-08-01
3621,14382,0.0,1.0,39.86028889,-86.39430556,18.0,2005-08-06
3623,14384,0.0,1.0,39.81673333,-86.22775,18.0,2005-06-26
3627,14388,0.0,1.0,39.73895556,-86.29541944,18.0,2005-07-18
3628,14389,0.0,2.0,39.19634722,-85.95863333,18.0,2005-07-23
3629,14390,0.0,1.0,38.89745,-85.518325,18.0,2005-07-30
3630,14391,1.0,2.0,39.83912222,-86.18765556,18.0,2005-08-03
3631,14392,0.0,1.0,39.82133056,-85.76363333,18.0,2005-08-05
3632,14393,0.0,1.0,39.90295,-86.13643056,18.0,2005-08-05
3636,14397,2.0,1.0,39.77751389,-87.33279444,18.0,2005-08-15
3641,14402,0.0,1.0,39.78262222,-86.14503056,18.0,2005-07-21
3642,14403,0.0,1.0,39.79671389,-87.23515556,18.0,2005-07-23
3644,14405,0.0,1.0,39.40419722,-86.33433889,18.0,2005-08-14
3647,14408,0.0,2.0,39.97931111,-86.39290278,18.0,2005-08-22
3650,14411,0.0,1.0,39.92697778,-85.99504722,18.0,2005-07-29
3652,14413,1.0,1.0,39.38823611,-86.08522778,18.0,2005-08-04
