YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201603,102667,615187,1,2.82,"SSE","ANTIOCH",34.68,-97.4,3440800,9724000
201603,102667,615188,1,1.84,"WSW","SCULLIN",34.51,-96.89,3430600,9653400
201603,102667,615189,1,0,"N","CONNERVILLE",34.45,-96.63,3427000,9637800
201603,102667,615190,1,0,"N","ATOKA",34.38,-96.13,3422800,967800
201603,102693,625566,1,3,"ESE","GASTON",45.4134,-123.0729,4524804,1234374
201603,102693,625566,2,5,"SW","BEAVERTON",45.4288,-122.893,4525728,12253580
201603,102693,625567,1,0,"N","NEHALEM",45.72,-123.9,4543200,12354000
201603,102693,625567,2,.5,"E","NEHALEM",45.72,-123.8896,4543200,12353376
201603,102738,613936,1,.91,"SSW","OLLA",31.8872,-92.2332,3153232,9213992
201603,102739,613937,1,.86,"NW","BOUGHTON",33.8588,-93.3407,3351528,9320442
201603,102747,613991,1,5.03,"S","METHOW",48.0776,-120.0117,484656,120702
201603,102747,613991,2,5,"S","METHOW",48.0781,-120.0109,484686,120654
201603,102747,613991,3,5.04,"S","METHOW",48.0773,-120.01,484638,120600
201603,102747,613991,4,5.06,"S","METHOW",48.0772,-120.0109,484632,120654
201603,102747,613992,1,10.43,"ESE","TORBOY",48.6043,-118.4724,4836258,11828344
201603,102747,613992,2,10.37,"ESE","TORBOY",48.6064,-118.4721,4836384,11828326
201603,102747,613992,3,10.44,"ESE","TORBOY",48.6055,-118.4712,4836330,11828272
201603,102747,613992,4,10.46,"ESE","TORBOY",48.6045,-118.4715,4836270,11828290
201603,102747,614029,1,.59,"SSW","EVANS",48.7119,-118.0239,4842714,1181434
201603,102747,614029,2,.54,"S","EVANS",48.7122,-118.0218,4842732,1181308
201603,102747,614029,3,.58,"S","EVANS",48.7117,-118.022,4842702,1181320
201603,102747,614029,4,.6,"SSW","EVANS",48.7115,-118.0228,4842690,1181368
201603,102747,614303,1,.76,"NW","WEST WENATCHEE",47.438,-120.3412,4726280,12020472
201603,102747,614303,2,.77,"NW","WEST WENATCHEE",47.4379,-120.3416,4726274,12020496
201603,102747,614303,3,.75,"NW","WEST WENATCHEE",47.4378,-120.3412,4726268,12020472
201603,102747,614303,4,.75,"NW","WEST WENATCHEE",47.438,-120.3409,4726280,12020454
201603,102762,614164,1,2.06,"NNE","HELENVILLE",43.0481,-88.6865,432886,8841190
201605,104199,626585,1,.88,"SE","VINE GROVE",37.79,-85.97,3747400,8558200
201605,104199,626586,1,1.49,"NNE","SAMUELS",37.9,-85.52,3754000,8531200
201605,104199,626587,1,0,"N","ELIZABETH TOWN",37.7,-85.87,3742000,8552200
201605,104199,626588,1,.69,"N","VINE GROVE",37.81,-85.98,3748600,8558800
201605,104199,626589,1,.88,"SW","ST CATHERINE",37.69,-85.26,3741400,8515600
201605,104199,626590,1,0,"N","HARNED",37.75,-86.42,3745000,8625200
201605,104199,626591,1,.69,"N","WILLISBURG",37.81,-85.12,3748600,857200
201605,104199,626592,1,0,"N","VERSAILLES",38.05,-84.73,383000,8443800
201605,104199,626593,1,2.15,"NE","HARTFORD",37.47,-86.89,3728200,8653400
201605,104199,626594,1,.55,"E","STANFORD",37.53,-84.66,3731800,8439600
201605,104199,626595,1,1.3,"ENE","DIVIDING RIDGE",37.34,-85.9,3720400,8554000
201605,104199,626596,1,2.76,"N","STEWART",37.72,-85,3743200,8500
201605,104199,626597,1,1.49,"NNE","SAMUELS",37.9,-85.52,3754000,8531200
201605,104199,626598,1,0,"N","HARDINSBURG ARPT",37.78,-86.45,3746800,8627000
201605,104199,626599,1,.55,"W","ELLMITCH",37.63,-86.71,3737800,8642600
201605,104199,626600,1,3.5,"S","JACKTOWN",37.4,-85.01,3724000,85600
201605,104199,626602,1,.55,"E","STANFORD",37.53,-84.66,3731800,8439600
201605,104199,626603,1,2.15,"NW","HALLS GAP",37.49,-84.66,3729400,8439600
201605,104199,626604,1,1.49,"NNE","STANFORD",37.55,-84.66,3733000,8439600
201605,104199,626605,1,1.09,"W","STRINGTOWN",37.77,-84.85,3746200,8451000
201605,104199,626605,2,.62,"NE","HARRODSBURG",37.757,-84.843,3745420,8450580
201605,104199,626605,3,.5,"S","STRINGTOWN",37.7629,-84.8318,3745774,8449908
201605,104199,626605,4,.65,"WNW","STRINGTOWN",37.7724,-84.8416,3746344,8450496
201605,104199,626606,1,0,"N","LEBANON JCT",37.83,-85.73,3749800,8543800
201605,104199,626607,1,0,"N","RICHMOND",37.75,-84.3,3745000,8418000
201605,104199,626608,1,.88,"NE","WACO",37.74,-84.14,3744400,848400
201605,106243,637999,1,1.05,"SSE","PENSACOLA BAY",30.3659,-87.2136,3021954,8712816
201605,106243,638000,1,3.74,"E","ORANGE BEACH",30.2997,-87.5084,3017982,8730504
201605,106243,638001,1,2.97,"SSE","SHALIMAR",30.4004,-86.5605,3024024,8633630
201605,106243,638002,1,.2,"WNW","OKALOOSA PIER",30.391,-86.5932,3023460,8635592
201605,106244,638012,1,.91,"SE","ATMORE",31.02,-87.49,311200,8729400
201605,106244,638014,1,1.37,"ESE","BUCKS",31.01,-88.03,31600,881800
201605,106246,638016,1,0,"N","COTTAGE HILL",30.63,-87.32,3037800,8719200
201605,106251,638081,1,3.02,"SSE","KANSAS CITY",39.0828,-94.6406,394968,9438436
201605,106251,638081,2,3.09,"SE","KANSAS CITY",39.0829,-94.6379,394974,9438274
201605,106251,638081,3,3.25,"SSE","KANSAS CITY",39.0799,-94.6383,394794,9438298
201605,106251,638081,4,3.15,"SSE","KANSAS CITY",39.0804,-94.6409,394824,9438454
201605,106252,638086,1,3.81,"ESE","THOMAS HILL",39.49,-92.61,3929400,9236600
201605,106252,638086,2,3.94,"SE","THOMAS HILL",39.4827,-92.6141,3928962,9236846
201605,106252,638086,3,2.78,"SSE","THOMAS HILL",39.4833,-92.6489,3928998,9238934
201605,106252,638086,4,2.32,"SSE","THOMAS HILL",39.4904,-92.6494,3929424,9238964
201605,106252,638087,1,1.38,"S","LATHROP",39.53,-94.33,3931800,9419800
201605,106252,638088,1,0,"N","LATHROP",39.55,-94.33,3933000,9419800
201605,106252,638089,1,.87,"SE","SPICKARD",40.24,-93.59,4014400,9335400
201605,106252,638090,1,.87,"SE","SPICKARD",40.24,-93.59,4014400,9335400
201605,106252,638917,1,.94,"NE","PLATTE WOODS",39.2385,-94.6562,3914310,9439372
201605,106292,638305,1,3.67,"SW","LEBANON",43.0589,-96.416,433534,9624960
201605,106292,638305,2,4.07,"N","HAWARDEN",43.0589,-96.4722,433534,9628332
201605,106292,638305,3,3.8,"NW","HAWARDEN",43.0409,-96.5204,432454,9631224
201605,106292,638305,4,2.85,"WSW","CHATSWORTH",42.9011,-96.55,4254066,9633000
201605,106292,638305,5,1.34,"SSW","CHATSWORTH",42.9011,-96.5061,4254066,9630366
201605,106292,638307,1,6,"N","AKRON",42.9168,-96.55,4255008,9633000
201605,106292,638307,2,6,"NNE","AKRON",42.9102,-96.5047,4254612,9630282
201605,106292,638307,3,.24,"E","WESTFIELD",42.7498,-96.5953,4244988,9635718
201605,106292,638307,4,7.25,"WSW","JAMES",42.5256,-96.4418,4231536,9626508
201605,106292,638307,5,8.35,"S","MILLNERVILLE",42.5608,-96.5271,4233648,9631626
201605,106292,638307,6,3.13,"W","WESTFIELD",42.7482,-96.6616,4244892,9639696
201605,106293,638306,1,3.36,"SE","GOSHEN",39.92,-111.85,3955200,11151000
201605,106293,638308,1,7.09,"NNE","CHAMPLIN SIDING",39.68,-112.29,3940800,11217400
201605,106298,638318,1,8,"ENE","ALCESTER",43.0643,-96.5036,433858,9630216
201605,106298,638318,2,5.69,"ESE","RICHLAND",42.7452,-96.5231,4244712,9631386
201605,106298,638318,3,0,"N","NORTH SIOUX CITY",42.52,-96.48,4231200,9628800
201605,106298,638318,4,3,"S","JEFFERSON",42.5566,-96.55,4233396,9633000
201605,106298,638318,5,1,"W","ELK PT",42.68,-96.6897,4240800,9641382
201605,106300,638320,1,81.26,"W","MONETA",43.0859,-97.0098,435154,97588
201605,106300,638320,2,83.32,"W","MONETA",43.0022,-97.0413,43132,972478
201605,106300,638320,3,79.07,"W","MONETA",42.9091,-96.9359,4254546,9656154
201605,106300,638320,4,75.17,"WSW","MONETA",42.9099,-96.8573,4254594,9651438
201605,106300,638320,5,78.04,"W","MONETA",43.0863,-96.9459,435178,9656754
201605,106302,639738,1,15.43,"SSW","ARINOSA",40.52,-113.75,4031200,11345000
201605,106302,639739,1,2.94,"NE","UINTAH",41.2,-111.88,4112000,11152800
201605,106302,639740,1,.53,"W","VERNON MUNI ARPT",40.1,-112.43,406000,11225800
201605,106302,639741,1,0,"N","TREMONTON MUNI ARPT",41.72,-112.18,4143200,11210800
201605,106302,639741,2,11.84,"SSW","SALINE",41.07,-112.59,414200,11235400
201605,106302,640356,1,9.41,"WNW","(DPG)MICHAEL AAF DUG",40.24,-113.09,4014400,1135400
201605,106302,640356,2,1.74,"SE","DUGWAY",40.23,-112.73,4013800,11243800
201605,106311,638359,1,0,"N","BLACKSTOCK",34.57,-81.15,3434200,819000
201605,106312,638361,1,1.79,"NW","HOODS",35.15,-80.72,359000,8043200
201605,106312,638362,1,2.15,"SSE","STONEHAVEN",35.14,-80.76,358400,8045600
201605,106312,638363,1,2.15,"SSE","INDIAN TRAIL ARPT",35.09,-80.57,355400,8034200
201605,106312,638364,1,.69,"N","INDIAN TRAIL",35.09,-80.68,355400,8040800
201605,106312,638365,1,3.49,"SW","BURKE CHAPEL",35.64,-81.52,3538400,8131200
201605,106312,638366,1,1.12,"E","PLEASANT GROVE BRKE",35.63,-81.58,3537800,8134800
201605,106312,638367,1,3.64,"WSW","PROPST XRDS",35.61,-81.44,3536600,8126400
201605,106312,638368,1,0,"N","PROPST XRDS",35.63,-81.38,3537800,8122800
201605,106312,638368,2,2.36,"NNE","PROPST XRDS",35.66,-81.36,3539600,8121600
201605,106312,638369,1,.89,"SE","DRUMS XRDS",35.61,-81.11,3536600,816600
201605,106312,638369,2,.69,"N","TERRELL",35.59,-80.98,3535400,8058800
201605,106312,638370,1,0,"N","COTTON FACTORY",35.58,-81.2,3534800,8112000
201605,106312,638370,2,.89,"NE","DUAN",35.63,-81.19,3537800,8111400
201605,106312,638372,1,2.35,"WSW","MOORESVILLE JCT",35.59,-80.86,3535400,8051600
201605,106312,638372,2,.89,"SW","MOORESVILLE JCT",35.59,-80.83,3535400,8049800
201605,106312,638373,1,3.45,"S","MILL BRIDGE",35.6,-80.65,3536000,8039000
201605,106312,638373,2,.89,"SE","MILL BRIDGE",35.64,-80.64,3538400,8038400
201605,106312,638374,1,1.12,"E","FRANKLIN",35.72,-80.48,3543200,8028800
201605,106312,638728,1,1.12,"W","LIBERTY",35.58,-80.37,3534800,8022200
201605,106312,638728,2,1.82,"ENE","LIBERTY",35.59,-80.32,3535400,8019200
201605,106312,639218,1,6.22,"W","PLATEAU",35.59,-81.48,3535400,8128800
201605,106322,638388,1,6.15,"WNW","NEW TABOR",39.9558,-97.6362,3957348,9738172
201605,106322,638388,2,6.91,"W","NEW TABOR",39.924,-97.6602,3955440,9739612
201605,106322,638388,3,.45,"S","NEW TABOR",39.9136,-97.5287,3954816,9731722
201605,106322,638388,4,1.79,"NNE","NEW TABOR",39.9445,-97.5188,3956670,9731128
201605,106322,638389,1,4.02,"N","KIMEO",39.6575,-96.9883,3939450,9659298
201605,106322,638389,2,3.39,"SW","GREENLEAF",39.6895,-97.0161,3941370,97966
201605,106322,638389,3,1.58,"SSE","GREENLEAF",39.708,-96.9715,3942480,9658290
201605,106322,638389,4,4.31,"SSE","GREENLEAF",39.6748,-96.9423,3940488,9656538
201605,106325,638397,1,2.34,"NNE","HOPE",38.71,-97.05,3842600,973000
201605,106325,638398,1,.88,"NE","LYONA",38.86,-96.92,3851600,9655200
201605,106325,638399,1,1.28,"ENE","LYONA",38.86,-96.91,3851600,9654600
201605,106325,638402,1,5.38,"W","OLSON",38.88,-96.9,3852800,9654000
201605,106325,638403,1,0,"N","JUNCTION CITY",39.03,-96.83,391800,9649800
201605,106325,638404,1,0,"N","JUNCTION CITY",39.03,-96.83,391800,9649800
201605,106325,638405,1,1.75,"WNW","MANHATTAN",39.19,-96.61,3911400,9636600
201605,106325,638406,1,3.79,"WSW","HUSCHER",39.4935,-97.6623,3929610,9739738
201605,106325,638407,1,3.45,"S","CORNING",39.6,-96.03,3936000,961800
201605,106325,638408,1,3.25,"WSW","BERN",39.96,-96.03,3957600,961800
201605,106325,638409,1,.69,"S","BERN",39.96,-95.97,3957600,9558200
201605,106281,639598,1,1.87,"NNW","(FCH) CHANDLER AF",36.7561,-119.8285,3645366,11949710
201605,106281,639604,1,5.25,"NE","FORD CITY",35.2047,-119.4055,3512282,11924330
201605,106281,639608,1,7.92,"SSW","MARICOPA",34.962,-119.447,3457720,11926820
201605,106281,639617,1,.59,"S","CIMARRON",36.2915,-119.7811,3617490,11946866
201605,106281,639621,1,7.77,"W","SANTA NELLA",37.1018,-121.1383,376108,1218298
201605,106281,639625,1,5.61,"W","SANTA NELLA",37.0831,-121.1018,374986,1216108
201605,106281,639641,1,1.32,"S","PANOCHE JCT",36.5311,-120.4829,3631866,12028974
201605,106281,639655,1,2.25,"NW","CALWA",36.7067,-119.7732,3642402,11946392
201605,106289,638274,1,.73,"NW","MONTGOMERY",43.437,-95.211,4326220,9512660
201605,106289,638274,2,1.51,"E","TRIBOJI BEACH",43.4313,-95.15,4325878,959000
201605,106289,638274,3,7,"SSE","FULLER FLD ARPT",43.2364,-95.0967,4314184,955802
201605,106289,638274,4,8,"S","FULLER FLD ARPT",43.2142,-95.15,4312852,959000
201605,106289,638275,1,5.71,"NNW","EVERLY",43.25,-95.3588,4315000,9521528
201605,106289,638275,2,5,"W","FOSTORIA",43.25,-95.2694,4315000,9516164
201605,106289,638275,3,3.96,"NNE","WEBB",42.9979,-94.9569,4259874,9457414
201605,106289,638275,4,2,"WSW","GILLETT GROVE",43.0089,-95.0666,43534,953996
201605,106289,638282,1,0,"N","LINN GROVE",42.88,-95.25,4252800,9515000
201605,106289,638282,2,5,"W","LINN GROVE",42.88,-95.3488,4252800,9520928
201605,106289,638282,3,5,"WNW","LINN GROVE",42.9077,-95.3413,4254462,9520478
201605,106289,638282,4,1.5,"N","LINN GROVE",42.9017,-95.25,4254102,9515000
201605,106289,638285,1,10,"ENE","LARRABEE",42.9254,-95.3475,4255524,9520850
201605,106289,638285,2,1,"E","QUIMBY",42.63,-95.6103,4237800,9536618
201605,106289,638285,3,1,"W","QUIMBY",42.63,-95.6497,4237800,9538982
201605,106289,638285,4,4,"NE","LARRABEE",42.9109,-95.4741,4254654,9528446
201605,106291,638288,1,.87,"NW","MEOLA",40.44,-110.04,4026400,1102400
201605,106291,638289,1,1.38,"S","WEST PT",41.1,-112.08,416000,1124800
201605,106291,638292,1,0,"N","HOLLADAY",40.67,-111.82,4040200,11149200
201605,106291,638293,1,1.04,"W","ROY",41.17,-112.04,4110200,1122400
201605,106291,638295,1,4.19,"NW","GRANTSVILLE",40.64,-112.53,4038400,11231800
201605,106291,638296,1,7.67,"N","LAKESIDE",41.33,-112.86,4119800,11251600
201605,106291,638297,1,17.97,"S","(DPG)MICHAEL AAF DUG",39.92,-112.94,3955200,11256400
201605,106291,638298,1,4.64,"NNW","(SLC)SALT LAKE CITY",40.84,-112.01,4050400,112600
201605,106291,638299,1,8.06,"SSW","LITTLE MTN",41.15,-112.33,419000,11219800
201603,102762,614166,1,3.09,"ENE","KOHLSVILLE",43.4844,-88.2618,4329064,8815708
201603,102762,614974,1,0,"N","SPRING GREEN",43.18,-90.07,4310800,904200
201603,102762,614975,1,7,"NNW","MT CALVARY",43.9136,-88.3038,4354816,8818228
201603,102762,614976,1,4,"WNW","MT CALVARY",43.8422,-88.3241,4350532,8819446
201603,102787,614302,1,1.22,"SE","BONNERS FERRY",48.689,-116.2991,4841340,11617946
201603,102787,614302,2,1.18,"SE","BONNERS FERRY",48.6881,-116.3013,4841286,11618078
201603,102787,614302,3,1.4,"SE","BONNERS FERRY",48.6857,-116.2984,4841142,11617904
201603,102787,614302,4,1.44,"SE","BONNERS FERRY",48.6873,-116.2948,4841238,11617688
201603,102809,616145,1,2.75,"ESE","TOW",30.86,-98.43,3051600,9825800
201603,102809,616146,1,2.22,"SSE","ANDICE",30.7522,-97.8314,3045132,9749884
201603,102809,616146,2,1.35,"ESE","ANDICE",30.7737,-97.8284,3046422,9749704
201603,102809,616147,1,10.3,"W","COMSTOCK",29.7,-101.34,2942000,10120400
201603,102809,616148,1,0,"N","COMSTOCK",29.68,-101.17,2940800,10110200
201603,102809,616149,1,.92,"NW","CARRIZO SPGS",28.53,-99.86,2831800,9951600
201603,102809,616150,1,6.03,"NNE","NORTH UVALDE",29.33,-99.78,2919800,9946800
201603,102809,616151,1,2.28,"NE","COMETA",28.69,-99.99,2841400,9959400
201603,102809,616152,1,.92,"SW","LEAKEY",29.72,-99.76,2943200,9945600
201603,102809,616153,1,8.31,"N","KNIPPA",29.42,-99.62,2925200,9937200
201603,102809,616154,1,.92,"SW","LEAKEY",29.72,-99.76,2943200,9945600
201603,102809,616155,1,8.29,"N","KNIPPA",29.42,-99.63,2925200,9937800
201603,102809,616156,1,1.51,"NNW","BOERNE",29.8,-98.74,2948000,9844400
201603,102809,616157,1,.6,"E","TERREL HILLS",29.47,-98.44,2928200,9826400
201603,102809,616160,1,1.66,"ESE","OAK HILL",30.2235,-97.8233,3013410,9749398
201603,102809,616160,2,1.79,"WSW","OAK HILL",30.2232,-97.8789,3013392,9752734
201603,102809,616160,3,2.54,"NW","OAK HILL",30.2573,-97.8786,3015438,9752716
201603,102809,616160,4,2.11,"NE","OAK HILL",30.252,-97.8254,3015120,9749524
201603,102809,616163,1,.91,"SW","AUSTIN",30.26,-97.75,3015600,9745000
201603,102809,616163,2,.79,"SW","AUSTIN",30.2617,-97.7492,3015702,9744952
201603,102809,616163,3,.85,"SSW","AUSTIN",30.2595,-97.7473,3015570,9744838
201603,102809,616163,4,1.02,"SSW","AUSTIN",30.2574,-97.7489,3015444,9744934
201603,102809,616164,1,4.28,"WNW","FISKVILLE",30.383,-97.7608,3022980,9745648
201603,102809,616164,2,4.01,"ENE","FOUR PTS",30.425,-97.7893,3025500,9747358
201603,102809,616164,3,2.79,"ENE","FOUR PTS",30.4109,-97.8049,3024654,9748294
201603,102809,616164,4,3.95,"N","AUSTIN MABRY",30.3768,-97.7773,3022608,9746638
201603,102809,616188,1,11.85,"WNW","BUCHANAN LAKE",30.8691,-98.4215,3052146,9825290
201603,102838,614546,1,0,"N","EAST WENATCHEE",47.42,-120.28,4725200,12016800
201603,102838,614546,2,.02,"S","EAST WENATCHEE",47.4197,-120.28,4725182,12016800
201603,102838,614546,3,.02,"SSE","EAST WENATCHEE",47.4197,-120.2797,4725182,12016782
201603,102838,614546,4,.02,"E","EAST WENATCHEE",47.42,-120.2797,4725200,12016782
201603,102838,614547,1,2.98,"SSW","ENTIAT",47.6304,-120.2454,4737824,12014724
201603,102838,614547,2,3.26,"NNE","WAGNERSBURG",47.6235,-120.243,4737410,12014580
201603,102838,614547,3,3.23,"SSW","ENTIAT",47.625,-120.2388,4737500,12014328
201603,102838,614547,4,2.89,"SSW","ENTIAT",47.6305,-120.24,4737830,12014400
201603,102849,614629,1,1.94,"NNW","GREENWOOD",36.8954,-84.4949,3653724,8429694
201603,102849,614629,2,2,"S","WHITLEY CITY",36.6911,-84.47,3641466,8428200
201603,102849,614671,1,.95,"S","YOUNGS CREEK",36.8564,-84.2331,3651384,8413986
201603,102849,614672,1,2.08,"NE","(LOZ)MCGEE FLD LONDO",37.1017,-84.0538,376102,843228
201603,102849,614672,2,2.56,"NNW","LESBAS",37.1127,-84.0218,376762,841308
201603,102849,614673,1,.43,"SSW","ASHER",37.0441,-83.4026,372646,8324156
201603,102849,614673,2,.92,"NW","CUTSHIN",37.0902,-83.2607,375412,8315642
201603,102860,614723,1,2.51,"SW","BOYDS",48.7011,-118.1633,4842066,1189798
201603,102860,614723,2,2.73,"SSW","BOYDS",48.6968,-118.1623,4841808,1189738
201603,102860,614723,3,2.51,"SSW","BOYDS",48.6993,-118.1592,4841958,1189552
201603,102860,614723,4,2.4,"SW","BOYDS",48.7016,-118.1604,4842096,1189624
201603,102860,615220,1,8.8,"SE","OKANOGAN LEGION ARPT",48.2778,-119.418,4816668,11925080
201603,102860,615220,2,9.11,"SE","OKANOGAN LEGION ARPT",48.2737,-119.4145,4816422,11924870
201603,102860,615220,3,9.09,"SE","OKANOGAN LEGION ARPT",48.2768,-119.4102,4816608,11924612
201603,102860,615220,4,8.91,"SE","OKANOGAN LEGION ARPT",48.2789,-119.4127,4816734,11924762
201603,102867,614792,1,3,"E","GRAFTON",39.35,-79.9739,3921000,7958434
201603,102867,614793,1,0,"N","WEST MILFORD",39.2,-80.4,3912000,8024000
201603,102867,614902,1,0,"N","CLARKSBURG",39.28,-80.35,3916800,8021000
201605,106397,638836,1,1.16,"ESE","NEW PALESTINE",39.7135,-85.8599,3942810,8551594
201605,106397,638837,1,2.72,"WNW","ELWOOD",40.28,-85.88,4016800,8552800
201605,106397,638838,1,2.03,"SW","FLORIDA",40.1496,-85.7475,408976,8544850
201605,106397,638839,1,.87,"SW","ANDERSON",40.09,-85.69,405400,8541400
201605,106397,638840,1,2.72,"WNW","ELWOOD",40.28,-85.88,4016800,8552800
201605,106397,638842,1,.94,"SSE","CLAYTON",39.6676,-86.5228,3940056,8631368
201605,106397,638848,1,1.18,"W","BEECH GROVE",39.7232,-86.1017,3943392,866102
201605,106397,638955,1,5.45,"N","LINDEN",40.2589,-86.9022,4015534,8654132
201605,106397,638955,2,5.46,"N","LINDEN",40.2588,-86.9066,4015528,8654396
201605,106397,638955,3,5.44,"N","LINDEN",40.2586,-86.9066,4015516,8654396
201605,106397,638955,4,5.43,"N","LINDEN",40.2586,-86.9022,4015516,8654132
201605,106397,638957,1,1.13,"SW","LINDEN",40.1701,-86.917,4010206,8655020
201605,106399,638852,1,.54,"W","RAGSDALE",38.75,-87.33,3845000,8719800
201605,106399,638854,1,.88,"SW","WASHINGTON",38.66,-87.18,3839600,8710800
201605,106399,638855,1,.69,"S","WASHINGTON",38.66,-87.17,3839600,8710200
201605,106399,638958,1,.69,"S","WASHINGTON",38.66,-87.17,3839600,8710200
201605,106399,638974,1,2.01,"W","IONA",38.5502,-87.5072,3833012,8730432
201605,106399,638978,1,2.99,"SW","BRUCEVILLE",38.72,-87.46,3843200,8727600
201605,106399,638980,1,2.92,"S","FRITCHTON",38.6382,-87.4285,3838292,8725710
201605,106401,639097,1,2.16,"W","FRITCHTON",38.68,-87.46,3840800,8727600
201605,106401,639098,1,.54,"W","BICKNELL",38.78,-87.31,3846800,8718600
201605,106401,639103,1,2.88,"NE","PURCELL",38.6253,-87.4777,3837518,8728662
201605,106401,639104,1,7,"W","BLOOMFIELD",39.03,-87.0604,391800,873624
201605,106401,639114,1,.66,"ESE","BROWNSBURG",39.8447,-86.3896,3950682,8623376
201603,103186,617983,3,.74,"S","NINE FORKS",32.5694,-93.2012,3234164,9312072
201603,103186,617983,4,.59,"S","NINE FORKS",32.5715,-93.201,3234290,9312060
201603,103186,617985,1,.37,"E","MINDEN",32.6203,-93.2737,3237218,9316422
201603,103186,617985,2,.37,"E","MINDEN",32.619,-93.2737,3237140,9316422
201603,103186,617985,3,.47,"E","MINDEN",32.6191,-93.272,3237146,9316320
201603,103186,617985,4,.47,"E","MINDEN",32.6207,-93.272,3237242,9316320
201603,103186,618115,1,.8,"E","HOMER",32.7814,-93.0564,3246884,933384
201603,103186,618115,2,.83,"ENE","HOMER",32.7831,-93.0562,3246986,933372
201603,103186,618115,3,.93,"ENE","HOMER",32.7832,-93.0544,3246992,933264
201603,103186,618115,4,.88,"E","HOMER",32.7813,-93.0549,3246878,933294
201603,103186,618116,1,.11,"WSW","STONEWALL",32.2795,-93.8219,3216770,9349314
201603,103186,618116,2,.35,"NW","STONEWALL",32.2839,-93.8238,3217034,9349428
201603,103186,618116,3,3.28,"E","STONEWALL",32.2861,-93.7644,3217166,9345864
201603,103186,618116,4,3.17,"E","STONEWALL",32.2776,-93.7657,3216656,9345942
201603,103186,618117,1,.89,"WSW","HAUGHTON",32.5262,-93.5147,3231572,9330882
201603,103186,618117,2,1.45,"NNW","HAUGHTON",32.5487,-93.5113,3232922,9330678
201603,103186,618117,3,1.62,"NNE","HAUGHTON",32.5512,-93.488,3233072,9329280
201603,103186,618117,4,.91,"ESE","HAUGHTON",32.5254,-93.4854,3231524,9329124
201603,103186,618118,1,0,"N","HALL SUMMIT",32.18,-93.3,3210800,9318000
201603,103186,618118,2,1.83,"S","HALL SUMMIT",32.1536,-93.3014,329216,9318084
201603,103186,618118,3,1.33,"SE","CROSS RDS",32.1649,-93.3859,329894,9323154
201603,103186,618118,4,1.41,"NNE","CROSS RDS",32.1974,-93.3876,3211844,9323256
201603,103186,618122,1,.95,"SE","SHREVEPORT",32.4699,-93.739,3228194,9344340
201603,103186,618122,2,1.42,"SSE","SHREVEPORT",32.4622,-93.7377,3227732,9344262
201603,103186,617953,4,.92,"S","LA ROSEN",32.3867,-93.8004,3223202,9348024
201603,103186,617957,1,.64,"NNW","BLENHEIM",32.4888,-93.6832,3229328,9340992
201603,103186,617957,2,.24,"NNE","BLENHEIM",32.4832,-93.6786,3228992,9340716
201603,103186,617957,3,.89,"ENE","BLENHEIM",32.4843,-93.6656,3229058,9339936
201603,103186,617957,4,.62,"S","(BAD)BARKSDALE AFB",32.4912,-93.6715,3229472,9340290
201603,103186,617961,1,.56,"W","KEITHVILLE ARPT",32.3497,-93.8296,3220982,9349776
201603,103186,617961,2,.68,"SW","KEITHVILLE ARPT",32.343,-93.8282,3220580,9349692
201603,103186,617961,3,.62,"SW","KEITHVILLE ARPT",32.343,-93.8265,3220580,9349590
201603,103186,617961,4,.45,"W","KEITHVILLE ARPT",32.3502,-93.8276,3221012,9349656
201603,103186,617963,1,.81,"WSW","(SHV)SHREVEPORT RGNL",32.4443,-93.8423,3226658,9350538
201603,103186,617963,2,.87,"SW","(SHV)SHREVEPORT RGNL",32.4422,-93.8417,3226532,9350502
201603,103186,617963,3,.81,"SW","(SHV)SHREVEPORT RGNL",32.4423,-93.8403,3226538,9350418
201603,103186,617963,4,.77,"WSW","(SHV)SHREVEPORT RGNL",32.4443,-93.8415,3226658,9350490
201603,103186,617964,1,.69,"SW","MINDEN",32.6136,-93.2891,3236816,9317346
201603,103186,617964,2,.69,"SW","MINDEN",32.6131,-93.2886,3236786,9317316
201603,103186,617964,3,.62,"SW","MINDEN",32.6138,-93.2877,3236828,9317262
201603,103186,617964,4,.63,"SW","MINDEN",32.6142,-93.2884,3236852,9317304
201603,103186,617971,1,1.46,"ENE","NOLES LNDG",32.4776,-93.3266,3228656,9319596
201603,103186,617971,2,2.42,"WNW","OGDEN",32.4857,-93.3071,3229142,9318426
201603,103186,617971,3,1.94,"WNW","OGDEN",32.4799,-93.3012,3228794,9318072
201603,103186,617971,4,1.57,"ENE","NOLES LNDG",32.4761,-93.324,3228566,9319440
201603,103186,617976,1,.42,"N","DOYLINE",32.536,-93.4187,3232160,9325122
201603,103186,617976,2,.15,"SE","DOYLINE",32.5287,-93.418,3231722,9325080
201603,103186,617976,3,1.1,"E","DOYLINE",32.5294,-93.4011,3231764,9324066
201603,103186,617976,4,1.22,"ENE","DOYLINE",32.5369,-93.4008,3232214,9324048
201603,103186,617978,1,4.16,"W","HOLLY SPGS",32.6919,-93.241,3241514,9314460
201603,103186,617978,2,3.97,"NE","MINDEN WEBSTER FLD",32.6843,-93.2453,3241058,9314718
